,0,1
location_of,0.24621359,-0.124345146
manifestation_of,0.5743622,-0.94975835
isa,0.9162518,-0.32986125
affects,-1.171634,-0.7699352
associated_with,0.73767793,2.9708283
interacts_with,1.773593,-0.6088333
result_of,0.60280204,0.025941942
complicates,1.4057729,0.78174835
occurs_in,-1.8605609,-0.26088294
uses,1.6479539,0.2827276
produces,0.7026492,2.9123938
degree_of,-0.61160916,0.8160271
connected_to,0.6771293,0.6808614
process_of,0.947757,1.5414901
co-occurs_with,-0.795484,-0.38136688
disrupts,0.66400605,-2.8174238
issue_in,-0.2489603,-0.56675875
part_of,1.3130893,-0.4153972
measures,0.5564187,0.26189104
prevents,0.8554542,1.2956263
causes,2.4497736,-0.26018703
indicates,0.17414926,1.2923597
treats,-1.5527446,-1.3374752
evaluation_of,-0.7071132,0.7521183
diagnoses,1.0170106,0.93026996
exhibits,-0.0067022922,0.07485062
ingredient_of,-1.0998358,-0.53246707
property_of,1.2889094,0.67193395
manages,0.6078232,-0.058337778
assesses_effect_of,-0.1731719,-0.062420737
method_of,1.2830665,1.2678007
measurement_of,0.7543048,1.0991094
precedes,-0.86979455,-0.92344826
consists_of,0.2323687,0.86146563
performs,1.1704514,-1.2332089
conceptual_part_of,-0.7820609,-1.42367
analyzes,-2.4076722,0.9427575
carries_out,1.4535787,0.6554139
developmental_form_of,-0.73272437,-0.9167767
contains,-0.82624865,-0.22206777
adjacent_to,-1.7949427,0.7299319
interconnects,-0.56187165,-0.15792575
conceptually_related_to,-2.031583,-1.4361482
surrounds,1.193874,0.93172723
derivative_of,-1.0592327,-0.6279996
practices,-0.27133808,1.8469073
