,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
acquired_abnormality,-0.0054461365,-1.0990624,1.3051044,-0.5908481,1.1445853,-1.3088076,-1.6799141,-0.073529765,1.3869715,0.6518593,-1.1463007,1.9463835,0.85689294,0.29765803,-0.17956628,0.86776894
anatomical_abnormality,0.10981436,-1.3528279,1.4070376,-1.0074914,1.377119,-1.3352677,-1.8937246,-0.09927594,1.420516,0.46436796,-1.4945647,1.7927,1.0400685,0.42764086,-0.09033431,1.102742
alga,1.0343382,-1.6198497,2.1752458,-0.029120475,1.0519823,-1.2521036,0.6731982,0.9108359,-1.7252021,-0.52163875,1.2989554,0.099682294,0.3703226,0.79164034,1.3054544,0.2172585
mental_or_behavioral_dysfunction,-0.046372287,0.046493635,1.0512269,1.4497323,1.0345705,-0.62070966,0.41894376,-0.54771143,1.3344964,-0.8319832,-0.891223,1.329476,0.83684486,1.4253292,-0.5367661,1.1503983
health_care_activity,0.45538425,-0.07893543,2.1857607,0.57374823,1.0276996,-0.044480406,-1.0553607,-1.73714,0.25244102,0.04627064,-1.2937742,-1.4974558,-1.8545868,0.9580396,0.5051774,2.158039
population_group,-1.8635418,0.19981362,2.159623,0.2681569,1.8954103,1.236841,0.053216543,-0.28066042,0.93846446,0.32748932,1.3840698,-1.5588762,1.3349768,-1.7726952,0.783877,1.6131338
clinical_attribute,0.634913,1.2683171,2.0111535,-1.3590869,1.8108789,0.0030028634,-0.7103567,1.4049984,1.6254343,1.6052808,-0.3783702,-1.894977,0.72359794,1.048049,-1.4402485,0.8303134
body_part_organ_or_organ_component,-1.0128216,-1.0999547,1.3813187,-1.0649788,1.7764604,-0.5384451,-0.5097372,-0.73145765,0.44111905,1.3039103,0.6990117,1.6125745,-1.5900974,-1.2488928,-1.2816665,-1.180172
biologically_active_substance,0.90652794,0.03972073,1.7345697,-0.37700677,1.3483803,1.0159073,-0.47287297,-0.5385318,-1.5696781,-0.8848859,-1.0699497,0.9623143,0.60243887,0.69307053,-1.5612204,-1.1588266
disease_or_syndrome,-0.5147265,0.01581363,1.0406828,1.5116801,1.2165279,-0.80082047,0.49145946,-0.3965567,1.3537852,-0.19596209,-1.006729,1.2877505,0.8168935,1.4990989,-0.76017135,1.2535508
carbohydrate,0.38317126,0.65614146,2.0080178,0.8416633,1.7262969,-0.20041044,-0.23231933,-1.3744295,-1.7244601,0.9242821,-0.8344409,0.44076058,-0.34231752,0.610667,-1.5946294,-1.3460766
molecular_sequence,1.6323053,1.9709154,2.6632712,0.1476548,1.4739202,-1.4509778,-0.40631595,2.0646064,0.049048167,-0.050324798,0.68842345,-0.77081144,0.37935027,-1.32834,0.9778709,-1.9389613
steroid,0.6609097,0.63055015,2.0221238,0.99427193,1.7669771,-0.22464211,-0.10965742,-1.4220015,-1.7883669,0.89699006,-0.62436736,0.60600096,-0.23629062,0.85821885,-1.8194724,-1.5234712
experimental_model_of_disease,-0.2933117,-0.23065513,1.0643073,1.291208,1.3176439,-0.87925375,0.42422637,-0.44888508,1.4128318,-0.11012171,-0.9753961,1.2973456,0.7365192,1.4709557,-0.58992887,1.215182
patient_or_disabled_group,-1.0845984,0.67060035,2.022733,0.846374,0.8551292,1.3426732,0.8026283,-0.02752023,0.09292994,1.0693266,1.5238775,-0.6540942,1.7590171,-1.6178423,0.76618236,1.4959356
professional_or_occupational_group,-0.41434154,0.46428502,2.0368984,1.5903851,1.2871168,1.2942821,0.39776874,0.26558027,0.4786057,-0.13549146,1.4415013,-0.71497685,2.0042558,-1.9063922,0.9884898,1.4470938
nucleic_acid_nucleoside_or_nucleotide,0.15336592,0.68767124,2.1457975,1.195114,1.943664,-0.26880231,-0.70338845,-1.2805653,-1.6269854,0.9630235,-0.21405584,0.7878668,-0.19152038,0.6556095,-1.6858636,-1.3523259
organism_function,-1.4254303,-0.22888502,1.1194994,-0.46778733,0.9861944,-1.8019865,1.0717115,1.2474102,0.7384478,0.3030687,-0.7488761,0.55050963,-0.3982413,1.4685786,-0.7407118,0.46410778
mental_process,-1.4137596,-0.23774606,0.87243116,-0.24202836,-0.03504285,-1.7753747,1.1533805,1.1440488,0.48188338,-0.1828478,-0.28019765,0.4018061,0.32823458,1.3226916,-0.32738957,0.117824554
therapeutic_or_preventive_procedure,0.6022073,-0.5502956,2.0599043,1.2596501,0.58217114,1.1099223,-1.316386,-0.19093713,0.33619052,-0.7917413,-2.5583003,0.3224327,-1.0219548,0.8757768,0.7050315,2.558913
