,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
location_of,-0.3163419,2.1388366,-2.0747762,-0.35513657,1.5213509,0.97908705,-1.3242147,-3.4962966,0.76630545,0.3236907,-0.73292685,-1.5132427,0.020314239,3.130648,0.82494247,0.4069758
manifestation_of,-0.023121351,-0.0746212,-0.13324986,-0.38139385,-0.071426846,-0.5400754,-0.63481176,-0.76182514,0.1372583,0.3324966,-1.1917499,0.86126685,0.38805667,0.8287341,-0.8323261,0.486305
isa,-0.6154861,0.0072634993,-0.7448991,-0.48116937,0.891531,0.16917756,1.9429322,0.54016685,0.011256834,0.12127773,-0.8263764,-0.6163184,-2.2219703,0.5679114,-0.5697736,0.1751513
affects,-0.3075278,1.1367397,-0.011126496,0.844703,0.8612004,-0.5652189,-1.4670924,-0.5262754,-1.6061298,-1.2659023,0.12794344,-0.8649621,1.7672493,1.6051062,0.31332555,-0.717115
associated_with,0.064157665,-0.02039564,0.027216252,0.4585647,-0.2158273,-1.061307,1.2608969,-1.3139412,0.21502034,-0.8681767,1.4413024,-0.8610542,-1.0724192,-0.8330344,0.5055795,-0.17521146
interacts_with,1.0396248,-0.19130935,1.7083541,-0.29163894,-0.16885349,-1.3898944,-3.5168693,-1.9191208,-0.32035425,1.6018555,0.60906225,2.229752,2.4250774,1.2059307,1.370508,-2.050358
result_of,-0.12470389,0.14094418,-0.43360806,-0.27539048,0.40370688,-0.5428511,-0.88206965,0.22543705,-0.8922967,-0.097635046,-0.92334473,0.5184053,0.8483232,0.84246343,-0.03778466,0.96894443
complicates,-0.3337788,-0.12202745,-0.5201667,-1.0807252,0.54627824,-1.7314557,1.2911273,0.7355346,1.0856833,0.16695318,1.4939686,0.17301662,0.8149664,-2.598559,1.3837134,-0.09149071
occurs_in,0.008581531,-0.038007617,-0.6834078,0.6947814,0.15127236,-1.5879818,0.46111286,0.36017898,0.8860375,-0.6043335,-0.11776203,1.0354843,-1.8424487,-0.2781041,-1.3811727,-0.0718948
uses,-0.1933086,-0.30966437,-0.19298597,-0.40440518,0.71096385,0.16879496,-0.2453965,1.873076,-0.1623107,1.1629436,-1.5030832,-0.33802062,0.55341834,-0.6992195,-0.9530649,-1.1533282
produces,0.36478278,0.27147588,-0.13944349,1.9221892,-0.34756,-0.2833154,-0.78168213,0.16705635,-1.4297284,-2.2121394,-0.6238288,0.84938985,-0.14390108,0.30603465,1.116231,-0.89586484
degree_of,-0.09567326,0.32621053,-1.1431437,0.81627494,-0.53383493,-0.8119731,-0.5305604,1.2408468,-1.5344926,0.23082721,0.14236711,0.43504098,-0.1946599,1.3093898,-0.74982184,0.16586122
connected_to,0.59084207,-2.1692307,1.730723,0.10194404,-1.2319245,0.011269547,-1.2161622,-0.32281572,2.1928244,-1.1022877,-1.0023364,1.5143856,0.2729132,-0.08763106,-0.5804068,-0.100385666
process_of,-0.66922027,1.2130665,-0.32424137,0.2754124,0.49028525,0.36520126,-1.9818035,-1.7618911,0.765827,-0.5374553,-0.9027772,0.16890465,2.301278,0.96731305,0.81467414,-0.7547017
co-occurs_with,0.18277822,-0.041494038,0.22657168,0.5735234,0.031018645,-0.42857894,1.2940142,-1.1661612,1.2571849,0.27137974,-1.0156702,1.4748521,-1.3274843,-0.035006747,-0.40053603,-0.13958588
disrupts,0.36786962,0.074180394,1.268882,-0.50466084,1.3021309,-0.16273506,-0.6029661,-1.646127,-1.2399764,0.43882555,-2.2307718,-0.5301071,1.7352958,0.47171295,0.40422776,-0.76465523
issue_in,0.0061443206,-0.00453961,-0.011938785,0.46946153,-1.0565085,1.1472743,-0.13786519,-1.1033139,0.44831058,0.68341213,-1.5352637,1.226764,-0.64944,0.31460506,0.06175645,0.19080293
part_of,1.2051804,-1.9959561,1.0264735,-0.76697004,-0.9857406,-0.121335,-0.3659721,0.082745954,1.1450329,-0.48763204,1.7195538,-0.036042783,0.5575955,-0.4163584,-0.58199745,0.057978135
measures,0.26639286,-0.051420614,0.41626576,0.085950345,-0.7653657,0.13083029,-0.1523201,-1.444573,-0.47427636,1.3283364,0.8460638,-0.9815869,-0.89966905,0.7892471,-0.11958865,-1.3272657
prevents,-0.339312,0.19582573,-0.7296637,-0.5114635,-0.58999556,0.13762419,-0.48502842,0.64714545,-1.3038809,1.7196887,0.93139225,0.53169304,0.3493724,1.2798872,1.0625117,1.235595
causes,0.165263,0.4991819,-0.3778899,1.8081106,0.029029455,0.10307164,0.48774976,0.269734,-0.51293564,-1.749695,-0.013994483,-1.1579286,-0.50139314,0.63786477,-1.1477027,-0.48012197
indicates,0.14258324,-0.1625658,0.50144154,-0.3698986,0.81113416,-0.2612815,-0.85703415,0.09318404,0.501374,0.99546677,-0.2105708,-0.5295407,2.017691,1.2406528,-1.0314807,-2.1381676
treats,-0.23187259,-0.3333204,-0.33646932,-0.4963687,-1.1542244,-0.2495563,0.7077905,0.5661261,-0.10209873,1.255905,1.394467,1.1676669,0.40525243,-0.49837896,1.0968591,0.6157235
evaluation_of,0.15830411,-0.106161766,0.008609714,0.24341822,-0.19748564,-0.46027327,-1.8235767,-0.1071585,0.30474982,-0.014484003,0.24253216,0.7604196,-0.866631,0.9614952,-0.84790653,-0.09505416
diagnoses,-0.17254055,0.4404284,-1.5735871,1.1145256,-0.47026902,0.56563175,-1.8921219,-0.39857587,1.5442246,-0.12808812,0.42827058,-1.1520836,1.0318233,-0.12549748,0.026437469,0.20039612
exhibits,0.03583519,-0.06229797,0.18675438,0.0727073,0.13404705,-0.43715274,0.13893683,0.69232523,-1.5268362,0.49484292,-0.76883554,-0.25268006,0.5015714,-0.08536853,-0.23940645,0.63811386
