,0,1
location_of,8.408215,-0.4852303
manifestation_of,0.38905147,7.256975
isa,-5.423259,-4.477233
affects,-2.4328535,7.608548
associated_with,0.108263224,9.522072
interacts_with,8.42689,-1.6490067
result_of,-1.274304,-8.524687
complicates,-5.3533115,-3.3850675
occurs_in,4.371568,3.7309566
uses,-4.1485443,-2.6779068
produces,5.585631,2.3632288
degree_of,-4.2567415,1.0604701
connected_to,-4.2209525,0.11459047
process_of,6.6755033,-1.3039744
co-occurs_with,-0.21042986,5.49382
disrupts,-2.8781266,-7.1994166
issue_in,-2.6132505,5.401851
part_of,0.7055245,-9.804341
measures,3.7149956,5.02956
prevents,-2.3467247,3.0752285
causes,8.1621275,0.016724367
indicates,6.9732814,-1.0162399
treats,-2.2895684,-3.4137716
evaluation_of,1.504756,-7.8754106
diagnoses,-3.1261961,-2.5345895
exhibits,-1.67823,-4.1100993
ingredient_of,-4.3730874,-1.6374
property_of,2.9108088,-5.1349926
manages,0.48470566,3.042502
assesses_effect_of,-3.0124476,-1.3071145
method_of,7.097256,-1.6685994
measurement_of,3.6645887,3.822104
precedes,1.7232146,6.4008336
consists_of,-1.6643697,-3.9055142
performs,-6.9636426,2.6528196
conceptual_part_of,-0.083741926,-5.57693
analyzes,4.1428995,0.20146531
carries_out,4.989326,-0.0077840406
developmental_form_of,2.5042033,-3.6528916
contains,-7.1981106,-2.4826317
adjacent_to,-6.9299493,-0.46916056
interconnects,-6.808101,-0.21142685
conceptually_related_to,-4.468074,2.0682373
surrounds,-2.3154259,-2.5600388
derivative_of,-1.2063177,-0.6442812
practices,-2.8933496,-0.77509934
