,0,1
location_of,0.48638043,-0.91160434
manifestation_of,-0.540115,4.4596295
isa,-0.27047065,1.03914
affects,1.5344274,-2.2826884
associated_with,-1.5973417,6.0994596
interacts_with,-0.1950791,0.63044363
result_of,-3.1723053,8.445912
complicates,1.0261834,-1.1641115
occurs_in,-2.900206,4.632124
uses,0.5920439,-1.2249538
produces,0.21324511,0.3877469
degree_of,-0.40810335,3.8583152
connected_to,-0.26921955,1.6393088
process_of,1.7649318,-0.25577044
co-occurs_with,-1.2409728,4.936288
disrupts,0.01722896,0.58984256
issue_in,1.4185295,-1.5336664
part_of,-0.014306563,0.30471212
measures,3.076028,-1.9810373
prevents,0.23310569,0.08992571
causes,1.4893419,-2.6189966
indicates,0.22017354,1.9064852
treats,-0.6394131,2.294065
evaluation_of,-0.95912814,4.908485
diagnoses,0.09938855,2.747673
exhibits,1.3448452,-1.1383995
ingredient_of,0.4035611,0.8752591
property_of,1.9432034,-2.2447295
manages,0.23531437,-0.008087207
assesses_effect_of,3.4853692,-2.8191948
method_of,-1.5929893,3.0767004
measurement_of,2.4280107,-2.0840695
precedes,-0.109756105,3.0488534
consists_of,-0.6139172,1.374297
performs,-1.4936768,2.9208734
conceptual_part_of,0.6228735,0.12424388
analyzes,3.25737,-3.243886
carries_out,1.5271194,-3.196626
developmental_form_of,-0.3246995,1.5377754
contains,-0.6245789,1.2434963
adjacent_to,-0.6433936,1.5786113
interconnects,-0.107159436,1.1797786
conceptually_related_to,0.2615724,1.2086792
surrounds,-0.6066016,1.2600553
derivative_of,-0.58482033,1.1471658
practices,-1.2985711,1.7733448
