,0,1,2,3
location_of,-1.3534423,2.0061648,1.342477,-1.8758937
manifestation_of,-2.0207472,3.2962453,1.6840183,-3.3584003
isa,0.37055007,-0.3493751,0.18027094,0.6595077
affects,0.7251367,0.61660963,-0.36941636,0.6586821
associated_with,-1.2348242,0.3838309,-0.058774944,0.28104454
interacts_with,-0.34447727,-0.24657527,0.6067718,2.2429662
result_of,0.877308,-0.6236338,0.36679822,-0.40816417
complicates,-2.1456137,2.2135108,2.7485611,-0.08982362
occurs_in,-1.606497,2.402336,0.18883267,0.08169737
uses,1.2049495,-0.9542616,0.72947574,-1.6229088
produces,0.94478905,0.42044416,-1.3181839,-0.23767853
degree_of,-1.8947968,3.1829677,1.1774341,-2.6702461
connected_to,-1.1810263,0.45035166,-0.3781431,2.5049212
process_of,0.82704204,-0.1565255,0.83567244,-1.0543838
co-occurs_with,0.67483145,0.5815475,0.011981272,-0.96902704
disrupts,-2.1291358,0.5375591,1.8574904,1.1745061
issue_in,-1.4054586,3.2794483,0.58835506,-2.7884989
part_of,-0.98357326,0.18047571,1.1262542,0.45684573
measures,0.48223433,0.9776876,-2.7173083,-3.1366377
prevents,-2.056614,1.8349669,1.0030546,1.7682698
causes,0.90858805,0.032547545,0.3491405,0.72303337
indicates,-1.2473242,-1.2823344,0.60689217,-1.6277587
treats,-1.5884222,-0.06652747,0.6481234,-0.0017089853
evaluation_of,-1.8993068,2.1272945,2.0756183,-2.8605456
diagnoses,-0.7459431,-0.5782104,-1.8582104,-0.7522927
exhibits,0.53337175,-1.511781,1.1408713,0.63347197
ingredient_of,0.07623376,-1.099464,0.8359934,2.0796459
property_of,0.22398704,1.6875356,-1.6988971,-0.7919893
manages,0.43911847,0.03619244,0.47661647,-0.44314933
assesses_effect_of,-0.1372601,2.4085798,-1.1586907,-5.5492897
method_of,0.86014515,-1.177161,-1.6111934,2.3285325
measurement_of,1.1653422,-2.183467,-0.39692155,0.48354065
precedes,1.0936663,-0.35000476,-0.23862241,0.0656969
consists_of,-0.7812487,0.12384343,1.6326649,1.2378532
performs,0.6263028,0.44276834,0.6845823,-1.6984847
conceptual_part_of,0.29694253,1.0777562,-0.78033954,0.013226775
analyzes,-0.26897407,2.8392165,-1.052711,-5.462815
carries_out,-0.6164388,-0.1445212,1.6242129,-0.49599478
developmental_form_of,-0.9912067,0.6104319,0.7207086,1.1761094
contains,0.2416876,0.22342129,0.73688287,-1.4550769
adjacent_to,-1.2569371,1.7427965,0.17415741,0.43473348
interconnects,-1.1127746,0.06026204,1.919704,0.820354
conceptually_related_to,0.8627583,-0.8483311,0.19746125,0.5081657
surrounds,0.042308927,0.91909236,-1.3022399,1.2305691
derivative_of,0.85074687,0.60353094,-1.073968,-0.6150641
practices,-0.60578996,0.5674914,1.3482205,-1.4366366
