,0,1,2,3
acquired_abnormality,1.6679412,-0.85602087,-0.54004395,0.48187494
anatomical_abnormality,1.5096484,-1.0577079,-0.37137783,0.50221217
alga,2.3299441,-0.97676975,-5.733627,3.1717951
mental_or_behavioral_dysfunction,1.6857264,-0.6826957,-0.29277807,0.48469034
health_care_activity,0.6716632,-3.9435284,0.16909198,3.1727884
population_group,1.3688827,-2.272537,-1.9690695,0.6151407
clinical_attribute,1.4248397,0.01513204,-1.4671671,-0.09391265
body_part_organ_or_organ_component,1.5564672,-3.4088004,-2.5504904,1.8952348
biologically_active_substance,-1.0528998,-0.18108986,1.4247903,0.39191383
disease_or_syndrome,1.5275137,-0.833583,-0.24535565,0.5032877
carbohydrate,-1.3440971,0.39405078,0.051701166,1.7268844
molecular_sequence,0.66813725,-0.8125865,-4.0717597,1.7561228
steroid,-1.4738662,-0.029862607,0.16561449,1.7839072
experimental_model_of_disease,1.5727638,-0.79831237,-0.3987966,0.4110241
patient_or_disabled_group,0.83998585,-0.12031475,-4.6475186,1.2165887
professional_or_occupational_group,0.38795936,-0.23056956,-1.6814405,-0.7834099
nucleic_acid_nucleoside_or_nucleotide,-1.4923503,0.2762119,0.1039238,1.8775743
organism_function,1.0779871,1.152633,-1.7337714,0.6326231
mental_process,0.68789625,1.0194184,-1.1388556,0.44764614
therapeutic_or_preventive_procedure,0.08616984,-2.0448167,0.9493069,1.0432701
cell_function,1.3297949,1.0253898,-2.2752664,0.9328881
pathologic_function,1.6435854,-0.8233302,-0.32287294,0.56604004
organ_or_tissue_function,1.6368703,0.37780824,-1.8059338,0.9126104
enzyme,-0.70563877,-0.07775369,1.4400195,0.3934661
cell,2.341714,-4.249887,-4.298807,2.285119
cell_component,1.8261098,-5.3404474,-2.0045905,4.454543
cell_or_molecular_dysfunction,1.6978195,-0.8889426,-0.22276358,0.63087785
hormone,-0.92084134,-0.14315397,1.5894418,0.4380287
organic_chemical,-1.2903883,0.16170926,0.11543742,1.9001976
behavior,0.6337026,-0.6009219,-1.2737567,-0.011849563
neuroreactive_substance_or_biogenic_amine,-0.81924576,-0.052639343,1.430569,0.49199507
embryonic_structure,2.118548,-4.3488483,-3.851856,3.0824218
neoplastic_process,1.7044021,-0.7350557,-0.46945578,0.48303264
laboratory_procedure,-0.84840643,-0.2338256,1.0712646,0.09827983
natural_phenomenon_or_process,1.1862797,1.2462093,-2.9447072,1.0694499
immunologic_factor,-0.7637669,0.18525262,1.4545715,0.28173727
receptor,-1.1105756,-0.1722375,1.5054325,0.4030364
self_help_or_relief_organization,-0.54930633,0.4864694,-3.3803117,0.2543905
pharmacologic_substance,-1.4545362,-0.3625958,2.062213,0.551381
molecular_function,1.7085236,0.7014677,-2.6225002,1.4547043
regulation_or_law,-0.44103277,-0.6834567,-2.2351499,0.95781595
human,1.7581303,0.9608769,-4.6262016,0.48551565
eicosanoid,-1.5109755,0.42120844,0.08947967,1.6228253
amino_acid_peptide_or_protein,-1.4331313,-0.057662107,-0.21366063,1.9163961
group_attribute,0.4950788,0.1873081,-4.141091,0.826117
organism_attribute,1.5851438,-0.2429141,-1.6352564,-0.15486504
finding,1.4888532,-3.6143377,-1.7967527,0.7881414
congenital_abnormality,1.6124232,-1.0915347,-0.5739994,0.53307444
anatomical_structure,1.8897308,-3.8404565,-2.8731291,1.6565857
molecular_biology_research_technique,-0.228184,-1.5947118,-0.53767365,-0.24869587
diagnostic_procedure,-0.92214024,-0.06371757,1.1436607,-0.18877074
biologic_function,1.3174962,1.0484045,-2.1430295,1.091894
tissue,2.1931643,-3.6042404,-3.2573776,1.6997389
hazardous_or_poisonous_substance,-1.5180986,-0.09164983,1.9307972,0.57841617
chemical_viewed_functionally,-1.7754672,0.36540818,0.3767529,1.6124681
reptile,1.9396868,0.17589629,-4.913129,1.3469923
family_group,1.2584085,0.04289719,-5.230735,1.6501908
virus,2.4458783,-1.5563271,-4.9635496,3.677721
indicator_reagent_or_diagnostic_aid,-1.5594441,0.52149224,0.37972534,1.5360119
sign_or_symptom,1.6311752,-1.6905465,-2.335096,-0.7106796
antibiotic,-1.5427577,-0.27361506,1.8938205,0.49673223
chemical_viewed_structurally,-1.657798,0.28086382,0.25913373,1.8255373
body_space_or_junction,1.4305589,-2.009513,-2.8359911,0.8797362
amphibian,2.0810807,0.19084531,-4.641726,1.5096337
health_care_related_organization,-0.7093515,0.3381154,-3.2013369,0.33190402
