,0,1,2,3
location_of,-1.2087474,-0.056784917,-0.8945201,-0.45743605
manifestation_of,-0.49178568,-0.73927176,-0.79517937,-0.92068696
isa,0.7581465,0.062072333,-0.24223615,0.039447352
affects,0.10611329,-0.7806439,-0.1948103,0.46621358
associated_with,-0.33746716,0.7548444,0.44481233,1.0226176
interacts_with,0.24160235,0.35964954,0.22257145,-0.1642541
result_of,0.27771246,-0.34938347,-0.06044198,0.75966996
complicates,-0.054590628,-0.3475173,0.054327235,0.78402853
occurs_in,1.0982703,-0.5764741,-0.48510414,1.2295148
uses,0.5168708,-0.40345532,1.358435,1.117183
produces,0.0018999241,-0.54291755,-0.34367484,-0.35584146
degree_of,-0.6116769,0.34520283,0.58240694,3.0094776
connected_to,-1.2022773,-3.2058516,-2.1517467,-1.7932947
process_of,-0.2067142,-0.36828458,0.44990695,-0.10709704
co-occurs_with,-0.22210035,-0.16670842,-0.84973204,-0.023208654
disrupts,-0.23715289,-1.552971,-0.9340149,-0.65912855
issue_in,-0.8581252,1.3868847,0.35144278,0.1247706
part_of,0.30526608,-1.000908,-0.23956253,-0.8697234
measures,0.58719724,-0.1209663,-0.0721067,-1.5594053
prevents,-0.9218762,-1.9475173,1.772948,-1.6613004
causes,-0.0712197,0.22567591,-0.721994,0.1912561
indicates,0.93644506,-1.5693468,-3.1294706,-1.3928841
treats,-1.6914384,0.58816946,0.55047345,1.1136111
evaluation_of,-0.60290915,-1.0876442,0.5270589,1.012582
diagnoses,0.2606913,0.5840268,-2.1232688,0.98474103
exhibits,1.6497514,-1.6127049,0.6726997,-2.144617
ingredient_of,-1.1234194,-0.4393097,-1.854557,1.3711904
property_of,-1.6413008,-1.380749,0.112792514,-0.06665245
manages,0.29922265,1.1844966,0.0786938,0.9312496
assesses_effect_of,-2.1640573,0.010560079,1.0639651,-0.027626956
method_of,0.2375086,1.5270054,0.8164244,-1.3304497
measurement_of,0.0670933,0.3780215,-0.2348389,-0.36399627
precedes,-1.1387678,1.588678,-1.4773322,-0.6916314
consists_of,1.4219788,1.7150694,-0.2435507,-0.15786417
performs,0.21495701,-1.4338802,1.0126143,-1.5333792
conceptual_part_of,2.3635879,0.68263817,-1.9902651,2.884094
analyzes,-0.8604757,0.06540143,-0.6574827,0.14264819
carries_out,1.9054934,-0.8457208,0.17696914,-0.64041364
developmental_form_of,-0.062396754,-1.6790912,-2.8859425,-0.066958494
contains,-1.8030876,-0.8520592,-1.1359607,1.2298528
adjacent_to,-2.1587653,-0.528463,-2.0784898,0.48500478
interconnects,-6.238866,2.0316546,-1.2725253,3.7938294
conceptually_related_to,0.35845262,5.4382563,0.8805071,1.1000072
surrounds,1.0704691,1.5229782,-2.045278,2.0283237
derivative_of,-2.7328818,2.6575317,1.0289313,-3.3477802
practices,0.4003284,1.4650058,1.2907331,-0.6747475
