,EpochLoss
0,1.800508161385854
1,0.6430960098902384
2,0.30477843930323917
3,0.1353735327720642
4,0.048240371979773045
5,0.015319235002001127
6,0.004735410194067906
7,0.0020020899828523397
8,0.0009359831189309867
9,0.0005923901141310731
10,0.00033239322510780767
11,0.0002650941169122234
12,0.000223699098569341
13,0.00018435194215271622
14,0.00015334663597362427
15,0.0001453019964780348
16,0.00012706286239942224
17,0.0001273108161209772
18,0.00011323445990759258
19,0.00011381983616350529
20,0.00010055532402475365
21,9.42055606477273e-05
22,9.07008652575314e-05
23,9.477786685844573e-05
24,8.397451529162936e-05
25,8.547112399052519e-05
26,7.487695438612718e-05
27,7.802074590775494e-05
28,6.65324084062983e-05
29,6.800842917679499e-05
30,6.800725168432109e-05
31,6.498361593306375e-05
32,6.118663077359088e-05
33,5.509387786635974e-05
34,5.9266380655268826e-05
35,5.008539998622533e-05
36,5.134791414699672e-05
37,4.908603477815632e-05
38,4.525648637354607e-05
39,4.535658020661989e-05
40,4.307071018653611e-05
41,4.579405140248127e-05
42,4.392767732497305e-05
43,4.1412756521215975e-05
44,4.395115077689601e-05
45,3.9845341234467924e-05
46,3.687871928074552e-05
47,3.813107711418221e-05
48,4.290722184426462e-05
49,3.993574015718574e-05
50,3.0668640192743624e-05
51,3.696405353063407e-05
52,3.6161459017118126e-05
53,2.9871568585804198e-05
54,3.085276027074239e-05
55,3.0003662686794996e-05
56,3.0674141877777096e-05
57,2.6893675567407627e-05
58,2.850427275310115e-05
59,2.4716925205818068e-05
60,2.7947986685224652e-05
61,2.6082506944173172e-05
62,2.556930606563886e-05
63,2.2847014558161998e-05
64,2.303339563998937e-05
65,2.3041625657545712e-05
66,2.4591837548844826e-05
67,2.383734954491956e-05
68,2.0424757167347707e-05
69,2.1343063963286113e-05
70,2.204507351658928e-05
71,2.06461093815354e-05
72,2.0205011727133144e-05
73,2.016849975916557e-05
74,1.8955399658201106e-05
75,2.0037014413295157e-05
76,1.845337374106748e-05
77,2.156178106815787e-05
78,1.7366639288714698e-05
79,1.6990427411656128e-05
80,1.6107268341632636e-05
81,1.7108925021602772e-05
82,1.7100313319436584e-05
83,1.5594977564129902e-05
84,1.6979389480790513e-05
85,1.553066416211853e-05
86,1.721178917553819e-05
87,1.5574620041055216e-05
88,1.4849570106889587e-05
89,1.5628688136833564e-05
90,1.4260798858837612e-05
91,1.4194351024343632e-05
92,1.501405737750853e-05
93,1.3837508655948719e-05
94,1.3429749894082002e-05
95,1.3084214363819532e-05
