,EpochLoss
0,2.122892737388611
1,1.408129334449768
2,1.0207558870315552
3,0.8289107978343964
4,0.7301500141620636
5,0.6576024889945984
6,0.5576807856559753
7,0.4147094488143921
8,0.27613565325737
9,0.21700432151556015
10,0.22538858652114868
11,0.24434295296669006
12,0.22793228924274445
13,0.19960356503725052
14,0.17995309084653854
15,0.17583928257226944
16,0.178032748401165
17,0.17242787033319473
18,0.15923692286014557
19,0.14746306836605072
20,0.139281265437603
21,0.1360495164990425
22,0.13401834666728973
23,0.12646491080522537
24,0.11978001147508621
25,0.11512909457087517
26,0.11173886805772781
27,0.1068279929459095
28,0.10285720601677895
29,0.09828389436006546
30,0.09462956711649895
31,0.09112591296434402
32,0.08743414655327797
33,0.08455605059862137
34,0.08100711181759834
35,0.07830800116062164
36,0.07525480538606644
37,0.0727616623044014
38,0.0711134634912014
39,0.06928516924381256
40,0.06743413954973221
41,0.06605706363916397
42,0.0631795171648264
43,0.06313153356313705
44,0.06114861182868481
45,0.059668317437171936
46,0.05776367895305157
47,0.05739647522568703
48,0.0558970645070076
49,0.05471555329859257
50,0.05410649999976158
51,0.0527788270264864
52,0.05275334045290947
53,0.05337357148528099
54,0.051694102585315704
55,0.049549901857972145
56,0.05032580532133579
57,0.04964473843574524
58,0.04837588965892792
59,0.04742603749036789
60,0.04731137119233608
61,0.04699688032269478
62,0.04684283211827278
63,0.04661456495523453
64,0.04588579572737217
65,0.046008650213479996
66,0.0447330716997385
67,0.04486730508506298
68,0.045134538784623146
69,0.043683577328920364
70,0.043589016422629356
71,0.042965199798345566
72,0.04370735585689545
73,0.042412394657731056
74,0.04308474808931351
75,0.04293789155781269
76,0.04208262637257576
77,0.04190579988062382
78,0.04175863228738308
79,0.04121960513293743
80,0.04029330052435398
81,0.04114438407123089
82,0.04013275168836117
83,0.03978066146373749
84,0.03983583115041256
85,0.04003364220261574
86,0.03887324966490269
87,0.03971582092344761
88,0.03905830159783363
89,0.03884873911738396
90,0.04003278166055679
91,0.038852348923683167
92,0.03844551183283329
93,0.038133654743433
94,0.038503989577293396
95,0.03877721354365349
96,0.03783893585205078
97,0.03775406815111637
98,0.03780941292643547
99,0.038548823446035385
