,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
location_of,0.29229006,1.1356974,0.9845195,-0.51155704,0.060315784,0.108839065,0.7147605,-1.0552659,0.37457567,-0.7906134,-0.05643976,0.76709473,1.183292,-0.4330399,-0.15597175,1.2005973
manifestation_of,-0.44738287,1.6373063,0.94519883,1.3851087,2.3466134,0.7719803,-0.8928853,-0.4119228,0.38481972,0.55882114,1.3494822,1.7998569,-0.041608177,-0.18857329,-3.125067,-2.4651296
isa,0.2584976,0.16344278,0.076743126,-0.025359632,1.1660299,-0.12356365,1.5082408,-0.5244494,0.52179533,0.5157946,-0.6262724,0.16943207,-1.0534997,0.70491993,-0.504121,-0.5206923
affects,-0.9208382,2.2120502,-0.11265183,0.48228619,1.343492,0.1861133,-0.74433416,-0.2656857,-0.49176782,-0.43885285,1.7663255,-1.0840181,0.52946824,1.2330353,-0.6016887,-0.029292531
associated_with,0.2066039,1.4610583,-0.07650002,1.2371035,1.3754869,-1.7489586,1.6505007,-0.5204713,-0.3952002,0.48643473,1.6032683,-0.26477617,-1.5438161,-0.14911695,0.23178378,1.3454657
interacts_with,0.32684675,-0.20626788,-0.0617737,0.4228216,0.93210196,0.46974635,-0.22859886,0.59528977,-0.271694,0.64657164,-0.76005256,0.2787052,-0.14945154,-1.4153306,0.6859351,-0.48752505
result_of,0.14302066,1.7564833,0.103918456,0.9121318,0.66902494,0.66482824,-1.8146939,0.94175243,1.3072591,-0.58982855,-0.30073446,-0.35567325,-0.91996443,0.07139305,-2.291211,-1.2884644
complicates,-0.39878404,-0.30130893,0.65832853,0.95790416,1.804538,0.045722857,-0.31829497,0.12251481,0.90229124,0.2573461,1.6507317,0.35799155,-0.24118088,-0.52195984,-0.77316797,-1.149103
occurs_in,0.3201207,1.6410382,-0.56512636,0.27406698,2.0691934,-1.8893412,1.6140126,0.58646375,-0.716455,-2.0343466,3.2318308,0.5283183,-2.0684094,-0.5588431,-3.6052034,2.1684215
uses,0.8069915,-0.056854073,-0.006336083,-0.07848122,0.7322356,-0.24112737,-0.29233915,1.250743,0.63762534,-0.595923,0.2170598,0.26595378,-0.011681495,-0.5167949,-0.71640134,-0.049124192
produces,-0.09396471,0.014504937,0.15318026,0.17425777,0.002698007,-0.3178764,-0.17538089,1.1074815,0.15777619,-0.454577,0.2357856,0.012135079,-0.48998436,0.24632144,0.0539326,0.067656666
degree_of,0.28653148,1.711441,-0.73426855,2.0147464,1.6531088,-0.43569946,-1.0229089,-1.2362565,-0.88244617,1.1491022,2.185065,0.45622244,-1.4625279,-0.07581302,-1.6514003,0.63616073
connected_to,0.7244879,0.16448927,0.5963689,-0.6904935,0.47335225,0.44375756,-0.40410852,-0.28428414,2.022045,-0.18382065,-0.6321247,-0.8746899,0.9988507,2.4453728,0.1004243,-1.2026169
process_of,-0.61876595,2.4175038,0.5799711,0.26872733,1.6533158,1.398578,-1.7055722,-2.170453,-0.83548564,-0.88438237,2.354577,-1.542216,0.7956602,1.6582395,-0.3426818,-0.6975208
co-occurs_with,0.5239923,0.11865206,1.1860635,2.053432,0.31400576,-0.2110555,0.07817776,-0.1875102,1.3215655,1.4727145,1.2352109,0.30556107,-0.7697581,0.18921551,-1.5916681,-2.8822646
disrupts,-0.91592515,0.45062673,1.62478,0.3080115,0.21515302,1.659496,0.8653954,-0.48183462,-0.5375702,0.439202,-0.41491723,2.1021943,1.7391374,-0.54867816,-0.73512596,-1.2092394
issue_in,0.30551985,0.050685376,0.3363044,-0.09990307,0.20086978,0.10582549,0.16736326,-0.2516864,0.09650945,0.17634848,0.19575791,-0.02897132,-0.026464442,-0.24906918,0.20921315,0.26211217
part_of,0.8140782,-0.22872873,1.1179419,0.17786948,0.894122,1.2315409,0.04381174,-0.24004729,0.055813964,-0.09826492,0.8624058,1.6390177,-1.5923654,-0.5662671,0.13164048,-0.08675952
measures,0.34083018,-0.018216107,-1.2817163,2.0586536,1.0860066,1.5451828,-0.104905896,-0.5254982,-2.1381674,0.73017675,0.8331846,0.10412406,0.34660193,0.5290034,-0.02460532,0.37027264
prevents,-0.23565793,0.29048502,-0.02243022,0.5373039,0.85105246,-0.6956461,0.27408412,-0.53055966,-0.10996266,0.78204876,2.7467074,0.58088374,-1.2410772,-0.46666715,-2.0065143,-0.98488873
causes,-0.51589894,1.081151,-0.18643786,1.0166603,-0.13817778,-0.75008875,-0.19640203,0.06478004,0.47687373,-0.49826366,0.4555453,0.3316822,-0.7048419,-0.12872346,-0.12940627,-0.49784863
indicates,0.39787304,-0.30545786,0.23723415,0.7823653,1.3980398,-0.25660178,0.040812444,-1.275641,1.2169689,1.1991554,2.3116157,0.7313032,-0.7273578,0.56520194,0.5946705,-0.37824765
treats,0.09491614,-0.39029005,0.15978089,0.9443509,0.35371512,-0.7326911,-0.4408974,0.10702615,0.94714844,1.496289,1.5913596,0.10445761,-1.4670261,-0.78484106,-0.55416685,0.4874828
evaluation_of,0.697532,0.29496443,0.07889984,0.4605937,0.22382319,-0.1682046,-0.36770478,0.47099224,-0.049131818,1.0200979,0.6498923,0.31143618,0.8097053,0.19420335,-0.15131682,0.63427716
diagnoses,-0.43334875,1.6986393,0.48399487,0.7547406,-0.46823198,-0.4093702,-0.0048309444,-0.17289582,0.74956095,-0.8867637,0.9028907,-0.83718026,-0.10940227,0.15273511,0.13890527,0.23688963
exhibits,0.038448874,-0.39491758,0.05998729,0.22433034,-0.33128765,0.37095216,0.7220226,1.1079468,-1.0423506,0.6432822,-0.567678,-0.6110051,-1.7600839,0.5470798,1.8002601,-0.02203349
ingredient_of,-0.054949217,1.4683236,-0.083111934,-1.7597508,1.2508628,-0.7479814,0.72330177,-1.1557143,-1.0528493,1.3223635,0.2209507,0.54975456,0.88657,0.06046321,-1.7659045,-0.12575555
property_of,0.14154574,1.202909,2.0803308,-0.01753082,-0.13188823,-0.77183473,-1.066308,-0.46685055,-0.16190189,-1.4358091,1.5905777,-0.0010330494,0.17703092,0.40912226,1.5003805,-0.96330243
manages,0.6335326,0.27170354,0.34504145,0.0030953467,-0.89772105,1.2340124,-1.0865006,-0.7056418,1.7267879,1.7249752,-1.0255495,-1.3792686,-0.35213193,0.9492766,-2.2174952,1.2181064
assesses_effect_of,0.48578963,-0.32200035,-0.3508575,2.0099885,2.0036802,1.2666447,-0.82138675,-0.252491,-1.1500573,-0.37774125,0.36876994,-0.6523634,1.2895894,1.2186617,-0.9093599,0.36286873
method_of,0.64069915,0.2559316,2.0775032,0.3134026,-0.5580411,-1.4008458,-0.9491772,-0.4107663,1.9188517,-0.8941059,0.5707027,1.6725997,-0.82687914,0.11999984,0.027567519,1.8684615
measurement_of,1.097394,0.16430625,-0.5321459,1.0576682,0.957167,-0.054178778,0.14009807,0.0080681285,-1.1833324,-0.39637774,0.399116,0.49104953,-0.4647754,0.33483627,-0.82835776,-0.73790634
precedes,0.6108763,0.99826527,1.2689551,0.72918516,1.4835374,1.2149062,-1.1644877,-0.14427875,0.15400127,0.008813005,2.3902385,1.6582978,-1.5616901,0.76069397,-3.6221936,-2.1266344
consists_of,1.0074507,0.17213829,-1.0405666,0.27826637,0.0604854,-0.1482279,1.2755469,0.7866404,-0.12350708,-0.12879683,0.63986325,-0.9893601,0.644932,0.70310813,-0.90609187,0.36178118
performs,-0.2732175,2.201204,-1.0892062,0.9039293,-0.9323621,0.85011786,1.0198143,-0.24034567,-0.6540141,0.32766303,0.03223407,0.55300623,-1.5692441,-0.61968184,1.0037575,1.3702488
conceptual_part_of,0.58046037,0.29965922,0.56389624,-0.092413165,0.095717825,-0.5710341,-0.19489782,0.18147027,-0.8151321,2.6898274,0.24911517,-1.2959584,-1.0748955,-0.6917588,1.8655697,0.3001019
analyzes,1.0928386,-0.8706696,0.63749933,1.0314431,1.8574413,1.1333941,-1.0280437,-0.91232216,-1.7424749,0.108304374,-0.58691955,0.7458854,0.22287495,-0.03097963,-0.90856856,0.1439427
carries_out,0.3763144,1.4440686,-0.25936645,0.14019747,0.07668895,0.752804,0.12437226,-0.6109237,-0.85462135,-0.514463,-0.15065946,-0.014217646,-0.8791777,-1.0378649,1.7680986,1.0695826
developmental_form_of,0.76028425,0.12254764,-1.2111152,-1.1666793,1.617022,0.30283183,0.23338008,-0.5696055,0.3828092,-0.62675077,-0.21517867,-1.5440409,0.1416119,0.89280605,0.08549834,-0.14418426
contains,0.70705223,0.89162517,0.46787676,-1.750825,0.43563783,-0.3748597,0.8866719,0.19474334,0.85993207,0.68317413,0.81628263,-1.20582,0.7102363,1.2803413,0.5366856,-0.89220417
adjacent_to,0.9518661,-0.46616533,-0.831342,0.8760373,1.6289095,0.62671876,-0.44479278,0.7190533,0.16437484,-0.19287431,-0.7889805,-1.3597177,0.2766758,1.8989882,-0.2710203,0.7990165
interconnects,0.8980644,0.59515303,-0.39434132,0.5307891,0.028164197,-0.24975888,-0.11094658,-0.38687482,0.07648053,0.7600806,-0.62221324,-0.93372416,0.76502126,1.0722038,0.71470046,0.4562106
conceptually_related_to,-0.3897863,0.8772064,0.83745277,-0.18930225,-0.97445816,-0.63859564,0.9208481,1.2627759,0.027006084,1.8365473,1.6763713,0.5060126,1.355054,-0.5236851,0.08448404,-0.61364156
surrounds,0.37538165,0.64031416,0.2809126,-0.35240436,1.0697042,0.18693958,0.92001706,-0.5117708,1.2600284,0.05495295,-0.36161527,-1.5591037,0.4071083,1.7190336,-0.68802863,1.2120504
derivative_of,-0.20992775,0.12653112,1.2613654,0.44813824,0.5637048,-0.14945576,0.9809221,1.5324471,1.0443128,0.431462,1.1589776,1.9769334,-0.7513048,0.54966116,0.4426751,0.7998365
practices,1.2847137,-0.1949658,-0.38252112,-0.8831689,0.19779162,2.4810162,1.5823728,0.80418897,-0.974769,0.08424221,1.6114036,0.9825208,-1.1566093,-2.3833752,-0.84258944,0.05248124
