,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
location_of,0.13166782,1.1965896,-0.50861895,-0.563567,-0.03297043,0.29267654,-0.4471566,-2.5854723,0.7169139,0.2930473,-0.0873763,-0.3322159,1.067182,2.5587225,-0.6810697,-0.26836848
manifestation_of,-0.55215216,1.6553725,-0.5431323,-0.8120799,-0.13801843,-0.4791643,-0.98370874,-1.2799315,0.07881393,1.0523572,0.07634555,1.7874043,0.40554905,0.28300577,-1.181721,1.0227975
isa,-0.462745,-0.06866923,-0.30922705,-0.296011,0.84634435,-0.07663033,1.6976125,0.48665807,0.23896745,0.41282523,-0.7198194,-0.27634066,-1.481774,1.4143533,0.120243736,0.6501021
affects,-0.80025285,1.6336849,0.46170998,0.8442912,0.74455655,-1.3979467,-2.0616307,-0.6896582,-1.3266835,-0.8638637,0.8565306,-0.26833686,1.7823938,1.190681,0.023478381,-0.6660663
associated_with,-0.20257697,0.34030533,-0.31910983,0.35925213,0.014440262,-0.32206866,2.3110096,-0.23458363,1.094921,-0.37483424,1.261721,-1.5755094,-1.3732946,-0.29239267,1.5008656,0.5082589
interacts_with,0.35493857,0.8266901,-0.10481047,-0.49730226,0.036084387,-0.8474548,-3.4906526,-0.75437784,0.8261163,2.276851,-0.890022,-0.6300295,-0.39283037,0.7872752,3.0666072,-0.1584592
result_of,-0.44960046,1.2448401,-0.5924041,-0.47831944,0.5546405,-0.16194347,-0.38261384,0.83073753,-0.5251622,-0.067116015,-1.1385456,-0.07082773,0.31498325,0.78516525,0.07202742,0.6835802
complicates,-0.6281891,-1.350398,-0.16813125,-0.32764357,1.220732,-1.6764823,0.93111277,0.15567346,0.32370687,-0.046332512,1.8694419,0.52038646,0.76535255,-2.7409313,1.0709438,-0.07681957
occurs_in,-0.3332444,0.122872874,-0.18877244,1.2412659,0.21558364,-1.4184006,0.9943716,1.1985282,1.4125725,-0.7050376,-0.87081915,0.54059714,-1.3588437,0.8820729,-0.5436214,-0.14340751
uses,0.56911266,-0.84289294,-0.10388816,-0.029376995,0.49795336,-0.5399402,-0.58861023,1.9938965,0.36166543,1.4756112,-1.9502312,-1.1789858,0.29598302,-0.2450888,-0.12487341,-0.4648277
produces,-0.487823,0.7317038,0.67951566,1.4502907,-1.2039868,-0.7686298,-0.8420708,0.5486911,-0.90009385,-1.3797542,0.6206601,1.7355137,-0.13933602,0.029623628,1.0140537,-0.4577231
degree_of,0.1861239,0.50273174,-1.5591612,0.81153935,-0.25331286,-0.61098814,-0.5849901,1.2589086,-1.3195748,0.2979646,-0.08459091,-0.13522488,-0.48985276,1.6239684,-0.12961166,0.41528326
connected_to,0.5791258,-0.46321553,0.1679999,-0.5281672,-0.9044594,0.8389914,-0.63315344,-0.14198457,1.507904,-1.9944602,-2.101119,1.107527,1.2223295,1.076859,-0.1394383,-0.90367365
process_of,-0.9841614,0.34255025,0.133004,0.04777913,0.5050945,0.6495811,-1.3333496,-1.6054686,0.68437356,-0.50202173,-0.61343175,0.85245854,2.1206489,0.4772781,0.6712984,-0.22432776
co-occurs_with,0.84459466,-0.6263249,-0.31922856,-0.3105024,-0.91576403,-0.94206613,1.564128,-0.5047736,1.7215118,-0.09157149,-2.027016,0.65702707,-1.0665535,0.8172169,0.35594958,-0.1460535
disrupts,-0.4630341,0.8821084,1.1021843,-2.1832128,0.15347299,0.0051514427,-0.017157579,-1.282234,-0.90222543,1.1059606,-1.0675795,0.58972275,1.7638675,-0.3926758,-0.04604203,-0.5477458
issue_in,0.21633115,-0.099747464,0.14090317,0.047884498,-1.4217427,0.9582922,-0.3548902,-1.4815607,0.52022165,1.2673726,-0.5319514,1.7681885,-1.1034373,-0.6319245,0.07329054,1.1972497
part_of,1.2110058,0.541076,0.26933813,-0.96039736,-0.643669,0.44189325,-0.16922773,0.19485036,1.1537197,-0.78486836,1.0918126,-0.89769584,-0.40253156,-1.2530973,-0.83055884,0.4454969
measures,-0.6085045,0.04509673,0.72335833,1.1896377,0.28037843,0.8881173,-0.39216235,-2.056777,-1.4115593,0.7568301,1.2389674,0.27252337,0.43364877,1.3231568,-0.17001858,-2.032944
prevents,-0.3412083,-0.5747707,-0.59243095,0.27422392,0.39256176,1.0265365,-0.13201937,0.071067825,-2.4257486,0.8356303,0.57105666,0.48299938,0.6750484,0.96007574,-0.06889193,-0.17111756
causes,-0.48182184,1.3497947,-0.58246005,1.5970095,-0.71117085,-0.96756333,-0.24018154,0.22794339,-0.17690219,-1.1434087,0.68966025,-0.4825263,0.22478372,1.21693,-0.90839773,-0.07220785
indicates,1.058826,-0.54850644,0.041692585,-0.4295033,0.78079176,-0.6063261,-1.5852519,-0.25392044,0.936747,1.7153739,0.25896916,-0.97755575,0.9230902,0.5308553,-0.5526292,-1.0068631
treats,0.48556766,-1.1761789,0.07853835,-0.42947316,-1.6035726,-0.7904717,0.7577753,1.1659671,0.25270078,0.9600011,0.33332604,-0.15939479,-0.30733153,-0.27789536,1.4272743,0.44490975
evaluation_of,0.33873826,-0.82975817,-0.78233856,0.35102463,0.24942662,-0.20613001,-1.6593204,0.2656442,0.8025649,0.74011654,0.7806537,0.8978856,-0.9064447,1.1960887,-0.508359,0.42619818
diagnoses,-1.7255163,0.36781037,-0.6189502,1.892361,-0.4065212,0.40098515,-1.6100435,-0.15618159,1.4138485,-0.4787247,-0.037065323,-1.2632142,1.7479024,0.41070798,-0.21593729,-0.49611878
exhibits,-0.64474857,-0.43989035,0.61630833,0.6782701,0.56716496,-0.24836019,0.22365052,0.6859754,-1.6225922,0.44627616,-0.8660716,-0.33238253,0.4807321,-0.1476561,-0.4300979,0.5000258
ingredient_of,0.0988286,1.4500947,-0.34156093,-2.6270773,0.79441816,-1.4827929,2.1112633,-0.33037582,-0.48682383,0.61226904,-0.55417824,0.3265475,-0.77050596,0.08469193,0.179922,-0.03402792
property_of,-1.4959123,-0.43925717,0.26520443,-0.45716214,-0.03384379,-1.0157297,-1.0887207,1.0297415,0.61688083,0.9222858,0.07644367,-0.4044707,-0.9012263,0.6810758,0.7058433,-0.5090417
manages,0.93696725,0.27558887,-0.6795301,-2.3091886,-0.66061085,-0.907071,0.5332398,-0.66524523,-0.90110993,0.49780428,1.168767,0.1204124,0.64785784,1.5656573,-0.28133324,0.7381026
assesses_effect_of,-0.64388055,-1.0495743,-0.14322713,0.8582492,1.372412,-0.14931685,0.14517413,-1.9527978,-0.014137458,-1.2902623,1.5796119,0.77930546,1.6803457,-0.3764686,-3.3099837,0.35277638
method_of,-0.21770824,-0.49526912,-0.04184772,0.8682204,-1.5575216,0.5248055,-1.7640188,-0.5807924,0.88484967,0.54621243,0.7929872,0.4825818,-0.3183709,0.3952786,-0.047954,1.6586813
measurement_of,0.48854828,-0.083805755,-2.124815,1.5440743,-0.2324975,0.66805667,0.9900619,1.8029873,-0.19737539,0.033423927,-0.604036,-1.4102187,-2.3161602,1.602416,-1.2078894,-0.013566297
precedes,-0.24812609,-0.033512436,1.0942682,0.73603135,-0.050656985,0.02729489,-0.24167848,-0.6651299,-0.67662024,-0.051319893,-0.19179039,0.15506996,-3.210454,1.1272669,-0.52224773,1.8041148
consists_of,0.728566,-0.10001383,-0.64443225,-0.19493203,-1.0174989,0.38337815,0.5181888,1.9168185,-1.1939102,-0.65208125,1.3634691,0.011741195,-0.99622804,0.30150416,-1.4305823,1.3978572
performs,-0.65928954,2.6015403,-0.8102396,1.2331805,-2.4469137,0.0122262025,2.0838213,-0.5144502,-0.8604144,1.4367628,-0.4727983,0.27129766,-0.8476456,-2.1329925,0.832074,0.35611096
conceptual_part_of,-0.14695294,-0.48440638,0.66312116,-0.5672323,-0.5205077,0.3444733,0.09065892,0.84407914,0.68765604,2.0480342,-0.9852425,-1.796068,-0.1841451,-1.3218148,1.910003,0.76082873
analyzes,0.942526,-1.1012285,0.08794709,-0.59722286,0.28318244,1.1551632,0.4545397,-0.29595608,0.44416088,1.8013164,-0.070809126,-0.2884517,-1.2703792,-0.9724791,-1.5110679,1.5158583
carries_out,-0.1966342,0.81548107,-1.3404815,0.8467335,0.7974443,0.93914145,0.12333509,0.068192415,-0.9897295,-0.17715697,-0.4557903,0.09192373,-0.32247153,0.37444684,1.592822,-0.7219498
developmental_form_of,-1.0874431,-1.3993299,-1.0352377,0.1481027,-0.035177216,-0.7668839,0.23244977,-1.7426882,1.2313209,-0.78085566,0.55813056,0.5951574,0.76150846,-1.1840187,0.44883174,-0.87852883
contains,1.2558502,0.6600799,0.083714314,-0.32724357,-0.90242654,1.1145262,-0.8530921,0.5489661,1.0155369,-0.71326774,-0.079867974,0.34776157,-1.8919843,-0.7675427,1.049014,-0.06797162
adjacent_to,1.091422,-0.9883965,-1.1877152,-0.0432548,1.2221718,-0.16147904,-1.4612348,0.5501903,-0.7324936,0.6481985,-0.46561462,0.12899576,1.1784667,1.1244013,-0.83098304,1.4610151
interconnects,0.7242387,0.5632325,0.4733005,-1.8333786,-2.1133862,-0.9996691,0.6705665,-0.70507556,-0.29888994,1.1476082,-0.50055116,0.025701208,-0.39912316,0.029314488,1.5750115,1.6819082
conceptually_related_to,-0.6772391,0.48567516,1.1031451,0.20225342,-0.32245728,-0.28090888,-0.019307155,-0.11261376,-0.19387907,-1.0246571,0.16407748,0.10717475,1.2959911,-0.10740108,1.3918155,-0.28962532
surrounds,0.0077883564,-0.47035053,-0.06691166,0.92391753,-0.33174872,0.33320585,0.78685975,0.0016957215,-0.4251219,-1.3975134,-0.4066581,-0.30210364,0.17620787,0.10056534,0.3953717,1.3133318
derivative_of,-0.15366955,0.2548521,0.7121067,-0.032336902,1.109758,-0.9923081,-0.72222984,-0.033530958,-0.10909325,0.76719385,0.20572434,0.12465335,-2.289841,0.8346486,-1.2080622,-0.6903248
practices,1.0859107,-0.6997258,-0.12847915,-0.2205582,0.49783581,0.8911149,0.39972332,-0.5643098,-0.34380707,0.085192055,0.8922238,1.3775928,-2.5281901,-2.3901818,0.03231214,0.73018044
