,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
acquired_abnormality,-0.24288885,0.6641683,0.4763719,-0.7933189,0.64359725,0.13115855,-0.35175893,-1.1314218,-0.13265356,1.2637398,0.55547804,0.645628,-0.13763516,1.0528591,-0.57236964,0.6588631
anatomical_abnormality,0.28986278,-0.27908796,0.7985442,-0.23170264,0.49239033,-0.04764732,-1.2371578,-0.055978317,0.5814834,0.43806493,-0.2717672,0.72783077,1.431392,-0.13849165,-0.78967756,1.1210704
alga,-0.1931158,-1.3688506,0.49557763,0.5689304,1.2036322,-0.1648585,-0.8797465,-1.5320216,-0.38036838,0.4094219,-0.41106233,-1.1756281,0.6752495,-2.2717667,1.4976497,0.96486884
mental_or_behavioral_dysfunction,0.26617947,0.3350698,-0.01564119,0.1362277,1.0044287,-0.46452746,-0.65149546,0.36762312,-0.4930472,1.1459975,0.22733091,-0.45604086,2.0325344,0.21904483,-1.2760345,1.4785734
health_care_activity,0.12627001,-0.5614008,0.53087056,0.25395727,0.20307443,-0.7476102,0.38990462,-0.62304795,0.06874093,2.043291,1.1798089,0.14664291,-0.56072754,-1.186827,0.51049024,0.19756933
population_group,-0.5652664,-0.9267307,-1.2504238,0.92282,-0.56607586,0.23004249,0.40050992,-0.30054525,0.37928548,0.2632716,0.11230647,1.9417267,-0.9036079,-1.328691,-0.85707235,1.7467784
clinical_attribute,-1.8282549,0.8407199,0.77020216,-0.75578797,2.1357198,0.099776536,-0.59449947,0.5785529,0.28608337,-0.035312314,0.5312932,1.4341671,-0.7419806,0.5025447,-0.2087248,0.55575234
body_part_organ_or_organ_component,0.06140052,-1.4757178,0.47823095,0.15661414,-0.41970453,-0.63834083,-0.67667234,-1.5880092,1.6706955,-0.56585765,0.026745638,1.8020711,-2.307479,1.3189082,-0.17008536,0.26920667
biologically_active_substance,1.3158038,-1.6439167,0.3129514,1.3436158,-0.21989278,-1.9048676,0.6568684,-0.374149,-0.6659179,-0.6026568,1.1554055,-0.52859604,0.10265257,-1.7528272,0.24003097,-0.8622574
disease_or_syndrome,0.44443786,-0.5046391,0.9838503,0.09376231,0.20459759,-0.45955428,0.6430735,-1.3699645,0.84683836,0.30563527,0.015106511,0.62550145,0.8585722,0.9017084,-1.5428985,1.5697503
carbohydrate,0.3220639,-0.034323215,0.13144779,0.8522187,0.52558166,-0.49552163,0.20486155,-0.222641,-0.8750051,0.72007734,1.3252903,-1.3371137,-0.26030684,-1.5474486,-0.74691886,-0.3159661
molecular_sequence,-1.7477744,-0.69452775,-0.32151258,2.1245348,0.20382673,0.79746705,-0.10058577,-0.67334056,1.5040474,-0.16363192,0.30006105,0.7853314,-1.191991,-0.3229085,-0.9542974,1.4046892
steroid,0.24847597,0.2895536,0.50944114,-0.3891264,1.7657225,-0.03382593,-1.3081381,0.4589242,-0.31313327,0.9794621,-0.45749295,0.99844116,-1.4833406,-1.0676479,-0.60863113,-0.90665346
experimental_model_of_disease,0.12311243,0.6953301,-0.49773878,1.232186,-0.71842706,0.21773675,0.08312491,-0.0265887,-1.7629135,1.0883943,1.5786883,-0.011183328,0.6743372,-0.5440369,0.96508086,0.45689487
patient_or_disabled_group,-0.4619099,-1.2670482,0.02615489,-0.97822213,1.0360247,0.49794522,-0.43912238,-0.055401936,0.2454819,0.7910543,1.0615233,-1.4860781,1.6305509,-2.0920463,-0.1912035,0.8769856
professional_or_occupational_group,-1.102554,-0.9402141,0.23367557,-0.83993286,-0.1238506,0.36016354,-0.058485877,-0.17483264,0.41464102,-0.07289364,0.09127258,1.494613,-0.5615276,-2.0704024,-0.59156024,1.496872
nucleic_acid_nucleoside_or_nucleotide,-0.095483996,1.2639611,-0.76091635,-0.30240375,1.498283,0.187293,-0.4487038,-1.2224982,-0.6116485,2.416177,-0.48760343,0.34347022,-1.8935465,0.112212874,-1.2434077,-0.50364083
organism_function,0.73097056,-0.79539037,0.93883246,0.30742085,0.57837284,-0.18111968,-0.50395304,-0.33835283,0.6359138,-0.7589408,1.3930082,0.43775347,0.12526907,0.28620705,0.08517529,0.59760827
mental_process,0.6303048,-0.9486195,0.75283355,1.0297319,-0.38619807,-0.022496296,-0.112561285,-0.13912167,0.8032337,-0.5864697,0.6537805,0.13609673,0.2688552,0.9562423,-1.0085946,0.9278106
therapeutic_or_preventive_procedure,1.0075712,-0.97850764,-0.5624967,1.7473217,-1.2962245,-0.062091917,-0.45657423,-0.5307012,0.46571594,1.1128042,-0.4757236,-0.3148526,1.2153013,-1.4536088,0.36616462,0.4146235
cell_function,0.6845208,-0.19398914,0.63444096,-0.18125708,1.2885256,0.30564252,-0.9216839,-1.0977304,0.65329987,1.0601538,0.010964858,0.41966504,0.18288617,1.0092514,-0.4934744,0.85960484
pathologic_function,0.13243358,0.53282666,0.07713761,0.011360913,0.5354687,0.21192658,0.44546726,-2.0108817,0.5865721,0.34357673,1.0902863,0.91953814,-0.45588484,0.5301935,0.5345913,0.5023594
organ_or_tissue_function,0.17135431,0.16700882,0.8828391,-0.2537427,0.92171246,-0.5469944,0.8700168,-1.1958163,0.24414033,0.50754464,-0.0075825504,2.437827,-1.4857253,0.72482026,0.41899803,0.5539658
enzyme,0.04340119,0.6734986,-0.120346576,-0.5380735,-0.08523479,0.7065205,-0.11218355,-2.1376123,0.89490956,0.11060822,0.33846754,-0.6820977,-0.1896756,-0.6782585,-1.5902058,-0.12650347
cell,-0.2573137,-0.978089,0.9504356,-1.4465518,0.874831,-1.127704,-0.13194,-0.91569215,-1.1806935,1.6797127,0.33674058,0.20661287,-0.42603314,-0.2632433,0.74212897,0.36455575
cell_component,0.8261788,-1.0794789,-0.42178252,0.5149365,-0.07170409,-0.26101434,-1.0215211,-0.51941156,-0.57329905,1.6574988,0.98899806,-0.44516593,-0.8747653,0.80672425,0.33550858,-0.14312942
cell_or_molecular_dysfunction,0.24269679,0.3564752,-0.46771574,1.107721,0.6541752,-1.2093275,-0.340218,0.5754328,0.5164204,-1.5585524,1.4744029,1.2165574,0.02535274,0.25358102,-0.42429134,1.1997232
hormone,0.47582868,-0.061615244,0.21319893,0.37029546,-0.61638385,0.4542676,-0.4148018,-0.9518665,-0.43366686,-0.27190804,0.84854656,0.1847578,-0.8023914,-2.497294,1.1925766,-1.4110227
