,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
acquired_abnormality,-1.3233025,0.7766684,-1.2855506,-0.8250946,1.946792,1.1437703,-0.462896,-1.7442862,-1.0311699,-0.16525313,-1.2633877,-0.785917,-0.717699,1.5206099,0.15787438,0.1415912
anatomical_abnormality,-1.3947631,0.62776554,-1.1372979,-0.47739878,1.8773903,1.4143456,-0.8058211,-0.09069958,0.19328353,-0.48182622,-1.7111813,-0.7914495,0.37568232,-0.45043582,-0.51093215,0.51679045
alga,-0.40093213,2.099422,-1.4795578,-1.7031378,0.47741267,0.7792512,0.4953316,-0.7364493,-0.048749752,1.013395,0.3203359,-0.95121133,0.46441817,-2.8943324,1.3351232,1.1257039
mental_or_behavioral_dysfunction,-1.0862288,-0.7190169,-0.08003421,-0.19559382,0.35626012,-0.54394007,0.19871023,1.3750068,0.025567528,1.0865171,0.10863299,-0.43168283,1.7675344,-0.9690512,-3.4795277,-0.70662767
health_care_activity,0.020914182,-0.0030218353,0.48897547,-0.24485761,0.02383411,-0.56238776,0.96804297,-0.48949474,-0.6121869,0.5938822,0.59962046,0.58552706,0.27255067,-0.68926924,0.29823914,-0.4235802
population_group,-0.049453836,0.14247552,-0.4200344,0.90918916,-0.5615892,0.46939176,0.8129373,-0.010079985,0.35642275,0.020291423,-0.18208034,1.6554891,-0.37890494,-0.40970665,-0.31155878,0.9642115
clinical_attribute,-0.04136602,-0.052410655,1.1951473,-0.7166476,1.0959847,-0.6998436,0.16756451,2.029325,1.743334,0.4594286,0.07334198,0.75495833,-0.8209913,-0.36245105,-2.281943,-2.4671001
body_part_organ_or_organ_component,1.1402905,-2.0835574,1.5880266,-1.287141,-2.4988563,-0.29819608,1.2832174,-0.18242295,2.379087,0.14119335,1.2897604,3.0848498,-2.6252878,-0.5111101,-2.1138968,0.40558758
biologically_active_substance,-0.22739553,-0.4101582,-0.96134907,0.068477616,-0.862885,-1.4537586,1.2807945,0.32927042,0.4306272,0.29133183,1.576362,0.380597,0.6956976,0.050301258,2.708076,0.0654089
disease_or_syndrome,-1.2021569,-0.70438594,0.19815503,-0.20972957,-0.06711697,-0.3267489,1.0466362,-1.5086323,-0.12511396,-0.65297085,-0.5915614,0.33834255,0.59230065,0.28900337,-2.5434022,0.98857707
carbohydrate,-0.33161995,-0.50975794,-1.1311316,-0.30996612,-0.8255681,-1.3883678,0.9888619,1.4971285,0.67263305,1.6785072,1.4332854,-0.90243924,1.3355609,0.38199762,0.4600412,-0.14650515
molecular_sequence,0.03799351,0.043502625,-0.19566697,0.6755803,-0.87606496,0.7651214,-0.029968955,-0.7711965,1.1085845,-0.85879076,-0.23129351,0.64501446,-0.70129496,0.6541447,-0.5284092,0.49893448
