,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
location_of,-0.4845848,2.3872917,-1.9978418,-0.58793896,1.6381308,1.6448181,-1.2603679,-3.9614615,0.08482093,-0.060137648,-0.93245304,-2.1093118,-0.18838495,3.3853903,1.4827138,1.1529227
manifestation_of,-0.0918803,-0.07977892,0.12305835,-0.5408685,-0.30788296,-0.22037677,-0.21131274,-0.5789659,0.12110933,0.30901596,-1.0583687,1.111011,0.25903958,0.38756952,-0.7816286,0.7859444
isa,-0.8381041,0.28522053,-1.2127409,-0.660474,0.948657,0.77001584,3.0101001,1.7183926,0.70094234,0.5973207,-0.5364641,-0.8119664,-3.1065593,-1.0117294,-1.57762,-0.39576882
affects,-0.33602956,0.9407724,0.20640226,0.5939811,0.69147885,-0.7665428,-1.6275078,-0.7065153,-1.7315052,-1.3051361,0.31644514,-0.48615533,2.1335588,1.6741699,0.37680593,-0.3026852
associated_with,0.12130752,-0.07003134,-0.25710002,0.5067382,-0.35989872,-1.5241247,0.82432914,-1.6411768,-0.010987424,-1.1616516,1.2366092,-0.5450898,-0.20788606,0.267771,1.0920057,0.09077285
interacts_with,1.1597995,-0.4987223,1.9702464,0.09525836,-0.09824637,-1.5355208,-4.537658,-3.1727793,-1.3001521,0.69105476,-0.14602454,1.937207,3.44332,3.3523936,2.7391813,-1.5613183
result_of,-0.0759122,0.04222948,-0.037660584,-0.50016254,-0.0042721196,-0.47284472,-0.6169279,0.32956177,-0.98782617,-0.094215065,-0.55734724,1.1472074,0.7809503,0.38266402,-0.30969268,1.0420246
complicates,-0.18361165,-0.11058476,-0.5115069,-0.6489271,0.94739664,-1.7827883,1.0555948,1.0262998,1.3234344,0.18685807,1.4292934,-0.2273379,0.7072454,-2.394394,1.4509536,-0.42983037
occurs_in,0.118516564,-0.073305294,-0.73435384,0.776729,0.11766768,-2.047247,0.085522935,0.20360723,0.8083967,-0.774738,-0.21366528,0.9042957,-1.5096161,0.23120712,-1.1338241,-0.08718938
uses,-0.10373165,-0.0487687,-0.16829291,-0.6225767,0.17473187,-0.48833755,-0.91232115,0.9001547,-0.74740344,1.466452,-0.5255889,0.6530057,1.5455118,0.02136199,0.04500999,0.4798106
produces,0.27157244,0.5111504,-0.35623205,1.6121252,-0.055800855,-0.2625752,-1.0320388,-0.08592038,-1.322059,-1.9039663,-0.46560022,1.1682117,-0.0060394253,0.45643073,1.1560541,-0.7941563
degree_of,0.20441306,0.113513656,-0.5501512,1.4082105,-0.037873592,-0.62173814,-0.693861,1.3977393,-1.3041993,0.47119775,0.27174267,0.08565668,-0.6951437,1.3075571,-0.6857174,0.18905023
connected_to,1.1169493,-1.7002311,1.688283,0.09660966,-1.4409766,-0.57653826,-2.2370112,-0.7356966,2.4453845,-0.19851534,-0.3454583,1.4435103,0.100405656,0.09161732,-0.006050232,0.4699938
process_of,-0.6448023,1.0309874,-0.41572067,0.061368845,0.55697536,0.30415285,-1.8675545,-1.345262,1.5023891,-0.21714142,-0.7702624,0.17418714,2.200931,0.8548394,0.22817321,-1.5155866
co-occurs_with,-0.18961032,0.020544225,-0.16944699,-0.2999477,-0.537444,-0.24285418,1.657368,-0.98164195,1.1977416,0.32462522,-0.82579565,1.9997019,-0.99274796,-0.058757704,-0.6847749,-0.25261673
disrupts,0.22356066,0.30721226,0.853768,-0.7514815,1.4894099,-0.33372408,-1.1243019,-2.0960412,-1.0110409,0.8453622,-2.0845954,0.2657953,2.3395607,1.149253,0.3927587,-0.8218206
issue_in,0.070437595,-0.05157475,0.042919114,0.5470694,-1.1219327,0.85432833,-0.3271743,-1.2163253,0.39418602,0.5506643,-1.5250835,1.1670945,-0.69294846,0.33496836,0.07487265,0.03498138
