,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
acquired_abnormality,-1.3321723,-0.22551294,-0.074172966,-0.2828294,1.4439609,0.6257459,-0.24711417,-1.1555177,-0.5047675,-0.037273966,-1.479321,-0.96916264,-0.59259135,1.6976084,0.114783585,-0.38664153
anatomical_abnormality,-1.1996708,-0.55042195,-0.018266564,-0.31928962,1.2053566,1.0133878,-0.2951232,0.5416509,0.64529073,-0.31563237,-1.7124045,-0.8027177,0.36069068,-0.73975706,-1.0210452,-0.05630468
alga,0.55882746,-2.1549678,1.2506225,0.987164,0.79934955,-0.5180106,-0.13132128,-0.21055849,0.20981193,-0.06612387,-1.422626,-1.1222339,2.5787153,-0.31523722,1.6393781,-1.7529674
mental_or_behavioral_dysfunction,-0.92307276,-0.9948536,-0.023411795,-0.43735057,0.1400637,-0.8035736,0.091612,1.2319077,-0.02868653,1.3648429,0.42247045,-0.3303833,1.6605043,-1.2115622,-3.4320848,-0.14498438
health_care_activity,-0.044070505,-0.15377162,0.25676796,-0.15276618,0.44163823,-0.094908305,1.3155289,-0.13268143,-0.25501958,0.72369885,0.13751747,-0.24204272,-0.32427588,-0.7374998,0.62909967,-0.34941897
population_group,0.027750375,0.03442444,-0.44818026,0.94741124,-0.9267938,-0.12757185,0.39090514,-0.23601927,-0.055763517,-0.82279885,-0.98486024,1.09475,-0.5800715,-0.19338459,-0.0769024,1.1687516
clinical_attribute,0.5185812,-0.18752566,0.560618,-1.6546552,0.93236035,-0.4253783,0.13296168,1.7904644,1.7531425,1.0240716,0.7921183,0.98270535,-1.1160054,-0.58483696,-1.852196,-1.2635288
body_part_organ_or_organ_component,0.7925585,-1.0058442,-0.30478483,-0.9385576,-0.9078793,0.18672238,0.6668788,-0.7875038,2.3729403,0.29466692,0.93037385,2.6259658,-2.5892863,0.19601437,-0.9631726,1.2159587
biologically_active_substance,-0.24987444,-0.65888673,-0.8717098,0.11732785,-0.8313921,-1.5057122,1.2886028,0.33337414,-0.08811977,-0.2445433,1.3557675,-0.0051816213,0.8718529,0.6119682,3.0499377,0.34633982
disease_or_syndrome,-1.1256212,-0.9071172,0.018312998,-0.27679694,0.14859115,-0.19749933,0.70750695,-1.9171052,-0.23272997,-0.36355498,-0.29423258,0.4949434,0.5211991,0.5307465,-2.042465,1.6898589
