,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
location_of,-0.29602936,1.8191468,-1.1497554,-0.8904025,0.56869835,1.1680895,-0.18383998,-3.053616,0.6696725,0.4930046,-0.17278418,-1.3372735,-0.74482155,1.6888238,0.24534516,1.0214838
manifestation_of,0.0937642,-0.20449719,0.23874564,-0.5188611,-0.355241,-0.7030291,-0.63037944,-0.69367194,0.14280766,0.43201506,-0.9444953,1.2322854,0.6732639,0.8817746,-0.91337985,0.4951189
isa,-0.70213455,0.083960794,-0.54776883,-0.69307864,0.81328505,0.7255697,2.512183,0.95513535,0.1630381,0.3016413,-0.6375577,-0.7845248,-2.8305957,-0.2537865,-0.8463893,0.18228406
affects,-0.19229418,0.9091021,0.04277017,0.43343705,0.40472603,-1.0788356,-1.6248044,-0.5811471,-1.5284504,-1.0772147,0.64885825,-0.08505155,2.428949,1.9312568,0.27151713,-0.46292353
associated_with,0.0087188855,0.056341685,-0.2996969,0.43422168,-0.179493,-1.1188215,1.0521681,-1.5287148,0.1512311,-0.8836347,1.4509276,-0.64496696,-0.5645058,-0.21866535,0.87005347,-0.057600066
interacts_with,0.91415036,-0.07422473,1.1847472,0.0804103,0.14887786,-1.5441669,-3.9234004,-1.9749418,-0.47340673,1.2339474,-0.062412895,1.9800541,3.0497935,2.0325377,1.5691049,-2.050135
result_of,-0.040477283,-0.22305447,0.20463647,-0.5862976,-0.09503069,-0.7326266,-0.63189006,0.6179853,-0.79221636,0.032673147,-0.5936876,0.9160362,0.68650544,0.24481493,-0.48035946,0.92057675
complicates,-0.21727481,-0.17482486,-0.2739193,-1.1788568,0.5958139,-1.3702607,1.2609978,0.18153845,0.5802038,-0.080035195,1.4597726,0.057274476,0.6093581,-2.4557145,1.6564068,0.13065474
occurs_in,-0.11858284,0.05596669,-0.8981759,0.6922109,0.30593288,-1.4509022,0.71799606,0.5830581,0.96277505,-0.59693354,-0.08682874,1.2338408,-1.5900954,-0.115553476,-1.3436158,-0.17209758
uses,0.11734089,0.2884802,-0.1350976,-0.2724433,0.9383892,0.15623271,-0.5463863,1.3249725,-0.30448925,1.6319238,-1.1263355,-0.58866835,0.14253843,-1.2958224,-0.9054319,-0.36428958
produces,0.119946614,0.3916273,-0.13307403,1.2229246,-0.32608873,0.24451146,-0.62768245,-0.08772659,-1.4237275,-1.945418,-0.2868896,0.8857139,-0.1656069,0.9908645,1.9125128,-0.5146071
degree_of,0.009988222,0.6359419,-1.1864452,1.4651188,0.42418373,-0.19978821,-0.7523368,0.8010689,-1.5750532,0.27843192,-0.1313771,-0.47124213,-1.2374986,0.99281776,-0.37512547,0.35956243
connected_to,0.6655159,-1.3363296,0.6319929,0.4589135,-0.22379039,0.33361557,-1.5169177,-0.6161245,2.249952,-0.6089748,-1.5677978,0.5258031,0.036562044,0.20824358,0.2729077,0.5799259
process_of,-0.5053591,0.64675635,0.16243535,-0.18298765,-0.12291231,-0.42596,-2.1252666,-1.5205202,1.0760559,-0.48591816,-0.5537415,1.2487026,3.169961,1.2302806,0.46344265,-0.8826711
co-occurs_with,-0.076485366,-0.4542515,0.173222,-0.31629354,-0.9210486,-0.85029614,1.5435964,-0.81793857,1.2560297,0.23541218,-0.9620193,2.1364787,-0.71923435,0.013965138,-0.77004486,-0.268462
disrupts,0.025516985,0.008716988,1.393093,-1.2745578,1.1629462,0.6383398,0.08502827,-1.1687264,-0.7270671,1.0136809,-1.7367158,-0.33843872,1.7081904,0.68629616,0.7484565,-0.747825
issue_in,-0.0070974333,-0.093899816,0.23315911,0.4000943,-1.1239247,1.2985138,0.21144061,-0.9063209,0.50412464,0.6331601,-1.4291155,1.1496884,-0.9008144,0.056692243,0.053809375,0.29201543
part_of,0.7700186,-0.6481223,0.31654,-0.5590549,-0.8360826,-0.74352056,-0.9765369,0.15518884,1.5594708,-0.25935596,1.727424,0.15226243,0.8543294,-0.2974139,-1.0015814,-0.5086965
measures,0.08143522,-0.078214414,0.17499563,-0.030068476,-0.970183,0.24880596,0.18679747,-1.1714125,-0.72746706,0.79104936,0.7905646,0.01832644,1.0564907,2.5102327,1.0148022,-1.0562108
prevents,-0.34500718,-0.2404392,-0.2576883,-0.29880616,-0.68665147,-0.0913668,-0.51353997,0.4663668,-1.535722,1.6966597,0.75183976,0.4259169,0.15674426,1.0959244,0.7249434,1.1506667
causes,0.20355625,0.6424082,-0.63626915,1.8714669,-0.045477957,-0.31760785,0.02773328,-0.20549457,-0.90103394,-1.8647345,0.054990124,-1.031561,-0.22330743,0.9996324,-0.76219946,0.049950294
indicates,0.124089755,0.0032441504,0.08140212,-0.5148363,0.80851465,-0.04143004,-0.75843465,0.24342434,0.60609394,0.95210433,-0.45076415,-0.77345824,1.9272614,1.2438467,-0.95277673,-2.1937
treats,-0.25299314,-0.48363104,-0.12904847,-0.42285416,-1.1698719,-0.46510705,0.42744526,0.19886254,-0.2190835,1.2087765,1.338727,0.9174634,0.03576167,-0.8552968,1.0227865,0.55507183
evaluation_of,0.20803025,0.0034278831,-0.484333,0.083767675,-0.18785918,-0.5206493,-1.8401052,-0.16181082,0.10268114,-0.29168305,0.07442494,0.8670121,-0.34476522,1.5805168,-0.60639817,-0.28788415
diagnoses,0.09371121,0.41060853,-1.5448207,1.1257235,-0.6648662,0.28053588,-1.9369944,-0.41863462,1.3490058,-0.28124586,0.37631297,-0.9418086,1.3883495,-0.023006499,-0.17314842,0.0669428
exhibits,0.031727377,-0.022311576,0.030436045,0.104539484,0.18909462,-0.36571825,0.05653861,0.627974,-1.3502295,0.70453787,-0.6093066,-0.11858576,0.4722994,-0.19596696,-0.23702715,0.7896044
ingredient_of,-0.3755317,0.18490198,-0.14120772,-1.7748466,1.3742776,-1.9823059,1.2528702,-0.9101431,-0.36955503,1.221266,-0.10676725,-0.05544285,-1.9116426,-0.97265756,-0.2480057,0.16486636
property_of,-0.8388611,0.83839434,-0.08533259,-0.15344721,1.0439454,-0.19399492,-0.8542142,0.84071314,0.022561789,0.23531274,-0.26147234,-0.3056566,-0.6748292,0.8981263,0.63228077,-1.0474175
manages,0.11395914,0.06647053,0.5091045,-0.9311353,0.43817627,-0.81498396,0.14682189,-0.7982522,-0.7158884,0.3885783,0.86033297,-0.37025186,0.13284256,1.427087,-0.27033556,0.2689834
assesses_effect_of,0.3449237,0.15539877,0.043344773,0.03128439,0.6513603,-0.918706,0.15349883,-1.073889,1.330824,-0.73458815,0.37154546,-1.3890581,-0.11681451,-0.4634406,-2.5282154,0.9523439
method_of,0.1244824,-0.08903758,-0.19351912,0.54428315,-1.598394,0.901722,-1.2209232,-0.23789556,0.29615748,-0.67075205,-0.16626249,0.60128474,0.35276747,0.8991192,-0.6085418,0.15235011
measurement_of,-0.3266967,0.28940347,-1.6881505,1.7008697,-0.30664548,0.47192007,0.73901385,1.3975028,-0.58204955,0.012251462,0.046163034,-0.13590463,-1.1240216,2.2694993,-1.0965478,0.14772317
precedes,0.034707338,0.25252828,0.17508152,0.43374643,0.38127097,0.90552133,0.2681036,-0.48036626,-0.9661275,-0.5421951,-0.56369555,0.11524844,-2.9189134,1.670013,-0.32092246,1.4406321
consists_of,0.26377407,-0.22028153,0.76653856,1.0055984,-0.37563214,0.13652809,0.03045959,1.5425763,-1.2045952,-0.6422219,1.1842986,-0.45573884,-1.2338214,0.44475695,-1.2016587,1.504876
performs,-0.048958663,0.2524615,-1.2492299,2.2030833,-1.9739922,0.012993575,2.086389,-0.63856494,-0.91822374,1.0497367,-0.8137785,0.28519174,-0.1713999,-1.3299483,1.1149343,-0.32880014
conceptual_part_of,0.03654611,-0.4633053,0.65185434,-0.74206865,-0.14566584,1.023127,0.6269942,0.14229666,-0.43654728,1.1312779,-0.7696843,-0.7684526,0.6080526,-1.8589993,0.62027407,-0.32543275
analyzes,0.57282585,-0.1322934,0.6511337,-0.5760152,0.61564547,1.2309203,0.86992794,0.082579985,1.0338706,1.4934518,-0.91601634,-1.483694,-2.0404682,-1.8233737,-2.1259003,0.34963533
carries_out,-0.37703657,1.4011548,-1.3094525,0.27102745,-0.09514209,0.18312648,-0.3639379,-0.04996236,-0.74098176,0.42124945,0.012138822,0.13649283,-0.6694682,-0.20180544,1.3485444,-0.1581279
developmental_form_of,-0.78052336,0.6798526,0.22985476,-0.10888277,-0.9894135,-1.0291225,1.0470092,-1.1537609,1.2831,-1.2118461,0.016691074,0.95663375,1.6743274,-0.47704574,0.01118216,-1.5985013
contains,0.5631683,-1.937695,0.5257224,0.84553933,-0.41382557,0.9289472,-1.0148245,0.6684108,1.2840186,-0.77523106,-0.52113676,0.09520186,-1.8196546,-0.6701164,1.2046076,-0.17350477
adjacent_to,0.63636017,-1.0002215,-0.3066412,0.48211503,1.2810779,-0.70312,-1.7490231,0.8663462,0.12325233,1.0668908,-0.85068834,-0.8968695,0.29330042,0.90681607,-0.438633,2.066139
interconnects,0.9200162,-1.4934543,0.68719214,-0.13619918,-0.41059378,-0.38701546,0.23310699,-1.4105059,-0.62969184,1.7115484,0.023177514,0.33465463,-0.6168017,-0.26167306,1.4196489,1.9311591
conceptually_related_to,-0.07592698,-0.30865258,0.18364617,-0.422632,-0.54930073,-0.22431953,0.10428843,-0.16516398,-0.53290194,-1.2091789,0.17979175,0.2460466,1.5362134,-0.0616051,1.3263235,-0.25801495
surrounds,0.34174374,-1.3778327,0.21373415,1.3405157,-0.560703,-0.2508661,0.43937746,0.31767753,0.36385107,-0.9231671,-0.56272036,-0.9974016,-0.3998802,0.055574346,1.0619627,1.8401676
derivative_of,0.09647117,0.6717616,-1.5880958,-1.1084341,1.2752496,-1.0417134,-0.9554028,-0.53069305,-0.086456224,1.387488,1.1322157,0.30983266,-2.831039,0.13731678,-1.3041614,0.35233408
practices,0.61274755,-0.46872297,0.20466685,-0.85716426,-0.48101848,0.14554295,0.35861024,0.018730525,0.1483383,-0.32132033,0.05804615,0.76881623,-2.7195501,-2.0722277,0.3737923,0.359047
