,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
acquired_abnormality,0.6300834,-1.5940511,-3.3181663,-2.8508363,1.0948049,0.82085115,2.1355534,2.2764049,0.33427775,2.4985907,1.0075344,1.1992179,-0.35556054,-1.1546137,-1.205575,-0.26096848,-4.3270097,-5.18869,0.6081914,0.7270537,0.38695535,1.7321692,-0.1856793,2.1336417,1.428671,-0.97564054,-2.493155,-1.3352679,-0.6989058,-2.8538764,-0.61631167,2.2082226
anatomical_abnormality,0.6069318,-1.1710002,0.60274315,1.3616451,1.0695766,-0.83710885,0.35479277,-0.29641056,0.58585775,1.920856,0.30250773,0.3617406,2.1593919,-1.7861708,2.6281593,2.0071595,1.5178207,3.3580763,1.2414536,0.15760286,0.03507351,-0.4728847,0.33940977,3.1285906,0.03791547,1.346005,0.57671976,-0.80902606,0.05196133,0.13184062,-1.8225093,2.5007114
alga,-2.1619036,-2.6032746,-0.09832114,-1.3942271,-1.0775406,-1.7868896,0.8076027,0.52632314,0.4454295,-0.92633826,-2.2861183,-1.6353071,-2.4987912,-1.2493789,-0.60266477,-0.9359902,-0.5575681,1.4868611,0.91855717,1.1509632,-2.0212343,-2.1514256,-1.1843694,-0.27170464,2.083123,2.0779366,3.7033842,0.17839724,-1.8963115,-3.744443,-2.8368812,-0.663758
mental_or_behavioral_dysfunction,-1.8751309,0.4208187,-0.42726272,-0.03323393,1.3952203,-2.955242,-1.4300795,1.5291713,2.0535145,1.1709943,0.20576489,1.0894258,-1.0751064,0.0274865,-0.7401507,-0.80901635,0.9422758,-0.64039886,-0.52313846,0.036449198,0.8443498,1.6209965,0.43158948,0.30680093,2.8893971,-1.7083827,-2.0812428,0.91778284,-1.274165,2.750832,0.08890135,-0.509957
health_care_activity,2.298949,-5.803374,-0.22354771,2.4603407,3.241032,1.7083042,1.7267178,-1.7863088,-5.1856875,-6.0513725,-2.4195304,-2.1319754,-0.23484585,0.58157516,0.85458434,-3.91407,-0.9626201,0.38241905,2.6756856,3.6577935,3.9979556,-0.10843886,-1.2153761,-3.1064947,-0.56239617,-2.826757,-2.4991355,-0.49395794,-0.4249534,-0.1375837,-2.4398065,4.9066386
population_group,0.9170835,-2.5317388,-4.6570115,-0.89368105,2.4075484,0.22044703,-1.1265732,-1.8178829,-2.4004102,-1.999367,-0.11535051,-2.0482194,1.1552223,1.6961973,0.46302763,-2.2358756,-4.533091,-1.2852206,-3.2387297,0.52798903,0.10616849,-1.7130427,-0.58125085,-1.1151063,1.5802473,0.97899383,1.8625996,5.7182016,-1.8900256,-3.1462133,-6.0292344,-5.470535
clinical_attribute,0.40247968,2.182458,2.141713,-1.535194,0.97999156,-1.1990507,-3.24912,-0.279373,0.9315957,-0.68280226,-1.163702,-0.62143904,-2.1913605,-1.0334802,0.12095828,-0.9606517,1.8514946,1.2563052,-1.887862,-1.3625075,-0.6180351,1.6192292,2.2119036,1.9961299,-2.1902223,1.1653448,1.5820884,0.63808626,2.6512997,-1.7749139,3.2902684,1.7551538
body_part_organ_or_organ_component,3.1878448,1.6492845,0.163946,-1.6271393,3.4866462,1.564535,-0.080406316,-1.2172369,-2.0513303,-1.3176982,0.8446354,0.7614398,4.3877997,-1.378005,-1.0798563,-0.6065652,-1.110141,-0.35114482,0.37732354,-4.253438,-1.8693379,1.5572481,-0.23352537,-0.5797001,-1.7814474,-6.977097,-2.6917372,-0.60887676,1.9501994,0.6301448,2.3242886,1.3937289
biologically_active_substance,3.5919054,0.65956527,-2.4686627,-1.880237,1.5203846,-1.6686759,-0.5537676,-2.7506397,-1.2883098,3.7768977,-2.3060923,-1.6574779,-2.484784,1.0558697,-0.49399954,-0.82450616,-0.9360712,-0.4906179,-1.1826792,-3.6904244,-3.096283,-3.5017567,-0.8584471,0.017772613,-0.33698967,-0.87172604,0.28683677,-0.5871978,0.4696082,1.963387,2.346568,0.69682133
disease_or_syndrome,-1.8022722,-1.2768227,1.1969123,2.2496727,0.5922041,1.047223,1.8933592,0.8762828,0.9710216,-1.9250245,-0.3545317,0.6414061,1.2621273,1.8195497,0.28409255,0.7053422,1.2201661,0.034461986,-1.9459636,-0.47308502,-2.1274018,0.8427793,0.5950638,-0.36392578,-0.42038006,0.4918627,0.41415393,0.25442588,2.2260277,0.35857928,1.5837235,-0.6741071
carbohydrate,-2.5949616,-3.2570748,-2.6587934,-1.792771,-1.213999,-2.490091,-0.210956,2.242849,3.8813121,-0.5346432,0.6392267,1.2871186,2.0777338,1.8780489,0.5338101,1.5158116,0.121576056,-2.1941185,0.5412637,0.005994463,-2.8431168,1.3564358,-0.40381977,-5.4587317,-2.4556074,0.029211553,-2.6053054,-0.7088523,-4.6805377,-2.4951756,1.1066105,-2.7386725
molecular_sequence,-1.9795076,-1.340039,0.9874734,1.1126554,5.012916,9.464565,10.7078,3.836078,-0.4836992,-3.334688,-2.9979095,0.6988963,-0.3803234,1.7622874,3.2361972,0.42518124,-4.6908216,-0.91641504,-0.46970168,-0.87707466,1.825824,2.3842235,1.800141,-1.1197325,-1.5195276,-5.2462635,-2.1120176,0.12305562,3.4972894,6.363372,3.6363451,2.2987227
steroid,-1.0074598,-0.61336285,2.3525786,-1.4054338,1.9283985,-0.07187193,0.60279757,-0.8864351,-0.017535876,4.0879827,2.5088077,-0.27679175,0.5584606,1.040849,-0.25482956,-2.1538694,-1.1971323,-2.0163937,-1.2894702,-1.9993029,0.5478683,1.3441695,-0.96103436,-3.261545,-1.9978352,1.6359766,1.4236224,-2.0723145,-1.5242978,0.16377483,-0.7376682,5.536901
experimental_model_of_disease,-1.1188064,1.961765,0.68067706,1.1689177,0.64467424,-0.25383535,1.0388682,1.544682,-0.40477234,-1.6245319,0.05028472,0.03749749,-0.4515552,0.41353646,-2.3665524,0.2030242,-1.457897,-0.24778917,1.3838844,0.15681599,-0.44488895,0.6645043,0.5917944,0.9228054,1.6481336,1.2714982,0.16598853,-0.041139673,-0.14981431,0.05867881,1.895702,1.3467308
patient_or_disabled_group,3.7859404,1.0044107,-1.872316,-3.2475169,-2.6315658,-0.77876925,2.1591218,0.4683614,0.960825,3.0593727,3.795289,8.455951,2.1018903,3.085432,1.2819153,0.93454397,2.5256953,-3.8773315,-4.2582936,-2.7246463,-0.6797351,0.24849801,0.6152018,-0.602982,-1.6150676,0.11553608,2.1438458,2.7250526,0.92881006,-4.5929418,-4.2453265,0.49091712
professional_or_occupational_group,1.1148553,2.3577013,2.0605068,1.6932087,1.2673473,0.49898112,1.7855011,2.215277,3.765095,1.9169234,-0.7109282,1.3529867,-0.25714883,4.035978,2.6542137,-1.2596537,-1.214998,-0.11075432,-1.7097429,-0.42038748,0.31641558,-0.64267623,-1.0043828,0.029088141,3.7491207,5.310834,3.140417,1.0300186,1.1079069,0.4236612,-3.8343883,-0.76173615
nucleic_acid_nucleoside_or_nucleotide,0.7978648,-3.4798768,-4.914033,-4.253357,0.9993011,3.600005,-1.1578965,-5.8432026,-1.7688301,-0.13442244,-5.030476,2.0036833,1.074851,-0.19952953,-0.32208708,-1.094364,-2.8192883,-3.0137546,-0.53329194,0.24807213,1.6396434,0.69299394,2.3303726,1.9994173,1.0561385,0.508845,0.4066684,0.54902494,-0.63210624,1.732673,1.4375046,-0.42949274
organism_function,2.0207338,1.38699,-2.04764,-3.8740356,0.009207535,0.25346586,0.09917188,-1.1352096,-2.038345,0.78388655,1.9297527,-0.53241557,-0.3784714,-0.17504331,-0.7819378,0.2022584,1.1229395,0.7809551,1.2761774,-0.2890783,1.4120959,-0.0024214347,-2.0250826,0.34139025,0.6204646,0.60342187,0.877054,1.0027963,-0.2685407,-1.0231192,-1.2529725,0.9724359
mental_process,-0.6064112,0.2770867,1.7437795,0.34865934,-0.41168034,2.1134782,0.7729286,4.6897526,1.256091,1.8151098,0.5971875,-1.5578411,-2.0257797,0.4007387,0.44958496,-1.6625392,0.8209421,-1.1155565,1.2868845,-0.015319627,-0.020594275,-0.9117763,-2.9730797,-1.1189357,-3.4439042,2.0623648,2.952995,0.013294417,2.6611218,0.24265349,-1.8250853,-0.47949532
therapeutic_or_preventive_procedure,-1.5569423,-2.5829265,0.6343795,-1.3372523,-1.3040428,-0.09496772,3.1909053,-0.6466499,-2.070725,-1.2525759,0.84481895,1.8691618,1.6556538,2.337962,-0.91666883,-4.894343,-4.8930492,1.7553906,0.57916695,-1.1283785,-1.9634714,-3.1641107,0.11936232,-0.567441,-1.7229228,1.4652721,0.88051397,3.573618,0.8349134,1.2790946,-3.8590782,-4.977483
cell_function,1.5418092,-4.0411854,0.1646183,-0.5277012,1.8524129,1.2760386,0.67490834,1.805582,1.9788201,2.6039402,1.8479928,1.1182748,3.5382953,1.3356309,-2.175517,0.45754802,-1.8937196,-2.2019641,0.6956863,-0.6830947,-1.4789253,0.2980811,-0.83372325,0.45469844,0.5209469,2.956569,-0.549493,1.8135189,0.37888113,1.283523,-2.3441024,-1.0312945
pathologic_function,-1.2756,-0.795646,1.746046,1.8233742,0.53265876,2.6087995,-0.54938763,0.68726885,0.56301033,-1.0073056,2.1353843,3.592488,1.0211059,0.2967597,-1.7314951,0.5623891,-0.6192063,-0.8634371,1.2539645,1.549588,0.26449275,-0.8867933,-1.0491935,-1.1016315,-1.3939228,0.14667986,-0.10560799,-0.48599994,-0.4680924,-1.4171678,-0.17814828,0.79787606
organ_or_tissue_function,3.3667774,1.6705358,0.93921125,-0.33860415,-0.24531361,1.9757756,1.166475,0.044953965,-1.3964972,-0.085500784,3.2757897,2.4665458,1.905883,1.5461926,2.1061835,2.7284987,-2.082747,-3.3074458,-0.24185842,-0.6784978,-2.7141922,0.509648,1.354381,-0.03170586,0.08620208,1.0806956,-2.0174496,-1.5047971,0.16976748,2.088035,0.57622087,-0.52385736
enzyme,-0.044254996,0.5846782,2.730591,-0.88343495,-3.4281518,-3.9673746,-0.2896693,-1.8930721,-1.8601862,-2.5290842,-1.733761,1.1212705,1.2941908,1.194852,-1.1615992,-2.0394552,2.2135801,1.2214849,2.8360577,4.247892,-1.3210417,-2.214046,-0.29147342,-2.1624405,0.9993006,1.2858607,0.47200498,1.1613454,0.12762572,-1.8442684,1.1099145,2.9351308
cell,-3.7308536,-1.7263628,-0.564273,-2.9420645,-1.7394974,-1.9401528,-2.113165,0.87049997,0.80553263,1.6044737,0.17642231,1.8249786,0.11775353,1.1679918,2.8726165,0.6238026,-2.3764575,-0.9322227,0.86787325,3.6501856,4.787889,4.333749,5.23445,2.102983,-0.54812294,3.0904336,4.6204314,3.1604702,-2.1153784,2.2461784,0.82941663,3.7379737
cell_component,2.2507749,1.2093345,0.13904162,3.4120336,0.7883085,-1.5945597,-1.4568605,-0.26666594,-2.1360188,0.6396917,-3.120753,0.9689724,-2.9999993,-0.5980958,3.6051323,2.2407568,0.4101717,1.2623128,-0.5190956,-1.847347,-0.92363805,-4.318533,-2.2586508,-1.1900774,-4.3407745,-0.6238241,-3.0835674,-1.5129906,1.6826819,3.454903,1.0082158,0.4370162
cell_or_molecular_dysfunction,-1.5544382,-0.08317695,1.2699537,-0.031311724,-0.95509917,-0.24198738,1.7538118,-0.57586133,0.790203,2.4089272,1.5812088,0.083760545,-0.9867847,1.9408054,0.85311943,-0.59426427,0.9976616,-0.4840687,-0.7899278,0.8531632,-0.45969054,-0.47380224,-0.50558525,-0.1551007,-0.28174546,0.99292016,0.23752908,0.7949465,-1.4490014,-0.893916,-0.95482826,-0.23068869
hormone,0.1704125,-2.2811859,-0.61395764,1.9169142,1.5131731,-0.4764995,0.83535784,0.97293276,-3.1352,-3.351752,-2.1786537,-1.9058707,-0.39373308,-0.081966214,2.3731856,0.85337794,-0.9828787,1.2916504,1.9668057,1.4991221,0.0062097767,-0.02607495,0.5239464,0.32675183,-0.48857677,-2.0695198,-2.8951783,-1.0913342,-1.3908865,-1.8149753,-0.50622517,2.5667143
organic_chemical,-0.6861242,2.8818517,0.5590788,-1.2107605,0.59998775,0.69823736,0.17404631,-0.70514643,-3.2710776,-2.6444678,-2.1011777,-1.2144287,-2.4687276,-2.5768025,1.6600525,0.49904922,-1.817994,-3.3675663,1.7912476,1.2911177,-2.521885,0.038017973,-0.9289361,1.3873883,1.9494808,0.3091895,2.5860534,0.40432394,-1.7671484,-0.8452176,-2.332099,2.2374072
behavior,1.2663013,0.41393203,-0.42809626,0.2921046,1.298602,2.1012182,-4.883997,-5.8201213,-4.880905,-2.2817934,-1.8427905,0.50112003,0.57768214,-3.888104,2.0276003,0.20353097,-2.2735486,2.253982,1.2456174,-1.5293194,-1.3137821,-1.5909185,-4.463474,-4.4769506,-2.8951173,-0.45749184,0.27689907,1.7350837,3.3629293,2.1673458,0.92242354,2.9491596
