,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
location_of,-2.5204787,0.2283888,0.27807325,-1.9124094,1.0345035,-1.2710662,-0.9599456,-2.3735065,-0.091083474,-1.2549973,0.47260323,-1.196828,0.92556965,0.32290453,0.114523515,0.7519725,-0.9706601,0.93435884,1.8873104,-0.26225257,1.4699128,-1.7244276,-1.7436503,-0.40692398,-2.6255429,-0.8003307,-2.3208559,-2.529446,1.4369131,-1.7597479,-1.4087665,1.9936576
manifestation_of,-2.942996,-1.1584721,-0.6724923,2.3743215,0.30761713,0.9165586,0.6306884,0.17081052,0.85576993,1.7180566,2.2904282,3.984771,0.5784783,0.16303559,1.695025,-1.0804716,-1.1419979,2.0089197,1.8642569,2.2662427,-0.048487213,1.950659,1.3063667,1.3593917,-2.223174,0.6822256,1.944269,0.9322054,0.073869355,-1.4132887,-3.491595,-0.23843737
isa,-0.8509941,1.382488,0.6530901,-1.288234,-1.8951473,-1.9070957,-0.5836248,0.052334145,0.8923382,-1.0633982,0.48762137,2.493725,-0.45567352,-1.7454946,-0.8546154,1.2665867,-0.1797947,-1.0777452,-1.1742127,-0.9490801,-0.34614477,1.1158385,0.31045496,1.705138,0.8655422,3.0153494,3.0980191,-1.7233719,-2.269458,-0.29924527,-2.666425,-3.4265802
affects,-1.1156665,-2.0823402,-0.12637956,-0.2596481,-0.24573229,0.7644556,-0.1118964,-1.3448117,-1.7687836,-0.49084556,0.59400773,0.9833425,-0.6928156,-1.6640778,-1.3068043,-0.48589927,0.6122389,-1.0825349,0.86847323,2.362637,0.27427673,0.56508785,-1.7755188,-2.1780405,-0.74231577,-1.3765415,1.204744,-1.2239438,0.5055328,-0.9324558,-2.6852503,-3.1346676
associated_with,0.5971743,-0.6374679,-3.095361,-0.66257817,1.0258666,-0.29631215,1.469798,-0.059511103,-1.6851641,-1.9282882,0.15167798,1.8754863,0.9841069,-1.0016563,-0.084747694,1.9898145,1.9476922,1.3876594,1.7972364,-1.023218,-0.20109361,0.30546665,-0.7004743,-0.91619945,-0.41356152,-1.7513422,1.0197139,-3.0033197,-5.4649906,-1.3381317,-4.1476398,0.7832168
interacts_with,0.9982814,0.8151522,1.6125414,0.10156683,-0.61707985,-0.11973251,0.8970226,0.878602,0.37022775,-0.52297294,0.42919508,0.044912796,-1.0457673,0.590891,-0.6655254,-1.3948354,-2.5261123,-2.7654948,-0.014849193,-0.24076638,1.6628845,0.72743505,1.2921528,-1.1492786,0.34661546,-2.037274,-1.3600075,1.179229,0.2627653,1.740615,1.1662544,-1.8785038
result_of,1.3145081,0.9171955,0.28050697,-1.0291749,-0.013701846,-0.111482546,-0.17087297,-0.6818796,0.06495556,-1.13498,-0.19778986,-0.15843572,1.4307413,0.24725665,-0.9860454,0.12738259,-0.38474727,-0.21566145,-0.616814,0.4357568,-1.6654334,-0.85183775,-0.6514355,-0.5415755,1.2307134,-3.1346219,2.5404956,0.7486985,-0.72585297,-0.67677706,-1.4550934,0.4260862
complicates,-0.45241994,1.547945,0.743393,0.021066532,1.4696048,1.3285872,-0.29463607,0.82391304,1.0074147,0.15664628,0.4263705,-1.1058831,-2.7797906,2.0300307,0.11090963,0.9850621,1.1870602,0.5303265,-0.21341571,-0.16279376,1.1390961,0.1321528,1.8898138,1.7759404,-0.96326846,0.086867064,0.5907569,2.2326007,1.443576,0.12269475,-2.5643215,-3.646113
occurs_in,-2.9921565,-0.42945385,-1.2686257,0.37900725,0.44601655,0.8711692,1.8478553,-1.3553748,1.339025,0.25462168,0.5946484,0.6515464,-1.8155656,-0.91311145,-1.7330881,2.0510702,0.77126795,2.6392114,1.234006,0.41046828,-1.6054816,-3.3962927,-2.1582747,1.0591909,1.5633793,1.4276243,-0.7962593,-3.0190692,-3.782172,-4.764238,-1.0553995,1.783052
uses,0.87055486,1.0632026,-2.0914695,-1.0743794,0.46895427,0.80191994,0.040239282,4.7802563,-4.5125427,-4.2314515,1.3115758,-2.010403,-5.2381463,-3.55855,1.1690546,3.737464,3.1893675,5.215655,7.2690535,3.823994,2.2198253,3.794774,3.0153105,3.5487287,1.1786839,0.27286863,0.6721143,-4.440654,0.6346224,0.8276859,2.7647498,3.9047482
