,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
acquired_abnormality,-0.98908025,-1.0787293,-0.70406437,-0.45364147,0.5262832,-0.3187883,0.82810634,-1.2227359,-0.26568502,1.04263,-0.3359283,-0.14838374,0.24056655,0.35405284,-0.010282918,-0.031190328
anatomical_abnormality,-1.1320107,-1.0826988,-0.91121256,-0.3057768,0.38381034,-0.398698,0.7857057,-0.87555414,-0.20843849,1.0940015,-0.30050257,-0.10083226,0.14588399,0.3987192,-0.06402334,0.033067513
alga,0.32860214,-1.2673004,0.8374001,0.6826878,1.1481785,0.8836652,0.7420521,0.7998982,-0.578043,-0.5435558,-0.3977188,0.09795592,0.11088527,-0.46092135,1.0379062,-0.8445628
mental_or_behavioral_dysfunction,-0.56956726,-0.5061187,0.012982964,-0.3429083,0.84296095,-0.32385328,0.89712,-0.5784002,-0.2006201,1.1483176,-0.18742867,-0.09167209,0.40524665,1.031443,-0.36412954,0.43805033
health_care_activity,-0.013169283,-1.4117831,-0.36468074,1.0815942,0.50218654,-0.11387444,1.4033037,-0.54016805,-0.96199954,-0.02148891,-0.94566655,0.5733732,-1.691699,0.4731524,1.5928367,-0.27687106
population_group,-0.88818264,0.567259,-0.99672085,-0.98256725,1.4033,0.112660386,-0.7135412,1.0900345,-0.5786273,-0.5951634,-0.38764277,-0.3157412,-0.011058458,0.1610997,1.0652925,1.1994623
clinical_attribute,-1.8023791,-0.34664273,-0.4881266,-0.9486635,0.8760486,-0.13859878,0.29834026,0.5332225,-0.24454397,0.3574265,-1.2026688,-0.64944714,-0.72878265,1.5148941,-0.4639754,-0.15606242
body_part_organ_or_organ_component,-1.3419398,-0.6052967,0.054919615,0.08571356,-0.15904866,1.2530128,-0.5175998,-0.25337723,0.8166701,-0.30010018,0.056631748,-0.17996924,-0.12475702,0.07687333,1.255107,-1.4648492
biologically_active_substance,0.5479739,-0.6819008,-0.36152607,-0.13703106,-0.5252188,0.01557021,0.14764415,-0.32725167,-0.88537985,0.003823021,-0.85345495,-0.50546587,1.2011611,1.0379946,0.31515178,-1.1769615
disease_or_syndrome,-0.7357328,-0.51307297,-0.1824079,-0.20241009,0.6322747,-0.20881693,0.9538822,-0.671382,-0.17938839,1.3249214,-0.2571732,0.0709423,0.3435045,1.0517863,-0.31668466,0.5104293
carbohydrate,0.37279987,-0.35896733,-0.50030315,0.23224203,-0.3516535,0.56341106,0.18551889,0.43999055,-1.0124279,-0.38199338,-1.3048073,-0.2414034,0.40260386,1.103926,-0.075958245,-1.3638535
molecular_sequence,-0.9374208,0.76065725,-0.006314192,-0.8971617,-0.21568409,1.7717932,-0.5245128,0.67983776,0.40505496,-2.1476758,-2.1920693,0.6228893,-0.05731152,0.6699243,-0.008472163,0.32603282
steroid,0.3421315,-0.24878219,-0.28054345,0.096240476,-0.51181287,0.5606838,0.004583284,0.84638333,-1.2707869,-0.37252676,-1.4530606,-0.023792958,0.53148997,1.2591801,-0.41176784,-1.2582483
