,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
location_of,1.8833613,0.44307625,-0.5074191,-1.4455662,0.021455511,-0.8315561,0.17998718,-0.58520484,0.5476029,-0.33004153,1.6819801,-0.4591694,0.43992972,-0.08398269,0.33546785,0.6422489,0.606411,-0.23664317,0.816915,-0.34088463,0.32623756,-0.97005934,-0.13656387,0.8531041,1.4102349,-1.2135196,-0.2500638,0.3750831,-0.5152563,-2.095634,-1.1278778,0.047514178
manifestation_of,0.15728314,-0.20439146,1.2464377,-0.39494392,-0.3714522,-0.76315767,0.39640254,-0.92763263,1.4580448,0.4683655,0.31973207,-0.75294036,-0.29579732,-0.53296864,0.24578778,1.003718,-0.442424,-0.58523756,1.5221442,-1.0656431,-0.31857696,0.5306851,-0.1217735,-0.054796893,-0.8110335,-2.6428645,0.06442279,-0.31087816,1.1654625,-0.4557141,-0.63407755,2.0406487
isa,-0.14781041,0.82756275,0.26733816,0.4928843,0.8632712,1.2417296,-1.6693407,-0.6087645,0.2281887,-0.7651001,-0.42432716,0.41938788,0.4349787,0.6039082,-0.6898975,-0.09580405,-0.31526837,-0.13183108,1.0750566,0.7653047,0.47857198,0.61447287,0.53521913,-1.3615453,0.26990733,-2.0566363,1.3196433,0.35388443,0.18312016,-0.06975853,0.8362306,-0.010683411
affects,0.4326434,0.61331254,1.910626,-0.29447234,-0.1300113,0.7253042,-0.045261726,-0.6814644,-0.43427226,0.57302564,0.061745785,-0.11051832,0.5894587,0.07978168,0.63085824,0.10648082,-0.72461927,-0.9761174,-0.6423956,0.10015855,-0.035985578,-0.038064566,0.08864179,0.24433026,-0.14772077,-1.4194613,0.6223624,-0.46579856,0.6817544,-0.22279912,0.77288014,-0.95319694
associated_with,-0.24886952,1.0138695,0.13485537,-1.5935249,0.6037424,-0.123570636,0.24449648,0.42773286,0.08357838,-0.19579446,0.44484252,-0.32116738,-1.1334898,-0.15811566,0.2403492,-0.1558783,-0.18925795,-0.121594936,1.8150042,-0.983703,-0.10564151,0.42329597,1.6133556,-0.19385694,0.67038274,-2.1221883,-0.5058387,0.4085335,-0.6718887,-0.7757979,-0.79016495,-0.94463366
interacts_with,-0.10310024,0.28818038,0.9613913,-0.251624,0.18818039,0.7054919,-0.17499182,0.54443914,0.58169997,0.005296723,-0.29853848,0.44466865,-0.20327635,1.1346343,-0.07444497,0.6437672,0.07304658,0.15666941,1.2089727,0.6488421,-0.26032943,0.27977538,-0.17485286,-0.011558709,-0.5114139,-1.2011473,-0.0071687554,0.064917766,0.29298088,-1.1250383,0.09995291,0.013810307
result_of,0.6793425,0.39527267,0.9018159,0.6083058,-0.39929911,-0.5268443,-0.0117099,-0.3206555,0.07261615,-0.39285162,-0.316224,-0.23139396,-0.095227934,-0.51793826,-0.39392588,0.41247162,-0.14913115,0.49184883,2.0736947,0.4419688,-0.4195263,0.27703682,-0.14415143,-0.32817546,0.84871525,-2.704889,1.1041912,-0.6345359,0.45275435,0.09811212,-0.07345619,-1.1456884
complicates,0.4532363,0.45825747,1.5792029,-1.3908503,0.50787914,-0.060660556,-0.506685,0.5132295,-1.4391012,-0.32117042,-0.18229415,0.064585395,-1.2543145,0.4687999,0.20285997,-0.4922227,0.14959405,0.15738724,0.44881353,1.7106234,-0.42057353,-0.5548038,0.840942,-0.58632493,-0.2786312,-2.0267687,1.1058095,0.58654654,0.050237373,-1.378543,-0.5834558,0.96093285
occurs_in,-0.58258134,0.6611377,-0.08898282,0.5565589,0.68652976,0.16381061,-0.23693496,0.19826902,0.7892891,0.03060056,-0.2402342,1.5722214,-0.6330123,0.1853422,0.08529954,-1.9926163,-0.78744286,-0.6790509,1.8702577,0.55172116,0.17581157,0.3842746,1.2044559,-0.29757768,1.1301321,-2.127297,0.15351927,-0.8235798,-0.0707054,-1.5595818,-0.829908,2.2168093
uses,0.3956484,0.91196406,-0.30877984,0.050740317,1.7928115,0.26482257,0.18194395,-0.8657486,-1.1100284,0.4844036,0.9578105,-0.8456585,-0.039307624,-0.5246275,-0.13977379,1.3073485,0.46479812,-0.16447638,-1.9679841,-0.3429274,-0.9170041,0.45286465,-0.0047013815,-0.010730426,-0.13906716,-1.1285009,-0.12279453,-0.9782644,0.55325013,-2.3701556,0.092472225,-0.40519086
produces,0.74824554,1.1253934,-0.053401627,-0.7411226,1.057774,-0.6718275,0.048401825,-1.6940552,-1.4289526,0.3278242,-0.7108836,0.011939584,-0.95596874,-1.0986979,0.60739166,0.84026,-0.111985296,-0.42275685,-1.2903168,0.8638006,-0.8615019,-0.9552764,0.5112953,-0.55735695,0.61779726,-1.104213,0.15909651,-0.9255018,0.20071016,-2.5007536,0.9541051,-0.7380796
degree_of,-0.7838173,-0.3689651,0.8289116,-0.56785846,1.1585894,1.4179484,-0.5814266,1.8288258,-0.5175616,0.6087583,0.7683131,1.4106138,0.7699226,0.07531797,-0.23616344,0.3233746,-0.73504055,-1.6251585,0.6202629,-0.07529566,-0.6838805,0.44817224,1.2126312,-0.22084954,0.52623236,-3.8221288,-0.91365516,-0.46033582,0.1655026,-1.2932526,1.166653,2.107236
connected_to,0.10484239,0.85700935,0.80207366,-0.758274,-0.32745427,-2.1676788,-1.2610875,-0.6529563,1.3917841,0.041912276,1.4204044,-0.6501044,-0.88534755,1.0820066,-0.43703783,1.1806897,-0.088081434,1.8814551,-0.9960163,0.69453126,0.22691962,-0.16964108,-0.66017205,0.4341399,-0.73081106,-1.8530903,0.27534154,-0.531595,0.61747456,-2.2828164,-1.6393476,-1.4446105
process_of,0.56237596,0.15724343,1.7197058,0.115921855,-0.30958506,0.86541367,-0.7034956,0.730069,1.7563069,-0.29142818,0.08812985,-0.17512065,0.024883443,-0.9073937,0.36817577,0.82012284,-0.1822628,-0.9279435,-0.62648255,-0.3636768,0.043972753,0.9362937,-0.13865255,0.111303926,-0.14065118,-1.8676744,-0.3167264,-0.49119586,0.4393556,-0.5615668,0.4678932,-0.14205725
co-occurs_with,0.15437698,0.13700089,0.4275502,0.39650574,0.4379967,-0.5649782,-0.31456295,0.7417839,1.6483614,0.81925875,0.61604065,1.2000085,0.9302906,0.33781812,-0.5017766,0.42386562,-0.33334744,-0.17917995,0.4435104,1.2508954,0.16569926,-0.4493053,1.2227912,-1.2301986,1.0742732,-2.7331593,-0.385242,-0.9215721,0.9364421,-1.6215223,-0.41619295,1.9316051
disrupts,0.04936951,1.4226507,-0.10738205,-0.07241598,0.07008508,0.006760966,0.08155588,-1.3871182,-0.83263326,-1.9422837,-1.0606143,-0.10586108,-0.8589956,-0.4648769,-0.138833,-0.24589124,0.04028265,-1.1094935,-0.1442306,1.0494758,-0.29429182,0.40376428,-0.860639,-0.24171986,0.51454437,-1.4434066,-0.527215,0.3698625,-1.0685197,-1.7102343,-0.0507351,0.376823
issue_in,0.0049797455,-0.09130376,-0.110062666,0.027040845,-0.028525177,0.10630037,0.34301612,-0.09122402,-0.09875225,-0.2176743,0.23973863,-0.18552938,-0.07452324,0.21689571,0.35548428,-0.16873723,-0.07641487,-0.15224323,-0.14032096,-0.016525963,-0.26544428,0.14351432,-0.07205069,0.07944403,0.1148303,0.07965027,0.062827244,-0.262067,0.13791415,-4.5632815,0.122784905,-0.23530649
part_of,0.29105648,0.66943175,-0.12818468,0.2065527,0.33127123,-0.9351945,-0.3135338,0.0030952466,1.7206428,0.17850699,0.115175694,0.22066152,0.36263514,1.6666405,-0.09865748,0.29163617,-0.16296487,0.31630144,-1.0462134,-0.82253134,-0.3896496,-0.75629854,0.10232191,0.08068783,-0.078712344,-1.3658719,0.48974308,0.48234367,-0.21486357,-1.3599515,0.22669543,0.15034518
measures,0.08693734,-0.68183625,0.10684954,0.13386314,-0.0011807487,1.1354027,-0.35328916,-0.09486535,0.23293911,0.12325845,0.36999655,0.2595698,0.16807382,-0.80976236,-0.023088804,0.032714065,0.43553784,0.19281036,-0.2884623,-1.4007256,-0.3914006,-0.89576834,0.04493751,-0.66277754,-0.9161043,-1.1433911,-0.03563119,0.1860531,-0.23722263,-1.9733595,-1.8752636,0.2677965
prevents,0.818805,0.8843583,0.14025778,-0.4919715,-1.2613863,-0.18845017,-0.8540619,-1.4720491,-0.45615214,-0.7400518,1.148738,-0.8733669,0.41060528,1.0798724,1.2148167,-1.2128185,-0.41077545,-0.4518441,-0.399816,0.40848032,-0.3935987,-0.16364147,2.1630268,1.474247,-0.07055779,-3.3898582,0.041789632,1.153294,0.1172174,-1.1924254,-0.16667065,-0.1700871
causes,0.28764883,-0.6144678,0.036729466,0.17155759,0.026764356,-0.23553467,0.21557821,0.16943578,-0.02956872,-0.3268969,0.6261819,-0.50008756,-0.039196637,0.043068253,-0.4196119,-1.147321,-0.27369857,-0.23017393,-2.0201428,1.1863078,-0.0078076087,0.52784157,0.20634049,0.09254014,-0.4557545,-1.7781736,-0.27047858,0.06464001,0.54735273,-1.2726314,0.4831026,-1.0618163
indicates,-0.24010885,0.71550775,2.0160022,-1.3961548,2.3340042,-0.45627347,-0.5336757,0.0322791,0.5068156,0.62242657,-2.635886,0.20796879,-0.2111432,-0.13072008,0.09110049,-0.78930575,-0.6211192,0.59209496,0.041264683,-1.1214637,-0.16145542,-0.9138305,0.051224917,1.1402425,-0.6030738,-2.1239004,-0.36668763,0.072263815,1.2612485,-1.4018515,1.2459512,2.3872585
treats,0.64660436,2.177342,-0.4009523,-1.4475188,-0.8771116,-0.39976352,-2.7664447,0.14279984,-0.43296644,-0.2485823,0.75797707,0.934212,1.5663098,-0.9218457,-0.3198072,-0.7811375,-0.29141206,-0.08012252,-0.36769584,0.044210754,-0.7222983,0.506344,2.2704325,-0.21198471,0.52382916,-2.1501045,0.45865765,0.19349042,0.978735,-0.90209657,0.059390105,-0.4682493
evaluation_of,-0.002502995,0.4425387,0.42984226,-0.23012313,-1.0140643,-1.1799071,0.5360103,0.17326139,1.4828436,0.204574,-0.40015578,-0.6366703,-1.1741703,0.6459408,-1.4155385,0.42283484,0.041747328,-0.016847953,0.38252187,-0.7653936,0.31553426,-1.0384467,0.8006863,-0.44152692,-1.2361218,-2.4436684,-1.1177204,0.3871348,1.1527448,-0.73653126,0.9422882,-0.0022505724
diagnoses,-0.45671067,0.4788571,1.3537656,1.3873544,-2.1998038,0.5221561,-0.05824027,-1.4731565,-0.8815777,-0.31307065,-0.5083741,2.246619,-0.7790493,0.1485899,-0.23424076,-1.7987009,-0.7947307,0.8557984,0.0063261306,-1.2450414,-2.5617611,0.20425537,1.5528926,0.42088994,1.4196253,-2.8914301,0.87452686,1.7183838,-0.3400695,-1.8769181,0.600458,0.4289343
exhibits,0.41134575,1.5623906,-0.3504563,-0.13974974,0.086812146,0.42765808,-0.09040521,0.3041601,-0.13811271,-0.13311823,0.07382152,-0.30913174,-0.35879737,-2.399367,0.14797978,-0.26115593,-0.84035,-0.692591,-1.4211595,0.65631646,1.1057936,0.5375318,-0.06368018,1.3637853,-0.03267588,-2.633418,1.3625073,0.67795646,-0.82961357,-0.83021843,0.21873891,0.68153083
