,0,1,2,3
acquired_abnormality,-1.4190396,-0.64145,-0.71982443,-1.515983
anatomical_abnormality,-0.0064282473,-0.5023276,-1.0415401,-1.5089442
alga,-0.6207014,0.3822825,-0.68253314,-0.18872067
mental_or_behavioral_dysfunction,-0.308672,1.5830419,0.20565271,0.36855376
health_care_activity,-0.63604146,-1.0984644,0.75057936,0.26551205
population_group,0.7727116,0.14918934,-0.7637986,0.70112497
clinical_attribute,1.1184522,-0.09811605,-2.200419,-1.363885
body_part_organ_or_organ_component,0.14969379,-0.54467624,-0.70662296,-0.2014728
biologically_active_substance,1.7655451,-0.017002583,0.04839556,-0.6791221
disease_or_syndrome,0.0991201,0.10897268,0.053011667,-0.3742794
carbohydrate,-0.07060235,0.29322413,-0.10971411,-0.031827245
molecular_sequence,2.2538824,-1.0280894,1.5048999,-0.5997817
steroid,-0.8306527,0.54905176,0.15081528,-0.42594382
experimental_model_of_disease,0.6531672,0.33083516,1.1014615,1.9057076
patient_or_disabled_group,0.05980645,0.8642389,-0.25227216,-0.6485753
professional_or_occupational_group,1.6199253,-0.78855103,-3.247067,-0.67230177
nucleic_acid_nucleoside_or_nucleotide,0.0296244,-0.91659,-0.58443415,-0.9077532
organism_function,-0.3038026,-0.09965487,1.5732948,-0.041844264
mental_process,-0.58673394,-0.07344222,-0.8797263,-0.73028386
therapeutic_or_preventive_procedure,-0.36261922,-0.45762837,0.45206514,-0.90060985
cell_function,-0.3970904,0.18757625,-0.5526407,0.71397406
pathologic_function,-1.3239434,-0.3966498,0.2691322,-0.062401854
organ_or_tissue_function,0.3142266,-0.48255622,-0.96644694,0.7013886
enzyme,-0.94993633,-0.52550125,0.39374658,1.9038651
cell,0.56871015,1.1538279,0.7151599,-0.8289804
cell_component,1.3025721,-0.9190038,-0.85221666,1.0198627
cell_or_molecular_dysfunction,1.2420503,0.55111706,-0.19168346,-0.14947127
hormone,-1.993644,-0.5137844,-1.4776231,-1.0245444
organic_chemical,0.78227973,-0.6105968,1.2412496,0.76916206
behavior,0.10630428,0.21993254,0.44438276,-0.4740438
neuroreactive_substance_or_biogenic_amine,2.4556344,-0.34413025,0.027107019,1.753089
embryonic_structure,-1.8917089,1.7784109,0.19641823,0.24589464
neoplastic_process,0.61630565,-1.8621545,0.34529284,1.0961992
laboratory_procedure,-0.20874067,-1.6604309,0.70881313,-0.70469576
natural_phenomenon_or_process,-1.5035402,-1.8041294,0.64504904,0.66108054
immunologic_factor,2.187855,0.7088928,1.6105077,-1.7047887
receptor,-1.2516755,-0.88701236,1.5380498,0.71602494
self_help_or_relief_organization,0.38149622,-0.33581096,0.46077067,-1.45472
pharmacologic_substance,0.48930237,-0.0028712219,0.34235796,1.2174516
molecular_function,1.6299477,1.7397603,-0.8199646,2.4456458
regulation_or_law,0.42321473,-0.13970587,-0.8280767,-0.36377454
human,-0.52524745,-0.882073,0.97399545,1.0553505
eicosanoid,0.21798413,1.4874771,1.1176513,-1.7807523
amino_acid_peptide_or_protein,-0.34753293,-0.8602732,0.0029823624,0.006974159
group_attribute,0.7633781,1.077781,0.46041375,1.5360512
organism_attribute,-0.8935505,0.20405608,-0.12257495,-0.2788017
finding,1.6359091,-0.34786844,0.1559606,1.3088015
congenital_abnormality,0.034348227,0.994308,-0.25066498,0.85273576
anatomical_structure,-0.63990545,0.9116627,1.7000419,-0.116333134
molecular_biology_research_technique,0.6106454,-1.7531306,-2.8305488,-0.48436174
diagnostic_procedure,-0.46042427,0.9211714,-0.8209664,0.5311782
biologic_function,-1.4336048,-0.0843081,0.83707833,0.15162158
tissue,0.8365549,0.9514219,-0.43879247,1.2577068
hazardous_or_poisonous_substance,0.16673848,1.8124449,1.9029865,1.2243061
chemical_viewed_functionally,-0.91158754,1.2594624,1.2089497,-0.50966847
reptile,0.13928798,-0.6522213,1.383706,1.6872786
family_group,1.5446227,-0.47932127,-0.36411113,-1.3808717
virus,1.1572711,1.1864103,0.3076766,0.30136964
indicator_reagent_or_diagnostic_aid,-0.15817444,0.41045195,0.86002475,-1.308592
sign_or_symptom,1.6538589,-2.2592216,-1.0102441,0.39505914
antibiotic,0.106140785,0.9805,1.4034628,-0.46663576
chemical_viewed_structurally,-0.65722,-0.14291403,-0.15005058,0.05106072
body_space_or_junction,0.4064906,-0.67445,-0.51326853,0.92014724
amphibian,-0.030970307,-1.1091439,-0.014035143,0.6208356
health_care_related_organization,-1.1592585,0.90020275,0.2526572,0.72339535
fish,2.3181288,0.93077904,-0.528218,-1.7595102
physiologic_function,-1.1325009,1.6249397,-1.0133934,0.7595311
animal,-0.5277939,2.1762092,-0.48407108,-2.4007561
injury_or_poisoning,-1.0163927,-1.0121374,0.7313826,-0.4084556
lipid,-0.20616187,-0.11523417,0.7593435,1.0011096
plant,0.9098335,-1.822111,-0.28015018,-0.5782597
organization,0.2417329,1.08015,0.21819498,-0.57375026
genetic_function,-0.14023428,-1.2528177,0.3603589,0.21413183
gene_or_genome,-1.465556,-0.98112136,-0.8857854,-0.3800881
laboratory_or_test_result,0.88604695,-0.116721064,1.0711396,0.57250524
spatial_concept,0.7092848,1.2705643,-0.86051077,0.42629343
rickettsia_or_chlamydia,0.9549752,-0.40925178,0.05044974,2.2475498
body_substance,-0.606876,0.8829924,0.17744443,-0.31506303
intellectual_product,0.15965015,0.75193936,-0.3184249,0.11325751
element_ion_or_isotope,1.1002795,-2.179308,-1.1128386,-0.7940905
research_activity,0.56838757,-0.8397479,-0.0030777827,-0.27712324
geographic_area,1.3276246,0.42637816,-0.7640629,-0.8778621
professional_society,0.688623,0.69659364,-1.0993539,-0.75874853
organophosphorus_compound,-0.6177131,0.6790768,0.07299912,1.0403937
body_location_or_region,-0.51965386,-0.5297665,-0.47934067,-0.0671141
invertebrate,0.7764667,0.22399756,0.19507053,-2.2612398
age_group,0.27163145,0.37603447,1.2032531,1.168158
human_caused_phenomenon_or_process,0.23548809,0.6174085,-0.34801933,-1.8584412
phenomenon_or_process,0.19299307,0.83620065,0.5804325,-1.7993904
individual_behavior,-0.67563796,-1.3236259,1.6310091,0.06624157
bird,0.7777591,-0.024389353,-1.811257,0.7908592
mammal,-2.62353,-0.14345467,0.4001265,1.1327549
qualitative_concept,-0.5315523,1.0503988,-0.006549993,-1.2864481
environmental_effect_of_humans,-0.9185058,0.8916293,1.2198153,-0.8442429
social_behavior,1.2097266,-0.39611134,-0.28654388,-0.54712695
biomedical_or_dental_material,0.6227653,0.33355382,-1.0362456,0.90444374
quantitative_concept,-0.5690951,-0.09169929,1.4784338,-1.3321352
inorganic_chemical,0.6952618,-0.64010584,1.1604491,0.57136446
drug_delivery_device,-0.2904453,1.760878,-0.04431773,-0.16320236
educational_activity,-0.53596747,-0.5449668,-0.35266614,-1.9346623
chemical,0.48144624,-1.4348043,-0.94861597,0.042083167
vitamin,-0.1943961,0.2180521,-0.27123362,-0.08037926
fully_formed_anatomical_structure,-0.7204727,1.1278902,0.5124625,-0.39850402
group,-0.86186856,0.3671723,-0.584553,-0.46890596
nucleotide_sequence,-0.39533365,0.25115836,-0.30148122,0.5992469
body_system,-0.35606566,-2.3181095,-1.2911273,0.02791152
food,-0.055230834,-2.2491298,0.61269367,0.53402495
bacterium,-0.30588582,0.59346,0.34883928,2.1648402
fungus,0.85156685,1.3478118,1.4183611,0.04646026
research_device,-1.500886,-0.05215621,0.34797764,0.6274592
governmental_or_regulatory_activity,0.6654221,-0.20717219,0.032901958,-0.42456532
idea_or_concept,-0.29940736,-1.1730093,1.9486034,-1.7704442
occupational_activity,-0.09090641,0.17823394,0.23962401,0.18947774
physical_object,-0.49027762,0.9332228,1.758916,-1.1258304
vertebrate,0.66455626,0.12964998,-1.5521224,1.6075339
substance,-3.167073,0.5687763,-2.017881,-1.4642525
medical_device,0.9796579,1.3299896,0.49262214,0.73247075
manufactured_object,1.0711994,-0.40787616,-0.48511523,0.48609114
classification,-0.086226046,-0.64782834,-0.20483607,-0.47311637
daily_or_recreational_activity,0.23825596,-0.58970916,-0.80706024,0.57465875
conceptual_entity,-0.30539465,0.04850567,-0.47758275,-0.56626225
occupation_or_discipline,0.63583654,0.5958026,-0.51389855,-0.45575356
amino_acid_sequence,-1.4232783,-0.68872577,-1.1103505,1.2395653
clinical_drug,-2.0974765,0.38532564,-0.1150974,-2.4404771
activity,-1.4769775,0.2752131,-0.04453938,1.4279251
event,0.16808093,-0.29161835,0.0898305,-0.49002907
temporal_concept,0.99103045,0.6511806,0.490204,0.47248563
archaeon,-0.33967477,0.37450513,0.38886562,-0.4688538
language,0.4638922,1.2719008,-0.25934935,-0.15886807
biomedical_occupation_or_discipline,-0.09993842,0.54599637,-0.1898445,-1.2436405
functional_concept,0.033917848,1.3233532,-1.732133,0.028146984
machine_activity,-0.38684332,0.15739633,-0.66852933,-0.17919302
entity,0.25218207,1.1564231,-0.019694712,-2.3655105
carbohydrate_sequence,1.5906892,-0.54191107,-0.09048453,0.8046774
organism,-0.60108584,1.094671,0.52892643,-0.94928837
