,0,1,2,3
acquired_abnormality,-0.49917033,0.6929072,-0.98958933,-0.33219615
anatomical_abnormality,-0.7508313,0.93690753,-2.4741971,-0.20761634
alga,-2.506302,1.9596,1.8487699,-3.2106035
mental_or_behavioral_dysfunction,-0.467291,0.081637904,0.029671174,-0.44600418
health_care_activity,2.6980898,-1.7006152,-0.3647866,-4.076301
population_group,0.95100707,2.3260248,1.3398446,-1.0652993
clinical_attribute,-2.8914318,2.523804,1.3537619,-0.14690612
body_part_organ_or_organ_component,-3.0928037,2.316558,-1.7879272,1.1352237
biologically_active_substance,2.881567,-3.1671836,-1.2349283,1.0309895
disease_or_syndrome,-1.0400627,-0.4274972,-1.2309117,-1.3747691
carbohydrate,1.7821603,-4.5492606,0.03107112,3.6455522
molecular_sequence,2.6566582,1.4111803,2.7389922,1.5664182
steroid,2.2527182,-1.4039478,-0.6553375,0.34611806
experimental_model_of_disease,-1.2785745,-0.39241832,-1.0886397,0.0853416
patient_or_disabled_group,0.66687536,4.131986,-1.9323121,-0.044817276
professional_or_occupational_group,0.35388115,4.6797166,-0.9885067,-1.6006603
nucleic_acid_nucleoside_or_nucleotide,1.2553159,-3.2472093,-1.5200678,1.268728
organism_function,-1.5301204,-0.11769777,1.6539204,0.5948065
mental_process,-0.7625575,-0.64085543,-0.08620205,-0.9350434
therapeutic_or_preventive_procedure,0.5909645,-1.6876256,0.23408619,-1.1599835
cell_function,-1.1184604,0.12460068,-0.9727013,-0.09833979
pathologic_function,-0.55591756,-1.6014414,-0.99312717,0.32614735
organ_or_tissue_function,-1.1744294,-1.4623877,-0.5683941,-0.94176936
enzyme,0.4807893,-1.0965359,-0.18914855,3.1065805
cell,-0.8963378,0.69912213,-0.74258995,0.5564841
cell_component,0.110140696,-0.33671278,-1.061973,2.5155807
cell_or_molecular_dysfunction,-1.0182153,-0.14217317,-0.7566222,0.005860909
hormone,3.0612798,-1.309853,0.6058052,0.59241307
organic_chemical,3.0105927,-2.9395761,-0.6962652,3.1524658
behavior,3.338146,1.390882,0.7095346,-3.3608189
neuroreactive_substance_or_biogenic_amine,2.7787879,-3.0513608,0.20844072,2.0756967
embryonic_structure,-2.5852675,2.6621623,-0.40244588,2.3731909
neoplastic_process,0.07162822,0.037382245,-1.5184076,0.0077122934
laboratory_procedure,2.0949733,-1.9002948,0.31276697,-1.6954689
natural_phenomenon_or_process,-2.3391104,-1.1377742,1.4596364,0.13491961
immunologic_factor,4.284989,-1.9258609,1.3470259,2.9041355
receptor,1.6544529,-3.8746376,0.19920258,-0.07916075
self_help_or_relief_organization,1.7670995,4.313611,-3.2598975,-0.5748896
pharmacologic_substance,2.442683,-2.5321736,0.8695464,1.585262
molecular_function,-3.1854165,-0.50700563,-0.74795187,0.1577062
regulation_or_law,2.5405352,3.6806865,-1.568856,-1.2125618
human,-3.5814683,0.46653187,-2.4484317,-0.5889475
eicosanoid,1.9708059,-3.0114582,-1.4786885,1.9102285
amino_acid_peptide_or_protein,2.0454783,-6.245994,-0.6743494,3.1486921
group_attribute,1.6504787,2.677413,0.17615165,1.49876
organism_attribute,-0.8284476,3.2948704,-0.5212807,-0.3081049
finding,2.6059928,2.530607,-1.2321113,-1.0235846
congenital_abnormality,-0.34444457,0.87017083,-1.5704013,-1.0215249
anatomical_structure,-5.268069,3.232898,0.79249024,4.382574
molecular_biology_research_technique,3.311736,-2.3316853,-1.4996147,-2.5809026
diagnostic_procedure,3.4269602,-1.1773567,-1.3993236,-1.0496219
biologic_function,-2.8579044,0.5727853,-0.16548154,-0.6095925
tissue,-3.3438387,3.687274,-1.1113036,2.7283087
hazardous_or_poisonous_substance,2.5002072,-2.711162,1.2987511,1.9844701
chemical_viewed_functionally,0.4329064,-1.4954653,0.20692371,2.334056
reptile,-3.0296328,-0.6717598,1.6931164,-3.5736594
family_group,0.79562426,2.938536,-1.1890368,-2.5718324
virus,-2.8865008,-0.41578552,1.2860637,0.4268406
indicator_reagent_or_diagnostic_aid,1.6025003,-3.8514786,1.234087,0.70278186
sign_or_symptom,2.6492488,0.521076,-0.05097092,-0.673032
antibiotic,0.3347482,-2.0864844,-0.69671756,0.6718406
chemical_viewed_structurally,1.5232288,-5.654772,-1.0379426,3.1389668
body_space_or_junction,-2.2847056,1.9715618,-3.033245,1.0781647
amphibian,-4.0932083,1.1394867,1.3713026,-3.112714
health_care_related_organization,0.4419296,3.1154704,-1.0557463,-1.3036416
fish,-1.8054032,0.8802417,-0.6233023,-1.9522612
physiologic_function,-2.9983032,0.29697073,-1.1211537,-0.040208258
animal,-3.8513484,1.192837,2.8325129,-1.7162783
injury_or_poisoning,-0.8654509,-0.36051375,-2.797716,0.031380482
lipid,2.9999983,-3.2845345,0.4788508,2.4690206
plant,-4.9120474,2.6777987,1.4799236,-2.7063258
organization,0.7725843,5.484305,-3.3251874,1.5235432
genetic_function,-0.5971983,-1.2803116,-0.55102164,-0.85613537
gene_or_genome,-1.687332,1.2948846,-2.6318316,2.2776866
laboratory_or_test_result,3.3176813,0.2055479,-1.5404385,-0.21735598
spatial_concept,-1.0616119,1.7491865,3.0637212,-0.86239356
rickettsia_or_chlamydia,-2.0323308,-1.1619512,2.3432395,-2.268433
body_substance,1.881852,-3.8400288,-1.817272,0.48284242
intellectual_product,3.0570796,1.5301223,2.798273,1.4920567
element_ion_or_isotope,1.9632022,-3.8537333,-0.46171927,3.1722286
research_activity,1.6848694,-1.7934604,0.33233285,-4.336422
geographic_area,-3.2079718,-3.4257176,-3.3102968,-1.5968168
professional_society,1.8357188,3.872744,-1.5504366,-0.19034584
organophosphorus_compound,2.2685056,-3.28273,-0.97966623,-0.030136704
body_location_or_region,-2.1803927,2.1045935,-3.2686887,-0.7901435
invertebrate,-1.8543192,-0.21911487,1.4275296,-0.29467914
age_group,0.5766788,3.9756155,-0.7588619,-0.052412815
human_caused_phenomenon_or_process,-2.741181,-0.23044841,2.3195753,1.9393272
phenomenon_or_process,-2.373225,-0.6150116,1.9081506,2.4464936
individual_behavior,1.0880828,0.75908947,1.211812,-4.3322043
bird,-4.4467564,0.64164466,1.3651308,-3.0422032
mammal,-5.739034,2.084597,-0.114462964,-0.5349931
qualitative_concept,4.925396,2.178728,-3.7809548,-3.354147
environmental_effect_of_humans,-0.7550132,1.5242109,5.121976,3.3264623
social_behavior,2.7017245,0.27550972,3.022577,-2.1044536
biomedical_or_dental_material,1.6200728,-3.1198375,-0.49787873,1.6880299
quantitative_concept,-1.1929731,4.850175,1.098968,-1.5515572
inorganic_chemical,2.199579,-1.9726442,-3.2399538,3.2460659
drug_delivery_device,3.5255544,0.64787555,1.8695602,-0.3044921
educational_activity,1.9969745,-1.4947072,-0.8413831,-3.5043135
chemical,1.1158584,-3.821617,2.6501615,3.254435
vitamin,0.7552365,-1.5851425,-0.3471855,0.25787267
fully_formed_anatomical_structure,-1.5854343,2.733837,-0.10324742,4.725289
group,0.5622565,3.695031,-1.2408293,-1.6066954
nucleotide_sequence,-4.3289237,1.8118039,-3.556473,-3.260295
body_system,-4.3317285,1.0453951,-2.5059037,3.5068252
food,2.350788,-2.473497,-1.4164386,-0.35491678
bacterium,-2.9654102,0.7178661,2.4474425,0.30789056
fungus,-2.4081776,-0.46144703,0.39497456,-0.67506486
research_device,4.466549,-3.5054724,4.8149037,0.8743022
governmental_or_regulatory_activity,2.4847074,1.4556694,-1.2290757,-2.9989252
idea_or_concept,-3.181074,0.79914373,2.0152335,-0.80063945
occupational_activity,3.1160386,-2.1390238,-1.0527743,-2.2036572
physical_object,-2.6118371,-0.48927227,2.7000272,2.2667806
vertebrate,-4.275381,-0.09294712,2.9412942,-0.88534766
substance,0.91214335,-1.3464555,3.2550483,4.883811
medical_device,2.5577955,-1.1783502,1.4288656,-0.7105741
manufactured_object,3.5341823,-0.4120157,3.1928349,-0.6250471
classification,4.695326,3.2536113,2.528417,1.5793834
daily_or_recreational_activity,1.9083809,-0.95301825,1.8704736,-0.9959763
conceptual_entity,1.4142249,4.001141,0.98874605,1.6258297
occupation_or_discipline,-0.33121404,4.113384,0.43915284,-6.1276493
amino_acid_sequence,4.8786035,-0.27382654,-3.38053,2.782491
clinical_drug,2.3989632,1.3153933,4.497777,-1.0042222
activity,0.20506321,-1.9380395,1.0940635,-0.45593604
event,1.5158275,-3.5418484,5.518007,-1.0575804
temporal_concept,-2.4949007,3.0071728,-2.171255,-2.6979895
archaeon,-4.3564534,1.5868957,2.280509,-2.0602705
language,2.8921707,5.1990175,-2.5918112,0.020526413
biomedical_occupation_or_discipline,1.1577392,3.862695,0.1046057,-2.886292
functional_concept,-6.266659,0.048218187,-3.1933472,-1.3627743
machine_activity,0.11458653,-4.221947,0.92046934,-0.7970713
entity,-0.83583164,0.70779365,3.938693,2.031224
carbohydrate_sequence,3.4852328,1.2491318,-0.65046364,-0.9015324
organism,-3.536096,-0.40519345,2.5362916,-1.0816646
