,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
location_of,0.015287121,0.99460745,-0.64215153,-0.68767935,-0.18327424,0.11070016,-0.6495796,-2.7911127,0.5254126,0.13064049,-0.20884177,-0.4038851,1.0516031,2.6034713,-0.57337934,-0.09632159
manifestation_of,2.6298192,0.3633138,-3.315178,-3.677581,-2.4584,-1.9992707,-1.6472634,-1.1264812,0.97054,2.5936239,2.1819394,4.3810096,3.421159,3.6644971,2.5183568,5.001774
isa,-0.32622352,0.5506021,0.23347169,0.07825496,1.0496409,-0.027630685,1.6116418,0.28343835,-0.06622132,0.018564977,-1.1923096,-0.81794393,-2.084766,0.75651336,-0.58683854,-0.10138358
affects,-2.0380154,2.8788886,1.4381742,1.4043778,0.9806127,-1.3879311,-2.2023838,-0.9269167,-1.6218958,-1.1896155,0.51976293,-0.6021627,1.4614825,0.8897853,-0.25241482,-0.91347474
associated_with,-0.44332594,-0.30439246,-0.59990084,0.4087021,0.26793352,0.029211879,2.6844084,0.109754115,1.3763974,-0.17798103,1.3603199,-1.5831511,-1.4913638,-0.5224451,1.1590424,0.056097016
interacts_with,-0.77151054,1.4369183,1.0099556,0.6990729,1.1363627,0.07400958,-2.7878363,-0.29020005,1.0381602,2.223343,-1.2234265,-1.2556015,-1.3155779,-0.42482617,1.5882006,-1.8681515
result_of,-0.35307616,1.2070535,-1.0570917,-1.1923735,-0.17463686,-0.7095739,-0.61287045,0.9976722,0.07757562,0.98309827,0.35453174,1.8513402,2.6476831,3.507724,3.1632214,4.1225014
complicates,3.6178656,-0.23282363,-0.22995715,-0.87806207,0.4727964,-2.4851372,0.1300425,-0.60286105,-0.3746824,-0.676369,1.3107256,0.033015657,0.3476915,-3.0913923,0.7846739,-0.3020348
occurs_in,4.8397965,-1.6393704,-2.868703,-1.1507516,-1.6348128,-2.7267814,0.15479986,0.7463315,1.2792708,-0.5735127,-0.51772296,1.0802321,-0.66095155,1.715321,0.40608785,0.90682817
uses,-0.09307184,-0.929232,-0.17155169,-0.11275017,0.41569716,-0.6031944,-0.62009794,2.0022254,0.41434506,1.5747346,-1.8042378,-0.98677075,0.53305304,0.035032194,0.19624256,-0.104919896
produces,-0.836707,1.9143484,1.7805012,2.2787433,-0.65714836,-0.4800758,-0.78434855,0.40091795,-1.2313217,-1.8755331,-0.023453254,0.9569683,-1.0402821,-0.9832707,-0.10165624,-1.6681892
