,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
acquired_abnormality,-0.40204814,-0.6247278,0.78175884,-0.037120894,-0.36823002,-0.4160163,-0.3237316,-0.409143,1.2133152,0.62088674,0.43672672,0.33263972,0.008779937,0.87138313,-0.28286478,0.2554691
anatomical_abnormality,-0.31019983,-0.5821634,0.7232643,-0.2027898,-0.40563875,-0.4177853,-0.22973914,-0.43014744,1.1809958,0.4145926,0.6102159,0.3977988,-0.06603718,0.8306672,-0.19598852,0.30974007
alga,0.27027753,-0.45763856,2.2700481,2.7732704,1.2315098,-0.43672463,-0.523119,-0.63804215,-0.13727903,0.18993135,-0.26063633,1.581995,1.1940808,-0.9519598,0.31088445,0.0062111802
mental_or_behavioral_dysfunction,-0.7559828,-0.1987257,-0.06829702,0.5526447,-0.37373233,-0.67916125,0.5550657,-0.3902578,1.0483973,0.094319865,-0.045685817,0.47858012,0.41231668,0.42490566,-1.1820556,0.6173813
health_care_activity,0.28590193,-1.2494625,-0.36918637,0.40707475,0.7510316,-1.9925742,-1.221737,-1.030965,0.9637954,1.650776,1.2502452,0.9248843,-0.32607296,-1.0228119,-0.20367518,-1.6741165
population_group,-0.07055138,1.5888901,0.67071426,0.7543722,0.18156788,-1.1877694,-0.32301065,-0.7389678,1.1147014,0.78546333,2.1019642,-0.4283408,-1.0167078,-1.8479681,-2.0407734,-0.4298899
clinical_attribute,-1.545639,1.3662803,1.4015443,-0.16655925,0.87030005,-1.1433747,-0.99815583,1.3716341,-0.049996156,0.40068895,0.24645542,0.18794502,0.36638847,1.0745702,-1.0505488,0.38959375
body_part_organ_or_organ_component,0.45818436,0.058226988,1.7907656,-7.0468595e-06,-0.07279128,0.6724964,-1.4164956,-0.5815361,0.5060556,0.11526765,0.59781724,3.1627688,-1.6606021,0.46183968,0.60320145,-0.28900787
biologically_active_substance,-0.42656544,-1.5075368,0.98363245,1.0048273,-0.18398315,-1.2488486,-1.3319426,-0.76894766,-1.6245855,0.3066198,0.39814743,1.3110728,0.077096336,0.79946655,-0.8755723,-2.0208495
disease_or_syndrome,-0.7288242,-0.34561244,0.02493981,0.60476404,-0.57566607,-0.8909597,0.62148345,-0.2504378,0.8807422,0.17019323,-0.14803234,0.6698093,0.336583,0.6790091,-1.1625235,0.52378786
carbohydrate,-0.25436738,-0.65672886,0.11707199,0.769025,0.4218671,-1.2886466,-1.9527886,-0.901295,-1.4497623,-0.52177644,0.11283971,1.6662095,0.00054500473,0.2440531,-3.329308,-0.91003126
molecular_sequence,-0.38934878,2.1821172,1.3284898,-0.67594314,0.6058976,0.4294382,-0.99111193,-1.40204,-0.19402544,1.7035103,-0.030650333,2.243477,-0.72182685,-2.0143244,-3.1457083,0.59986085
steroid,-0.7577586,0.017510738,0.57002366,0.37041408,0.4357666,-1.4503794,-2.5905406,-0.11084467,-1.7111918,-0.25470445,-0.29732332,1.4346629,-0.58996224,0.67328227,-3.1655364,-1.189765
experimental_model_of_disease,-0.7419285,-0.38299903,0.09678532,0.60228866,-0.18570818,-1.0168338,0.52585065,-0.14797273,0.99117136,0.0936425,0.13993508,0.6377567,0.045337163,0.8310065,-0.8371089,0.5519971
patient_or_disabled_group,0.6180185,0.4443658,0.8339606,0.19528754,0.52225095,-1.7308012,1.4694105,-0.8316174,-0.11104608,0.10806781,2.2423744,-0.17702155,0.7991615,-1.888385,-1.9019182,-0.0430396
professional_or_occupational_group,0.18437384,1.4274541,0.5111262,-0.16104893,0.041116644,-1.4599658,-0.38640046,-1.2846016,0.8832791,0.30823728,2.009848,-0.14541927,0.034636773,-1.4397968,-0.83447945,-0.7362869
nucleic_acid_nucleoside_or_nucleotide,-0.7495834,0.27817637,0.28151506,0.8374118,0.4045835,-1.891505,-1.9584043,-0.26375288,-1.422018,-0.063152805,-0.52477443,2.3851168,-0.80530435,0.623276,-3.8183372,-1.2398245
organism_function,-0.60232675,-0.23827142,-0.4327774,0.7148128,0.0714466,-0.4404738,0.24927795,-0.02615649,0.08562433,0.6588424,-0.3568165,1.5761756,0.78215057,0.35871702,-0.66529626,0.39102468
mental_process,-0.70833945,-0.007972106,-0.04917324,0.27954412,0.12547927,-0.29732698,-0.023478093,0.6859792,0.25155506,0.076632515,-0.14943126,0.87971646,1.213737,-0.21755181,-0.56435364,0.39085296
therapeutic_or_preventive_procedure,0.16170019,-0.46863243,-0.6712831,0.5191057,-1.296088,-0.14286149,0.022452598,-1.8301301,0.5927881,1.7928045,0.86628556,1.1642919,-0.599174,-2.02488,-0.30688545,-2.0611353
