,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
acquired_abnormality,0.590317,-0.17639455,0.4462155,-0.018001774,0.32039168,-0.3881171,-0.49463254,-0.93560714,0.1500699,0.3984662,-0.010856734,0.48996076,0.024035072,0.1649086,-0.089630954,0.5265696,-0.72543174,-0.58607215,0.080750816,0.40050596,-0.13753279,0.27723315,-0.21838558,0.012433433,0.11260071,0.2896167,-0.6306386,1.1046791,0.6788096,0.7886846,-0.81884974,-0.12512636
anatomical_abnormality,0.49753565,-0.22315973,0.6989769,-0.13159376,0.44178244,-0.3704869,-0.6856712,-1.0315156,0.138456,0.043750465,0.11689978,0.4000791,-0.043934107,0.23868954,-0.13037507,0.40174425,-0.5807889,-0.6172163,0.027066983,0.13666944,0.006647174,0.1940775,0.1705187,-0.061556973,0.11029015,0.19950421,-0.37804678,0.973913,0.7094706,0.7164091,-0.7085061,-0.09439511
alga,0.8734549,-0.2536103,0.14432243,-0.9263416,-0.64713407,-0.8099526,0.49320176,0.45036054,-0.8273699,-0.22543323,-0.35920647,0.020931594,0.21150497,-1.033293,-0.17816508,0.06416706,-0.29478234,-0.40021148,0.00930688,-0.36669812,-0.34296915,0.0408759,-0.24015765,0.24757096,0.6065076,0.79034525,-0.528747,0.08346063,-0.12269188,0.13396075,0.31823653,0.65952104
mental_or_behavioral_dysfunction,0.30443314,-0.108178675,0.5291887,-0.4900171,0.6582973,-0.91754097,-0.39289865,-0.1912001,0.36986548,0.2793084,0.3480844,-0.4765859,-0.50073457,0.04258473,-0.0029337688,0.23551169,-0.15493178,-0.6485659,0.18350385,0.16217816,-0.15203072,-0.29463944,0.2860177,0.48868603,0.18008667,0.51127124,-0.42025235,0.74447083,0.18900758,-0.009478779,0.3080526,-0.6441052
health_care_activity,0.20373641,-0.35848233,-0.004252663,0.6498547,0.3054436,-2.0244637,0.36842167,-0.65380776,0.20697197,-0.7276846,-0.45527536,-0.7001661,0.36445078,0.56999654,0.290431,-0.22026908,0.4385729,-0.8231135,0.19426341,-0.6228536,0.3434379,-0.71873856,0.7433307,0.49505872,-0.18718696,0.94927937,1.1726869,0.3677964,0.030053303,-0.123580106,-0.32392558,0.5508737
population_group,-0.3093673,-0.17494534,-0.7814346,0.6317878,0.10387723,-0.6574331,0.5293693,-0.19515291,0.07906805,-0.6168356,-0.36744446,-0.08077647,-1.761955,-0.48343447,0.43041673,0.063507035,0.41419125,0.27875182,0.42174459,0.008441322,-0.50596255,-0.57506883,-0.07374631,-0.20999043,1.1686808,-0.069704644,0.6531991,0.06848682,0.3793576,0.97639996,-0.08191176,0.16856213
clinical_attribute,-0.20588134,0.27528438,0.69573814,-0.6321315,0.21986364,-0.64552677,-1.0924454,-0.6227801,0.76647294,-0.7282849,-0.2082355,0.07124007,-0.43442982,0.7064216,0.22104071,0.27280146,-0.2128351,-0.68622065,-0.6246113,0.04431313,-0.38479954,-0.0664999,0.7056087,0.2466798,-0.33764216,0.2671182,0.19173291,0.6108053,-0.72704726,0.7946662,0.40138847,0.8681174
body_part_organ_or_organ_component,-0.29085338,0.30054632,0.67194206,-0.79966307,-0.4477915,0.51204693,-0.13984767,-0.391739,-0.74551785,0.308886,0.6170963,-0.0040648067,0.38638335,-0.9173324,0.25624904,-0.45303467,-0.48766717,0.7149345,0.59548223,-0.2933033,0.21924545,0.0882127,-0.001975591,-0.47618702,0.6250082,-0.5668398,0.8571993,0.40364036,1.0952753,0.41882646,-0.29666284,0.42895618
biologically_active_substance,0.018833425,0.15123524,-0.7045069,-0.38117838,0.73204094,0.0014098712,-0.22112396,-1.0111705,-0.38315225,0.16144462,-0.8228284,0.4571952,0.95361215,0.08917641,-0.2559463,-1.1569201,-0.8125053,-0.15009683,-0.06687184,0.3572011,-0.45309788,0.31162867,0.502655,-0.0036191707,0.3765945,0.36685905,0.49999985,0.6705164,-0.32314432,0.420225,0.103065476,-0.2708755
disease_or_syndrome,0.5313046,-0.2559705,0.4033104,-0.17437086,0.5199852,-0.7043455,-0.44936377,-0.3784353,0.4091741,0.46372163,0.23965871,-0.23606075,-0.45146555,-0.08688144,-0.16417652,0.3483165,-0.22549322,-0.644659,0.2205868,0.4371462,-0.0055627264,-0.2466237,0.15730049,0.61995584,0.22848801,0.5002158,-0.36354232,0.6911063,0.004416515,0.2360167,0.12787983,-0.40969452
