,0,1,2,3
acquired_abnormality,1.3876611,-0.60854185,-0.10612041,0.37778398
anatomical_abnormality,1.3465382,-0.37143028,-0.27702656,0.44309542
alga,1.6435629,0.012702146,-4.0811977,1.2997203
mental_or_behavioral_dysfunction,1.305617,-0.21349344,-0.014459638,0.33757612
health_care_activity,0.40156054,-3.0144627,0.015086525,2.8810067
population_group,0.9868941,-1.9924544,-1.8861887,0.6315661
clinical_attribute,1.5727282,0.10057085,-1.6872869,-0.12397636
body_part_organ_or_organ_component,1.3341852,-2.0523632,-2.1332,-0.16125771
biologically_active_substance,-0.85362613,-0.1775703,1.597502,0.45274726
disease_or_syndrome,1.2795098,-0.42274585,-0.07464373,0.30868405
carbohydrate,-1.7454638,0.46135318,0.37546876,1.6729579
molecular_sequence,0.10222427,-0.16193289,-3.6342542,0.6331712
steroid,-1.6880443,0.64048713,0.45835572,1.5880573
experimental_model_of_disease,1.2837304,-0.19021459,0.022479825,0.40129685
patient_or_disabled_group,0.40518475,0.3301669,-3.0770965,0.06572245
professional_or_occupational_group,0.4699782,-1.7192497,-1.1884488,0.26393235
nucleic_acid_nucleoside_or_nucleotide,-1.6015409,0.49063382,0.26323113,1.7106899
organism_function,0.63423336,2.0731766,-1.4751348,0.15608501
mental_process,0.43830478,1.6140772,-1.089389,0.2659738
therapeutic_or_preventive_procedure,-0.13702236,-1.9272548,0.97908926,0.9239095
cell_function,0.9159784,1.6428826,-1.7568078,0.34247544
pathologic_function,1.2975708,-0.24231988,-0.1473314,0.24152051
organ_or_tissue_function,1.1338289,1.1739331,-1.7071879,0.5913285
enzyme,-0.68585455,0.012951236,1.6874158,0.53233653
cell,1.8995106,-2.3246694,-3.144627,-0.091609806
cell_component,0.9837428,-2.4107819,-0.5669301,1.6556693
cell_or_molecular_dysfunction,1.4252124,-0.44511625,-0.13890314,0.29487655
hormone,-0.9132076,-0.18135452,1.879117,0.56994927
organic_chemical,-1.5284057,0.15315324,0.61250025,1.873635
behavior,0.9890993,-0.60256124,-2.155805,0.20803277
neuroreactive_substance_or_biogenic_amine,-0.69912463,0.175359,1.5475112,0.3678825
embryonic_structure,1.3891397,-2.2169013,-2.7555637,0.3043211
neoplastic_process,1.5283318,-0.4343873,-0.1191945,0.40825933
laboratory_procedure,-0.98255783,-0.607036,1.4532113,0.14344853
natural_phenomenon_or_process,0.71791404,1.811684,-1.9974489,0.14561981
immunologic_factor,-0.920429,0.15961592,1.7651628,0.3075854
receptor,-0.95189863,0.16525923,1.5513821,0.34655455
self_help_or_relief_organization,-0.5191462,0.023605296,-2.6140995,0.10864401
pharmacologic_substance,-1.4176983,-0.9147837,2.2615566,0.9724016
molecular_function,1.126034,1.4113811,-2.064813,0.9979083
regulation_or_law,-0.4047565,-0.5241187,-1.7222425,1.2774292
human,1.4915258,1.6802971,-3.7913582,-0.09085567
eicosanoid,-1.7551746,0.98170173,0.5383111,1.1725893
amino_acid_peptide_or_protein,-1.4320825,0.42776614,0.36072308,1.9081279
group_attribute,0.05616763,-0.056777976,-2.9297252,0.9524958
organism_attribute,1.6737511,-0.12139918,-2.0237293,-0.15620814
