,0,1,2,3
location_of,-1.2425015,1.047851,1.1131507,-0.88380146
manifestation_of,-1.4527628,0.36133507,1.7084597,-0.28825808
isa,-0.016468028,0.20226291,0.34515372,0.28913695
affects,0.73800796,0.6562381,-0.45386565,0.47791737
associated_with,-0.8188001,-0.2596389,-0.2943691,0.97451115
interacts_with,-0.13605052,0.038548347,0.4589927,1.3933862
result_of,0.8258657,-0.51998234,0.4631695,-0.42753738
complicates,-2.1330268,1.903121,2.6576805,0.10966866
occurs_in,-1.0082262,0.010617872,-0.15984784,2.0215242
uses,0.97905713,-1.0701128,0.81837964,-1.4232455
produces,0.77973276,0.56167066,-1.1718025,-0.6636499
degree_of,-1.5690987,2.0772302,1.7044173,-1.1234949
connected_to,-0.70083195,0.3202282,-0.6988216,2.093027
process_of,0.84948003,-0.19160876,0.81845057,-0.97796357
co-occurs_with,0.74355704,0.67591137,0.07215231,-0.8975372
disrupts,-2.3440669,0.18442099,1.9481311,1.4676371
issue_in,-1.0556713,1.3074228,1.4642419,-0.857303
part_of,-1.1565105,0.5682732,1.2158916,0.24660745
measures,0.8439609,-0.44494888,-2.746841,-1.4372033
prevents,-2.1975698,2.1600513,0.931079,1.4316113
causes,0.92250997,-0.1156493,0.27394205,0.8113824
indicates,-0.6449769,-1.6228479,0.28634304,-1.773827
treats,-1.4762229,-0.22490072,0.86922747,0.55396056
evaluation_of,-1.3788881,0.7107146,2.0959177,-1.3107553
diagnoses,-1.1752601,-0.013994662,-0.8426369,0.4927308
exhibits,0.39944705,-1.7737846,0.7995161,0.15562977
ingredient_of,-0.1815272,-0.57929826,0.79784256,1.2247114
property_of,0.1608272,1.5114692,-1.7841355,-0.6014536
manages,0.35601932,0.1669227,0.5341043,-0.46703386
assesses_effect_of,0.34662035,0.97887605,-1.3590543,-3.9690268
method_of,0.5936685,0.053664126,-1.5440246,1.0387304
measurement_of,1.1639138,-1.6147461,-0.3417691,0.20504126
precedes,1.0325882,-0.41755697,-0.11463282,0.38232115
consists_of,-0.5179226,0.019158661,1.2880775,0.72886395
performs,0.5323373,-0.038503177,0.86267024,-0.80661005
conceptual_part_of,-0.10602596,1.1188554,-0.64441234,0.17019281
analyzes,0.11305651,1.4232947,-1.3633404,-3.8969483
carries_out,-0.85417646,-0.033513773,1.5839356,-0.7393385
developmental_form_of,-0.9088194,0.6098104,0.6641938,1.0768507
contains,0.48505595,-0.21555121,0.2731161,-1.7645446
adjacent_to,-0.87101704,1.2735491,-0.055441067,0.534486
interconnects,-1.3238425,-0.020157605,1.8422885,0.6951614
conceptually_related_to,0.4960147,-0.67895496,0.40562618,0.6712816
surrounds,0.041496914,0.8472503,-1.2341592,1.4072591
derivative_of,0.8843487,0.4339287,-1.3484697,-0.9591968
practices,-0.30709368,1.0462135,1.4975556,-1.5818781
