,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
location_of,0.14123914,0.6750315,-0.6719259,-0.06321958,0.9252409,1.1418086,-0.011961513,-2.4845865,0.7862307,0.53189075,-0.10260007,-1.1502777,-0.4573134,0.9752519,-1.263247,1.2410661
manifestation_of,-0.055046048,1.7494513,-0.504551,-0.25292698,0.8889025,0.49499333,-0.38806623,-1.0797281,0.0009242603,0.86520344,-0.08173024,1.449998,-0.40501013,-1.2576574,-3.1079655,-0.53015244
isa,0.19923718,0.31352046,0.02684464,-0.124925,0.5727967,-0.76759315,0.7019129,-0.6210612,-0.6168475,0.4913377,0.16530819,0.7359868,-1.1014156,0.8386679,-0.74919015,0.35848024
affects,-1.2161808,1.4300579,-0.4787695,-0.05409102,0.72958183,-0.07133239,-0.5452637,0.32588416,-0.56293595,-0.23576298,1.152211,-0.2246397,1.1572706,0.033661798,-0.4106513,1.8794265
associated_with,0.09528051,0.15535416,-0.18167473,1.2112287,0.73345,-0.42659122,1.3278854,-1.6430831,0.0151472,-0.64651996,1.8907284,-0.67396116,-0.9432972,-0.5224789,1.0297178,0.25375015
interacts_with,0.5866921,0.49714455,-0.7467697,-0.51513225,1.5668156,0.9603218,-2.2373822,-0.6294295,0.101432554,1.5250261,-0.8825257,-0.22979838,-0.38924795,-0.16437882,1.1592348,-1.9419065
result_of,1.0508021,0.7216572,-1.6358931,-0.5668315,1.7278404,0.7203429,-0.6561603,-0.031120015,-0.9209014,0.59749883,0.26718065,0.8451751,-0.5003325,-1.2145358,-1.11993,2.4828296
complicates,0.7076257,-0.64080006,0.015031506,-0.27246502,1.3122864,-1.8156967,0.3365077,-0.9670821,-0.7982669,-0.69280815,1.9402255,1.1272434,1.4993494,-2.1323152,1.3279953,0.41171113
occurs_in,0.021637456,-0.42597544,-0.87740684,1.2272015,0.9173935,-1.0949271,0.597598,0.4513326,0.97634184,-0.2609563,0.35506156,1.7591301,-1.075964,0.24859965,-0.7315215,2.4477844
uses,-0.0418886,-0.84360427,0.16992368,0.2824255,0.6367459,-0.8569645,-1.2389752,1.2553837,-0.22302638,1.384565,-1.2069767,0.00052457186,1.1295108,-0.04602841,-0.5015528,-0.8594198
produces,-0.38832134,-0.25199175,-0.55355054,0.69361866,-1.12603,0.082032554,-0.05242007,0.91162854,-0.5657966,-0.78952736,1.1520042,1.7319475,-0.83982843,-1.1176959,0.21771668,0.14711943
degree_of,0.8103793,0.53595525,-1.5180324,1.1794374,0.45117208,-0.15695551,-0.8078275,0.77572346,-1.4685246,0.75858366,0.84267265,0.6334261,-0.61141616,0.35122535,-1.8743485,-0.42377475
connected_to,0.8463714,-0.080236495,1.0980198,0.5454191,-0.3985949,0.43311378,-1.647045,-0.8387454,1.8848755,-0.8826387,-0.7886916,1.7321053,0.42889926,-0.34504128,-1.0213919,0.01405193
process_of,-0.30962753,0.69143397,-0.28142357,-0.38435718,0.9250863,1.390022,-0.87747633,-1.6106011,0.7753924,-0.1767989,-0.2746869,1.019487,1.5652384,-0.80127573,0.08668072,1.8116053
co-occurs_with,1.2529215,-0.626101,-0.25062025,0.4220974,0.21830282,-0.4892496,0.73589826,-1.9747571,0.6821646,0.3070972,-0.39884952,2.2473319,-0.77012193,-0.59205866,-1.1951293,0.0968965
disrupts,0.24470869,0.59963113,0.25865752,-2.504681,0.5294488,0.6241214,0.03343233,-1.8894882,-1.560943,1.1040457,-0.06815225,1.9454987,2.2908967,-1.0825518,-1.197423,-1.1432928
issue_in,0.039496504,-0.17439023,0.17619407,0.28141293,-0.97808665,1.3774233,0.06391603,-1.3245223,0.044155765,0.622009,-0.9138052,1.9347165,-0.433375,-0.17686695,-0.5890515,0.19355361
part_of,-0.14330883,-0.042836055,0.62688345,-0.044514474,0.30607954,0.89815474,-0.22376694,-0.22850192,0.55268085,-1.1711171,1.0504076,-0.57763267,0.28886557,-0.427973,-0.31987286,0.3083175
measures,-0.8264314,-0.10999006,0.60154974,0.76789016,-0.53150094,0.2632551,-0.14924781,-1.072256,-0.41138828,1.336786,0.7918694,-0.9209505,-0.6815012,0.9568716,0.34466702,-1.1504683
prevents,-0.6329268,-0.6165462,-0.19948365,0.5792144,-0.016260108,0.06446448,-0.9935279,-0.2759309,-1.8900192,1.6090906,0.5281895,-0.33890727,-0.58876723,0.24457245,0.27371827,1.1960019
causes,-0.69765204,0.6064563,-1.4464871,1.2385322,-0.6102576,-0.6892068,-0.11759357,0.17660263,0.030096373,-0.36596438,1.7627898,0.11724929,-0.0510249,0.18244043,-1.7678474,0.72362226
indicates,0.9042487,-1.2766752,-0.14407182,0.277461,1.7561846,-0.0031378493,-1.7096004,-1.186809,-0.4785921,0.7871945,-0.14658514,-1.1569382,0.787077,0.7712885,0.6394799,1.8234377
treats,0.49652338,-1.2419244,0.35946867,0.4188082,-0.5854692,-0.37865975,0.15991303,-0.2845534,-1.2803205,0.245557,0.6645911,0.57281405,-0.119313344,-0.84507114,0.9535794,1.3692037
evaluation_of,-0.11337009,-0.18511969,0.057062928,0.86176056,0.47794724,-0.03181564,-1.4721531,0.16223265,-0.15332755,-0.56423044,-0.35208303,0.4727257,-0.8636488,1.1526675,-1.248706,-1.0316498
diagnoses,-1.5743328,0.65136653,-0.6097779,1.6693044,-0.34341767,0.5181034,-1.7266747,-0.61567485,0.7276348,-0.86512643,-0.07323963,-1.1072019,1.7250432,-0.0543359,-1.1117066,-0.64986366
exhibits,-1.162824,-0.2501563,0.8071313,0.44726387,-0.292454,-1.0988917,-0.24458513,0.64798915,-1.4680979,0.61597836,-0.65451354,0.022913123,1.0130401,0.19184731,-0.68190914,-1.2882065
ingredient_of,0.3898294,0.7996256,-0.8337149,-1.8268746,2.243016,-0.38365018,1.6846598,-1.6224625,-1.5669465,0.7355176,0.26329094,1.0296513,-1.0776049,-0.7761589,0.008596355,2.544121
property_of,-0.7232114,-5.9122613e-05,0.6018061,0.122342065,0.7815319,-0.3289752,-0.8614695,0.6069128,-0.13319406,0.53318787,0.3815814,0.5795582,0.16289522,1.3140234,0.7662291,-0.726195
manages,0.4063553,0.50811833,0.6612444,-0.46961927,0.6356996,-0.44464114,0.5125153,-0.75597847,-0.8757183,0.63476205,1.1911582,-0.2302857,-0.05377235,0.53908205,-1.3136053,0.23203552
assesses_effect_of,-0.7161458,-0.025219647,0.5936863,0.50876343,0.27195603,-1.1481853,0.37178057,-0.6251492,1.0245607,-0.9587139,1.0402956,-0.4048796,0.9335718,0.39478293,-1.993421,0.2097996
method_of,0.8483103,-0.6244329,-0.8320332,0.51624614,-1.0953895,1.6004735,-0.82393384,-0.20857346,0.35997015,-0.3412022,0.31287462,0.49677894,-0.27468693,0.1938571,-1.0161014,0.6253622
measurement_of,0.27942184,0.4877916,-1.4931988,1.70963,-0.5284589,-0.3023816,-0.1348992,0.7507124,-0.7120676,0.3549868,0.47987786,0.17079933,-0.94053644,2.016068,-1.7815434,-0.8780248
precedes,0.73903465,-0.32411328,0.11432997,0.00051831955,0.24962495,0.6655323,-0.1410093,-1.0485075,-0.97508454,0.28878564,1.0580727,2.0649145,-1.5575849,1.4052064,-2.0590532,-0.47085652
consists_of,1.0124329,-0.49317634,-0.625746,0.5499442,-0.12489139,0.5949674,-0.4710923,0.74503577,-1.7645892,-0.21568693,2.48658,0.6865889,-1.4091381,-0.3299589,-1.2429193,3.103691
performs,-1.612777,2.2268112,-1.0943583,1.2665459,-2.0603943,0.28397515,1.7286648,-1.5232992,-2.0900419,0.7388533,-0.029267015,1.6156931,0.2988143,-1.6512055,0.38199025,-0.5207394
