,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
acquired_abnormality,-1.4760586,-0.7245842,-0.6882234,-1.4914329,-0.07429419,-0.6115725,-1.0331277,-1.4892966,-0.6582953,0.4202678,-0.7089522,-0.34339282,-0.2513894,1.6343579,0.19560787,0.47233766,-0.76643914,-1.1902633,0.733659,0.111880206,0.8279071,0.26729062,-0.6062071,0.79220253,1.0396953,-0.1273555,-2.293892,-1.4938725,0.00889651,-0.55064327,-0.7422385,-0.16932851
anatomical_abnormality,1.8190082,-0.15027556,0.024880672,-0.82790023,0.2155181,-0.029003508,0.11149137,-0.5068673,-0.06734682,0.31782657,-0.09695046,-0.07683433,2.3418803,-1.0932481,1.5771532,-0.6536521,-0.95942044,0.5229748,0.16437048,-0.4504711,0.76594687,0.47723386,1.2374754,1.9589211,0.08138295,0.9310765,-0.1821322,-0.5759826,1.4778701,-0.833803,-3.329305,-0.81435573
alga,-0.0073215747,-1.1360608,-0.61534023,-1.0031531,-0.26803967,-0.08854688,1.6009282,-0.019336635,-0.724482,-0.19034529,-1.0597064,-0.8022182,-0.36642572,-0.49413884,0.32862347,-0.98720455,-0.50972646,0.12099945,-0.61688006,0.7927091,-1.3840412,-0.56811845,0.099865995,-0.07946045,0.25250554,-0.45299748,-0.95996934,0.8017533,-0.98776233,-0.43963575,0.27692008,2.0890207
mental_or_behavioral_dysfunction,0.74750686,1.1934375,0.77149224,-0.96117526,1.4408418,-0.7314855,-0.8446313,1.0863307,1.3626257,0.66163963,-0.1483006,-0.07054069,-2.0057716,-0.5812262,-1.3943276,-1.0802991,0.8229576,-0.54978424,1.2576363,0.888559,0.11457004,0.2195492,0.55302954,-0.38977072,2.4830613,-0.21133105,-0.00044047684,1.8029724,-1.9843493,1.7235916,0.16158299,0.2914334
health_care_activity,0.6417664,-1.7444462,0.26308826,1.2002356,-0.25415215,-1.7487266,0.71352774,-0.749746,-1.6329323,-1.7979277,0.5291784,0.7149447,2.2393925,0.6223815,1.657953,-1.7401805,-1.2926494,-1.0224915,1.4646919,0.6752327,0.52988636,-0.5080404,0.55009,-1.6040114,0.44126758,0.17312068,0.3262825,1.3972781,1.6737713,1.8009821,-0.6529955,2.62603
population_group,0.36130825,-0.1579329,-0.89853185,-0.47630912,-0.5684382,-0.92305547,0.8053354,1.0430281,0.33605736,1.4741976,1.2607858,-1.8729055,-0.35058117,-1.0149361,-0.06110349,-0.093758605,0.9085585,1.1103128,0.5829535,1.6754014,-0.9087718,0.08594104,-0.07535627,-0.30444378,1.7160918,-0.25072613,0.18169938,1.4030753,0.15928191,1.1632253,-0.2867179,1.0367725
clinical_attribute,-0.61775696,0.9087322,1.744148,-0.2664939,0.5573383,-1.8273848,-2.9082181,-0.62285477,-0.6095753,0.79810894,-0.97351474,0.5226756,-1.4887955,-0.16860808,0.7479005,0.09252734,0.8968202,1.1209558,-0.46117145,1.3463297,0.25918022,2.0216165,1.8199921,1.3511102,-0.9385148,1.1961725,1.1761664,-0.4971284,0.1593815,-0.5475037,1.5003628,1.8253909
body_part_organ_or_organ_component,1.7056644,-0.46680534,-0.34057745,-1.5110676,1.3085078,1.3400596,0.5072777,0.42531124,-0.054917984,0.28982344,0.86001027,-1.3255448,1.6629587,-2.411725,-0.8589612,0.22709708,0.14336768,0.8938426,1.5569277,-0.5342795,-0.6768432,-0.16088217,-0.30979428,-0.054427,0.2874414,-0.54166025,-0.56177646,0.9952905,-0.1769397,-1.1212566,-0.021210093,0.49153832
biologically_active_substance,-1.1950008,0.87163556,0.10845539,0.82054,2.391839,0.9626829,-0.40291467,-1.7014923,-1.252981,1.4775707,-1.1542327,0.7665173,-0.6129305,2.0005786,-0.51733905,-2.4357686,-1.1910825,-1.1169963,0.7748781,-0.44084576,-0.26159152,-0.018267164,0.8046357,1.0576291,0.8230907,-1.8305651,-0.34625036,-0.65327686,0.28200725,1.0815302,0.31314954,-0.64890254
disease_or_syndrome,-0.20096153,-1.3678813,0.19058195,0.21979642,-1.59169,-1.0561597,-0.77978736,-0.4613938,0.9702285,-0.09409152,1.0992726,0.58761406,0.850168,1.2747344,-0.768372,0.5432381,1.0144904,-0.31482357,0.116246685,2.3622758,-0.58520854,0.7824327,0.22763713,-0.3045603,0.23631929,0.7246969,-0.191669,0.11933634,1.1189498,-2.194232,-1.012227,-0.88920826
carbohydrate,0.6371416,-0.8332773,0.13690907,-0.31940374,1.4688379,0.5188851,-0.64405096,-0.805854,0.7184894,0.7965014,-0.96749103,-0.7688575,-0.72872657,0.69593495,0.05298743,1.0648303,-0.5381771,-0.51396465,-0.53469366,-0.060256038,0.72942305,0.08276746,0.15495108,-2.3967228,0.36464256,0.5028454,1.2534935,1.1762986,0.14017035,0.47268662,-0.42741615,-1.8708234
molecular_sequence,0.20840743,0.7768362,0.6917903,-1.7932979,-0.8484721,-1.5046039,1.5564443,-0.07528232,0.8659352,-0.027249679,-1.799696,0.9599148,-2.6372395,-0.18750766,0.35342574,1.1209427,-0.4988033,0.9303533,-0.080828376,-1.3399497,-0.9219861,0.7958039,1.2075552,-0.9130846,1.3605746,-0.37516627,-0.14841005,-0.61100966,0.6900409,0.4231327,-1.0232477,0.94860107
steroid,-0.61520076,-0.20396608,1.5971829,-1.3399098,0.85379153,-0.63261336,1.1868387,0.57225007,-0.19478309,1.747819,-0.055852164,-0.03225313,-0.55698764,-0.6971192,-0.38044262,-2.1220317,0.4965762,-1.4859827,-1.0000646,-0.005089585,-0.26739874,0.12595227,-0.3668807,-0.20503442,-0.7370804,1.1876136,0.71201193,-0.40760735,-1.0140157,0.3158428,-0.7981829,-0.6079831
experimental_model_of_disease,-0.49785212,0.37792963,-0.38460508,0.6127615,-0.4002845,-2.411315,-1.241021,0.028052317,-0.13102718,-2.2832384,0.6674503,0.48142025,-0.23324423,0.637644,0.38281703,2.2001395,1.0225233,1.4736029,1.5523793,0.1121454,-1.4847833,-0.033209287,0.1863512,0.6110069,0.62650234,-0.23748584,-0.01977194,-0.53728116,-0.3355213,-1.1995646,1.9555757,-1.8068221
patient_or_disabled_group,-0.06656176,0.15900862,0.3220058,0.22095187,-0.49039933,0.93464684,1.8071405,-1.0332162,0.8255199,0.2886823,-1.3905455,1.6055138,-3.213082,0.42200086,-2.1500363,-1.5096402,1.0608696,1.3417172,0.54185426,0.83748674,1.1029453,-0.307791,-0.41452274,0.6328375,-0.25758803,-0.8215925,-0.14729965,-0.44618103,0.10516502,-0.66095984,-0.94375944,0.6492322
professional_or_occupational_group,-0.45600516,0.04127016,-0.53640395,-0.5984817,0.7741052,0.78207904,-0.48932078,-0.44146276,-1.4439709,-0.6491814,-1.1337652,1.3761075,-2.166421,0.35843527,-0.15652709,-2.478923,-1.6302452,0.27515614,-0.21538407,1.3570915,0.13313453,-0.38035995,0.1358469,-0.57529116,0.99871135,0.64446443,0.60173523,0.4797524,-0.5224552,0.2336223,0.25791246,-0.46745327
nucleic_acid_nucleoside_or_nucleotide,0.48912528,1.2628559,-0.27890244,-5.1161118e-05,-0.06802668,0.5550105,-0.21367769,-1.3007176,0.094008,1.4933541,-1.8218334,0.13176018,0.47752672,0.33256125,-0.7348247,-0.20510915,0.4176663,-0.5769338,0.7945799,1.2536345,0.19594377,1.0558238,-0.08056602,-0.3025238,-0.7278912,-0.05850827,1.268806,-0.5352436,-1.4849237,0.9667449,1.1299002,0.4566704
organism_function,0.271841,1.1741229,0.044543996,-2.3050766,0.59707916,-0.33557066,0.43813422,0.29156497,-0.59259397,1.0924193,0.4820568,-0.91734415,-0.44972533,1.679514,1.1454421,0.7913194,-0.5738958,-0.92150646,0.7130059,-0.6788726,1.1368594,0.7425486,-0.3625907,-0.6371163,-0.5865878,-0.009279173,-0.7928844,0.25474256,0.8980628,0.8223442,0.4331648,0.5414764
mental_process,-0.8834617,0.436628,0.23840757,0.40947497,-0.18702136,1.0311745,-0.841508,1.4713199,-0.8179995,0.7468068,1.4899347,-0.9101664,-2.0488942,-0.78252375,0.25320628,-1.883953,0.8838841,-1.4313607,0.95221996,-0.5830178,0.18826053,0.8960243,0.29618672,2.9432058,-1.4853573,0.31692415,0.016440112,-2.691086,1.2431855,0.234627,-1.0464289,-0.52878076
therapeutic_or_preventive_procedure,-0.31676245,-0.26610658,1.1792417,-0.48092955,-0.94627106,-0.532381,0.85608834,-1.777475,-0.5314725,-1.5977446,-0.5427646,-0.76518124,-0.37752765,1.2342073,-0.9623408,-0.77456105,-1.8553718,-0.5083583,-0.20593521,-1.5134593,-0.9446473,-1.1038498,2.0800395,0.35413572,-0.20106836,2.766562,0.8719818,1.0959692,-0.015715884,2.1226587,0.31107453,0.78076863
cell_function,0.98454684,-0.55513656,1.1115903,-1.0033773,1.6681582,0.047863968,0.13185678,0.89318454,0.4141108,0.7474758,1.56716,-1.9336592,0.8649703,1.5492537,0.3327051,2.5408945,0.48186982,-1.9626256,1.1221861,0.8517238,0.07344532,1.615419,-0.1995855,-0.19660892,-0.65369713,2.241111,-0.2430778,1.2652447,0.08393208,1.724997,-1.0076263,0.19834086
pathologic_function,0.18543085,1.0583214,0.64115983,-0.29010507,-0.6621795,0.47758955,-1.0463986,-0.13346286,-0.31413314,-0.8200742,0.8695157,1.4556489,-0.31496534,0.043323364,-1.5460881,0.68993807,-0.20358735,-0.2470069,1.063358,0.34524512,0.26124194,0.23573144,-0.24714258,-0.005334544,-0.82602566,0.5306579,-1.2104872,-0.45272154,0.36210054,0.85839534,0.57787097,-0.21854654
organ_or_tissue_function,1.0209544,0.016683297,0.44215822,-2.765399,-1.6102762,-0.08783892,-0.9905156,0.20698775,-0.4881644,0.8834027,1.697985,-0.1794665,1.258461,-0.39678442,-0.4163591,0.9256759,-1.8706878,-0.56454325,1.4150212,0.42530906,-1.6251807,1.0176361,0.28341854,0.03635546,-0.3785289,1.6553276,-0.35808757,-0.08524047,0.5103217,1.5914513,-1.3505938,-0.88295484
enzyme,1.5725738,0.1975308,1.0691147,0.67616576,0.15146142,-0.41336948,0.764482,1.0988679,0.70005614,-0.5983744,-0.9386974,-0.50037026,-0.30098653,0.2659091,-1.4343274,-1.0363917,1.2501876,0.21779327,0.5696659,1.7167566,-1.5152647,-1.5156546,0.35822624,-0.66853696,1.3123349,0.5071621,-0.6151267,1.0599277,1.3805792,-1.0572535,0.801275,-0.6168976
cell,-1.0427341,0.05964824,0.13121547,0.110952124,0.05317513,-1.571014,-2.674067,-0.8419057,-0.37367764,1.6475117,0.5346331,1.375636,0.36122778,-0.9623493,0.9613704,-0.25504166,-0.55697906,0.12512161,0.39233732,-0.37411326,1.4130762,-0.6173544,-0.13963655,0.343659,-0.020815667,-0.678716,-0.14885986,-0.31965953,-1.8892393,1.4222391,0.09800872,1.0590392
cell_component,1.3585737,-0.08172888,-1.755218,0.9461748,-0.279703,-1.0196035,-1.0123351,0.2921897,0.30983004,2.5057685,-0.7662877,3.4032614,-0.77095824,0.29362836,1.0297847,-2.1020117,-1.9001341,-0.67510754,-1.1856422,-0.891686,1.3226737,-1.3060615,-0.30198765,1.0724761,-0.7087789,2.8606362,1.1936013,0.82270336,1.7936422,1.8081183,-0.6867224,-1.2126269
cell_or_molecular_dysfunction,-0.29232892,-0.09078667,1.4672484,-0.8787242,-0.793674,0.12732136,0.78644484,-2.067362,-1.150959,0.08909963,0.67881626,0.0022160362,-2.1902032,0.06742748,0.396867,0.09303189,0.84156823,1.4805526,0.08929475,1.0216175,0.17815359,-0.88747376,0.053413093,0.8462943,0.4952709,1.1444645,0.15806313,0.42217407,-0.4418037,0.4065688,0.7547552,-1.1183741
