,0,1,2,3
acquired_abnormality,-0.8021467,-1.0787673,-0.63725305,1.0748314
anatomical_abnormality,0.10763834,-0.60652673,-0.4996836,-0.7998691
alga,-0.4052875,1.7829361,-0.78032744,2.3818543
mental_or_behavioral_dysfunction,-0.5052954,1.0099628,0.28568488,0.25315577
health_care_activity,-1.5180755,-1.7590401,-0.41216615,0.05102597
population_group,-0.16363288,0.06425135,0.9377686,-0.61828125
clinical_attribute,1.2462119,-0.48111638,1.4595894,1.186999
body_part_organ_or_organ_component,-0.77766013,1.4241698,-0.16200615,-0.6465627
biologically_active_substance,-0.13486157,-0.09635819,0.2968936,0.5355918
disease_or_syndrome,0.2868521,-1.0553029,1.1505902,0.16156629
carbohydrate,-1.1544129,-0.40798524,-0.67232716,0.50283223
molecular_sequence,1.2596158,-2.9549582,1.4604311,-0.26423886
steroid,1.7126038,-2.0617337,-1.2487832,0.45821774
experimental_model_of_disease,0.42024112,0.2485077,0.7105441,-0.5012682
patient_or_disabled_group,1.0017093,0.16529316,-1.3097402,0.37064838
professional_or_occupational_group,0.1382989,0.67449147,0.7661446,-0.57480496
nucleic_acid_nucleoside_or_nucleotide,0.2980773,-0.69647497,-1.5453137,-0.40614954
organism_function,-0.1115894,0.4653348,1.055858,-0.3028059
mental_process,-0.32411093,-0.97519606,-0.327515,1.0076573
therapeutic_or_preventive_procedure,-1.3944675,1.4145541,-0.08209239,-0.2065222
cell_function,0.28231364,-0.16815525,1.8808264,0.6677532
pathologic_function,-0.30013272,1.0362881,1.3321884,-0.7500766
organ_or_tissue_function,1.2360599,-0.18597044,1.0728736,-0.5362227
enzyme,1.0287215,-1.2277687,0.55915016,0.48208684
cell,-0.100557014,-1.6892966,0.9454182,0.004806692
cell_component,1.2841697,-1.368458,-1.9179599,0.7512773
cell_or_molecular_dysfunction,0.32731724,-0.32918468,-1.0759836,0.37063542
hormone,1.6062539,0.7074318,-0.5732635,-2.0652888
organic_chemical,0.7199642,-1.4755377,-1.4828516,1.7015519
behavior,1.1001048,-1.394892,0.9162492,-1.5394555
neuroreactive_substance_or_biogenic_amine,-0.27409187,0.9099815,0.3794183,-0.26640907
embryonic_structure,-1.0995095,-1.8121306,0.33443502,-0.33507422
neoplastic_process,0.54512554,0.073980466,-0.7232043,-0.9313158
laboratory_procedure,0.23572282,-0.33508933,-1.7488562,0.42065102
natural_phenomenon_or_process,1.6944569,0.15143268,-0.22538073,-1.0535059
immunologic_factor,-0.038191117,-0.3971007,1.0003102,1.5120208
receptor,1.9859961,-2.6650329,-1.6128674,-1.5844582
self_help_or_relief_organization,-2.0268574,1.9591163,-0.90186095,-1.3114427
pharmacologic_substance,-1.0282137,0.33357888,-0.7836526,-1.316235
molecular_function,-0.8357586,-0.4947802,1.9959767,0.015950324
regulation_or_law,1.3865603,0.48311844,1.0154885,0.28674346
human,0.34743017,0.14475547,0.06029548,1.870567
eicosanoid,-0.7621521,-0.45459932,1.1633217,1.1441872
amino_acid_peptide_or_protein,-0.74384373,0.068129264,-0.8067877,0.7260523
group_attribute,0.65803194,-0.50831413,-0.0817001,-1.6055423
organism_attribute,1.0997572,0.26392055,-1.726448,-1.0208049
finding,0.12957859,-0.85657585,0.8225374,-1.2386776
congenital_abnormality,1.2025217,1.2285717,1.1885086,-0.24079192
anatomical_structure,-0.2088027,0.8003272,-0.8380972,0.31918737
molecular_biology_research_technique,-1.5573788,1.7526828,-0.59708416,1.1683494
diagnostic_procedure,0.17753622,0.112045005,-0.71195555,0.46465486
biologic_function,-0.1510409,1.1464882,0.10998553,0.6859342
tissue,-1.3892814,1.000253,0.21752383,1.0022628
hazardous_or_poisonous_substance,-0.91208833,-1.1503842,-1.5884383,-0.84210765
chemical_viewed_functionally,2.2192502,-1.5617343,0.8276879,1.7273258
reptile,-0.09112437,-2.5832257,0.7820303,1.0876236
family_group,-1.3940091,0.4754493,-1.3989055,2.8708034
virus,0.5631675,0.22629178,1.3562037,-1.5089334
indicator_reagent_or_diagnostic_aid,-0.09058075,0.1531753,-0.5453891,-0.8202437
sign_or_symptom,0.9903586,0.531356,2.305334,0.42402688
antibiotic,1.2441856,0.14510593,0.6403596,-1.8447672
chemical_viewed_structurally,-0.30425918,-1.7356181,-0.91949767,-1.0360444
body_space_or_junction,0.66278136,0.19729154,-0.42817426,-0.41089463
amphibian,-0.10430942,-2.0825632,1.3634847,0.37585238
health_care_related_organization,0.7654847,1.7033923,-1.6723353,-0.41349682
fish,1.8504074,-0.675257,-0.3218804,1.2213612
physiologic_function,0.10298966,0.6434238,-0.53481597,-0.16300441
animal,1.9565588,1.4820652,1.2698158,0.51615566
injury_or_poisoning,-0.28823224,1.5390768,0.0054775476,-1.2081124
lipid,-0.23585176,0.51778257,-2.55089,2.4362292
plant,0.10718187,-0.53952533,2.522268,2.5427568
organization,-0.095193505,1.0168676,1.6395355,1.2114335
genetic_function,-0.89663553,0.7891331,-0.14131904,-0.95409656
gene_or_genome,0.98879933,0.58084565,-0.40767035,-0.61597365
laboratory_or_test_result,0.21288504,0.55461925,1.2973263,0.13312533
spatial_concept,2.0946898,-0.6728489,0.29274407,-1.2773776
rickettsia_or_chlamydia,-1.4907931,-0.3719887,0.74450153,0.09399865
body_substance,0.63736844,-0.16005862,-0.676972,-0.048590917
intellectual_product,1.8077796,1.563981,-1.5428327,-0.11455137
element_ion_or_isotope,0.3217873,0.7286407,-0.92407197,0.73501945
research_activity,-0.25276032,-0.21877344,-0.26589543,1.0728029
geographic_area,-0.91783935,1.3807565,0.1911324,-1.8840058
professional_society,1.2034916,1.239486,2.6825511,0.8305516
organophosphorus_compound,1.1059027,-1.0784562,1.3272566,-0.16015717
body_location_or_region,-1.6613975,-2.4267817,0.37914935,-3.1501398
invertebrate,0.27324462,-0.5959178,-0.71817136,1.4035746
age_group,-0.21707788,-2.1935637,-1.2049125,0.6249
human_caused_phenomenon_or_process,-0.6006652,1.4258269,-0.6399572,1.1575563
phenomenon_or_process,0.7576139,0.018732801,1.6193482,0.13756658
individual_behavior,0.82205725,0.5592191,-0.5261524,2.4783578
bird,2.030226,-0.8651047,-1.3730056,0.24319926
mammal,-0.18968816,-0.5345406,-1.979413,-2.1737864
qualitative_concept,-0.6389958,0.9578295,-1.787566,0.18627675
environmental_effect_of_humans,0.043375857,0.8567105,0.42743465,1.1308966
social_behavior,0.66437757,-0.66203845,0.6375492,-1.6607959
biomedical_or_dental_material,0.34255868,-1.3346374,-0.07250085,-0.909674
quantitative_concept,-1.3941156,0.5969762,0.56325036,1.949068
inorganic_chemical,-2.48646,0.7261996,-0.19475956,-1.2727139
drug_delivery_device,-0.21546316,-0.77367926,-0.15508737,0.2800867
educational_activity,-0.6517966,1.4771457,-0.33208153,2.1762373
chemical,0.82713497,-0.92773616,-0.7985644,2.0403078
vitamin,-1.1293285,1.538365,-0.19764721,1.8278861
fully_formed_anatomical_structure,-1.6342459,2.9006665,0.5595402,0.30585584
group,-0.83048654,-0.3890908,-1.0014485,1.5945896
nucleotide_sequence,0.18234347,-0.015833408,-0.77473277,-0.8666691
body_system,-0.12340409,2.9578252,0.8032225,-1.8722341
food,-0.62758523,1.7832228,1.0815276,-0.4355508
bacterium,0.077711634,0.88370943,0.63695323,1.3515112
fungus,1.8852545,-0.36453024,-0.82897156,-0.9276167
research_device,-0.43119496,1.2994953,0.65048987,0.23468898
governmental_or_regulatory_activity,-0.535492,-1.3085438,1.6800883,-0.33630264
idea_or_concept,1.5687242,0.8556779,-1.1383272,1.0570579
occupational_activity,-0.07834295,0.2893343,0.97339684,1.8504446
physical_object,-0.7298334,-1.6150484,1.797485,0.10145932
vertebrate,1.217232,-2.7979882,1.04238,0.9729191
substance,0.7741034,-0.44269451,-1.076596,-0.07014836
medical_device,1.1830192,-0.48629192,0.34133595,-1.8728057
manufactured_object,0.35382488,0.14197274,0.31587806,-0.23085102
classification,-0.06416611,2.2384183,1.7403098,-0.3876784
daily_or_recreational_activity,1.4948256,1.4358438,-2.095519,-0.7939001
conceptual_entity,0.8057873,1.5413142,-3.206066,0.6893758
occupation_or_discipline,-0.51145625,-0.70248723,-0.17097086,-1.0234579
amino_acid_sequence,0.823269,1.9821231,1.3969263,0.85487735
clinical_drug,-0.10066037,2.068362,0.17958902,1.3505211
activity,-0.2702402,0.17563024,-0.82892776,-1.1175519
event,-0.6676922,-0.610644,1.090418,1.0369273
temporal_concept,-1.6073207,-1.6327313,-1.7932584,-1.0895033
archaeon,-1.2238597,-2.1409824,-1.1783862,0.18524294
language,0.33659065,-0.20709543,1.3782889,0.7909354
biomedical_occupation_or_discipline,0.56801313,-0.5470633,0.8601923,1.0587816
functional_concept,0.6713949,1.8739752,-2.4988618,1.044461
machine_activity,-0.31346178,-0.25477922,0.020014537,0.8054267
entity,0.63807225,-2.0841687,0.49818203,1.892882
carbohydrate_sequence,0.18385167,-1.6951778,1.5914532,-3.9328794
organism,1.9607476,0.60712814,0.6136967,-2.8836322
