,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
location_of,0.11217379,1.1806749,-0.5228334,-0.57605463,-0.043974847,0.2829017,-0.45591563,-2.5933905,0.7097149,0.28646266,-0.09342189,-0.33778194,1.0620503,2.5539804,-0.68543535,-0.27238235
manifestation_of,-0.5507086,1.6561234,-0.5428504,-0.81206757,-0.1381737,-0.47943288,-0.98406124,-1.2803323,0.07835945,1.051865,0.07581802,1.7868524,0.4049627,0.2823902,-1.18238,1.0221242
isa,-0.46277365,-0.06869595,-0.3092542,-0.2960369,0.84632254,-0.076655716,1.6975907,0.48663288,0.23894416,0.41280162,-0.7198432,-0.2763638,-1.4817958,1.4143337,0.12022183,0.6500799
affects,-0.7982472,1.634599,0.46220595,0.8445885,0.7447379,-1.3978523,-2.0616033,-0.68968254,-1.3267416,-0.86396545,0.85640585,-0.2684824,1.7822344,1.1905131,0.023282845,-0.6662773
associated_with,-0.20267797,0.34020156,-0.31921285,0.3591469,0.014332956,-0.3221774,2.3109033,-0.23469605,1.0948063,-0.37494576,1.2616068,-1.5756234,-1.3734063,-0.29251164,1.5007495,0.50813746
interacts_with,0.36517623,0.85907865,-0.06970868,-0.46778667,0.057671525,-0.8329879,-3.479591,-0.74131435,0.8450634,2.3023767,-0.8595527,-0.5967751,-0.35841036,0.8220857,3.1017723,-0.12261428
result_of,-0.4659619,1.2838341,-0.5679944,-0.4731109,0.54316235,-0.18677649,-0.41774786,0.7878888,-0.57358223,-0.11935005,-1.1931411,-0.12656638,0.25910836,0.7300038,0.018284732,0.6318594
complicates,-0.62817043,-1.3504466,-0.16820994,-0.32773277,1.2206463,-1.67657,0.93103194,0.15560156,0.32364288,-0.046388946,1.8693917,0.5203416,0.7653158,-2.7409556,1.0709133,-0.07684461
occurs_in,-0.301015,0.13361579,-0.18677153,1.2404939,0.21406125,-1.4198165,0.99348116,1.1983835,1.4133192,-0.70330375,-0.8680256,0.54451174,-1.3537592,0.8883302,-0.5361695,-0.1347495
uses,0.5815782,-0.8393856,-0.10222396,-0.028103322,0.49936587,-0.5381407,-0.5863121,1.9967401,0.36506695,1.4795519,-1.9457865,-1.1740812,0.30130747,-0.23938844,-0.118843794,-0.45851052
produces,-0.4817162,0.7343657,0.67874837,1.4478055,-1.207194,-0.7720337,-0.8454011,0.54556924,-0.9029351,-1.3822923,0.61844695,1.733621,-0.14091213,0.028350845,1.0130647,-0.4584237
degree_of,0.17972337,0.49809057,-1.5629883,0.8082317,-0.25626084,-0.6136605,-0.5874577,1.2566077,-1.3217376,0.29592347,-0.086533934,-0.13708499,-0.4916394,1.6222394,-0.13128503,0.41365755
connected_to,0.5791529,-0.46318817,0.16802645,-0.5281414,-0.90443325,0.8390177,-0.63312757,-0.14195819,1.5079353,-1.9944303,-2.1011016,1.1075531,1.2223574,1.0768819,-0.13941306,-0.9036486
process_of,-0.9841107,0.34271756,0.13318819,0.047965597,0.50527984,0.6497708,-1.3331685,-1.6052881,0.6845558,-0.50183845,-0.6132461,0.85263884,2.1208127,0.47746632,0.6714833,-0.22414236
co-occurs_with,0.9913211,-0.49517745,-0.18849263,-0.1794911,-0.7849584,-0.8118371,1.6935699,-0.3762571,1.8490468,0.034938555,-1.9015617,0.78147453,-0.9431198,0.9396512,0.4774182,-0.02552932
disrupts,-0.30631143,1.0884113,1.3135815,-1.9797236,0.3450221,0.18409818,0.14984523,-1.1260426,-0.7556297,1.244127,-0.9368235,0.7140001,1.8824506,-0.27913338,0.063042864,-0.44262454
issue_in,0.22721635,-0.09509129,0.14245737,0.04757767,-1.423104,0.956398,-0.35695955,-1.483578,0.5183945,1.2658294,-0.53316015,1.7673451,-1.1039009,-0.6319956,0.07361544,1.1979661
part_of,1.2115959,0.54008615,0.2683805,-0.9611276,-0.64419526,0.44151756,-0.16949236,0.19466373,1.1535814,-0.78495896,1.0917422,-0.8977409,-0.4025639,-1.2531214,-0.83057594,0.4454886
measures,-0.59210914,-0.046739075,0.64015454,1.1252201,0.23355559,0.85647225,-0.4107687,-2.0639813,-1.4085851,0.7690786,1.2598101,0.30144334,0.47026873,1.3671772,-0.11882333,-1.9747381
prevents,-0.34309313,-0.5806129,-0.60100234,0.26378393,0.38082698,1.0138941,-0.14532861,0.057279546,-2.4398925,0.82122636,0.5564575,0.4682524,0.66018593,0.9451222,-0.08391074,-0.18618819
causes,-0.47443974,1.2283585,-0.6677038,1.5471429,-0.7357275,-0.97327036,-0.23044914,0.2514973,-0.14013249,-1.0934722,0.7530389,-0.4053146,0.3162443,1.3229976,-0.7874751,0.06369873
indicates,1.0542663,-0.5488527,0.04178881,-0.4293445,0.78095216,-0.60617536,-1.585116,-0.25379267,0.9368655,1.7154818,0.2590731,-0.97745675,0.9231838,0.53094476,-0.55254257,-1.0067813
treats,0.48587573,-1.1759214,0.07871948,-0.42935222,-1.6034998,-0.7904294,0.7577855,1.1659595,0.25267544,0.95996517,0.33328003,-0.15944728,-0.30738983,-0.27795893,1.4272041,0.4448394
evaluation_of,0.3391699,-0.82938135,-0.7820006,0.35134917,0.24973366,-0.20583412,-1.6590278,0.26593706,0.80286044,0.7404224,0.78097385,0.8982232,-0.90608346,1.1964751,-0.5079478,0.42664218
