,0,1,2,3
acquired_abnormality,-0.26099852,-0.37445372,0.52473634,0.9236409
anatomical_abnormality,-0.32149112,-0.30280712,0.51720977,1.0200726
alga,3.120776,2.1260293,0.7798295,-0.1936799
mental_or_behavioral_dysfunction,-0.2582578,-0.29970092,0.66017056,1.0988915
health_care_activity,-0.01642491,-0.29709923,-0.24924444,-0.14847969
population_group,2.2708063,1.458912,-1.6447014,0.71910465
clinical_attribute,-0.14440551,0.7186854,0.14597423,0.29715365
body_part_organ_or_organ_component,0.96946645,-0.8669984,-2.78172,0.9273098
biologically_active_substance,3.8478882,-1.6890347,0.39194655,-1.8861463
disease_or_syndrome,-0.14138933,-0.4696157,0.58237,1.0484519
carbohydrate,3.5944507,-1.0319729,0.7269897,-1.9963025
molecular_sequence,-0.039681185,0.71215457,-2.4404178,-0.12233126
steroid,3.7997448,-1.2313772,0.5213167,-2.052807
experimental_model_of_disease,-0.20533659,-0.4250881,0.62191397,1.1219537
patient_or_disabled_group,2.3504977,1.395774,-1.3344485,0.9253781
professional_or_occupational_group,2.4288895,1.5184551,-1.7178332,0.7457088
nucleic_acid_nucleoside_or_nucleotide,3.7014644,-0.95792,0.5436787,-2.1991363
organism_function,-0.21700284,-0.37101316,0.61724144,0.9576868
mental_process,-0.1803544,-0.4136789,0.5174915,0.86950433
therapeutic_or_preventive_procedure,-0.030395886,-0.5336255,0.25097778,0.34680066
cell_function,-0.21991709,-0.49387082,0.57324,1.009047
pathologic_function,-0.23746973,-0.41716704,0.69445676,1.0889255
organ_or_tissue_function,-0.25683087,-0.4576886,0.5489032,0.95213133
enzyme,3.997416,-1.7785032,0.54615325,-1.8430724
cell,1.115232,-0.744845,-3.1360376,0.9469867
cell_component,1.428588,-1.0706784,-0.6911171,0.9455327
cell_or_molecular_dysfunction,-0.24503689,-0.32057455,0.6707033,1.106691
hormone,3.884541,-1.6673466,0.5465439,-1.8809758
organic_chemical,3.3933187,-1.2325602,0.5327294,-2.0379014
behavior,-0.028485868,-0.15202208,-0.18295826,-0.27597347
neuroreactive_substance_or_biogenic_amine,4.0980263,-1.7949408,0.4545125,-2.0683692
embryonic_structure,1.7325107,-1.0541431,-3.6972437,0.6368093
neoplastic_process,-0.19133069,-0.3684491,0.7083112,1.0891554
laboratory_procedure,-0.06228252,-0.5209114,-0.6059987,0.065233186
natural_phenomenon_or_process,-0.18899171,-0.53455657,0.43657583,0.99652785
immunologic_factor,4.207317,-1.7173634,0.68893373,-1.7680812
receptor,4.0659175,-1.6797493,0.44823256,-1.9856355
self_help_or_relief_organization,3.086673,1.8795235,-1.5101916,-1.1822495
pharmacologic_substance,4.0116296,-1.5262482,0.57694477,-2.0309138
molecular_function,-0.2014775,-0.4465763,0.5401118,0.8578022
regulation_or_law,1.7403095,1.5338794,-1.0151953,-0.91458905
human,2.894394,1.9273208,0.66565657,0.39832842
eicosanoid,3.7463424,-1.0801232,0.4986588,-2.0336266
amino_acid_peptide_or_protein,3.109762,-0.8420437,0.5932857,-1.9376453
group_attribute,2.3897192,1.163525,-2.279007,-0.96506286
organism_attribute,-0.13192174,0.78069955,0.040404245,0.11382087
finding,-0.2120406,1.3558972,0.018621054,-1.0117422
congenital_abnormality,-0.2508361,-0.22157925,0.4644311,0.8517083
anatomical_structure,2.2190096,-1.3405315,-3.0799875,0.18096082
molecular_biology_research_technique,1.1723629,-0.73959774,-1.9186934,-0.949358
diagnostic_procedure,-0.06516985,-0.511391,-0.50817055,0.034091122
biologic_function,-0.25720316,-0.40211806,0.45202065,1.1255774
tissue,1.2355183,-1.006267,-2.7656138,1.0587269
hazardous_or_poisonous_substance,4.0220413,-1.4207072,0.7954343,-2.055079
chemical_viewed_functionally,3.0501046,-1.0604748,0.5324963,-1.8878552
reptile,3.2872806,2.2996807,0.6458999,0.10668375
family_group,2.0619326,1.2842338,-1.2309525,0.9949833
virus,3.214296,2.2064307,0.6932304,0.022210067
indicator_reagent_or_diagnostic_aid,3.5629494,-0.76703215,0.61523956,-2.0173678
sign_or_symptom,-0.08912258,1.3795753,0.19011079,-1.593687
antibiotic,4.665438,-1.5833185,0.74642694,-2.1916053
chemical_viewed_structurally,3.354316,-0.8768937,0.543046,-2.3012805
body_space_or_junction,0.04435968,0.6672105,-2.220114,0.8566533
amphibian,3.0841167,1.9785091,0.5543919,0.30265686
health_care_related_organization,2.647294,1.9226164,-1.3250667,-0.9562076
fish,2.8308942,1.9175124,0.7370591,0.29397407
physiologic_function,-0.21672852,-0.5973714,0.51254505,0.9541172
animal,2.7682006,2.266287,0.6847256,0.3209741
injury_or_poisoning,-0.16541645,-0.44323257,0.38087162,0.94600976
lipid,3.4949398,-1.065284,0.6262593,-2.1246183
plant,3.143265,2.1316767,0.8398721,-0.31624573
organization,2.728115,1.8788244,-1.5693738,-1.1649942
genetic_function,-0.20454422,-0.50038064,0.4652204,1.0211937
gene_or_genome,1.6593331,-1.2530897,-0.7625111,1.3595771
laboratory_or_test_result,-0.08792314,1.2208844,0.10706843,-1.051471
spatial_concept,0.16617362,0.5387498,-2.3822389,0.022354906
rickettsia_or_chlamydia,3.724257,2.3287995,0.714131,0.0068645165
body_substance,3.1741607,-1.2349753,-0.16140917,-1.0951216
intellectual_product,2.4022102,1.8612984,-1.7984024,-1.1626837
element_ion_or_isotope,3.6096919,-0.7838866,0.6843524,-2.1136892
research_activity,1.4141666,-0.9497903,-2.8409872,-0.7357656
geographic_area,0.37175876,0.6561804,-2.1668086,-0.50471395
professional_society,2.527078,1.7042583,-1.4845433,-1.2051057
organophosphorus_compound,3.8832939,-1.1353179,0.72693914,-2.281533
body_location_or_region,0.5212122,0.7797768,-2.538763,0.69026345
invertebrate,3.4575768,2.0264368,0.95473087,0.23771554
age_group,2.2051742,1.5112396,-1.6819959,0.8954617
human_caused_phenomenon_or_process,-0.1134914,0.5849882,-2.3805788,0.7246457
phenomenon_or_process,-0.13553347,0.08518059,-2.4466884,1.0563524
individual_behavior,-0.13730937,-0.16650409,-0.27739826,-0.19629696
bird,3.2755294,2.0882292,0.7939142,0.029746529
mammal,2.9341419,2.137599,0.64732647,0.09126475
qualitative_concept,0.420135,0.76768583,-2.208311,-0.22959763
environmental_effect_of_humans,-0.17648639,0.45193553,-2.5756712,0.735998
social_behavior,-0.037287578,-0.114811525,-0.22925754,-0.4332529
biomedical_or_dental_material,3.5789258,-0.76863486,0.60904145,-2.1352358
quantitative_concept,0.35485804,0.009311408,-1.1453935,0.058388833
inorganic_chemical,3.688963,-0.9607242,0.6960496,-2.1074145
drug_delivery_device,4.40248,2.0845845,0.33746043,-2.3664467
educational_activity,2.0775292,-0.85357726,-2.9724307,-1.5463531
chemical,3.0546908,-1.0030309,0.5599866,-2.1059284
vitamin,3.8935196,-1.5734605,0.61870223,-1.7278488
fully_formed_anatomical_structure,1.4918481,-0.9850917,-3.7570198,0.82026577
group,2.366504,1.440184,-1.3199857,1.0481869
nucleotide_sequence,0.11117653,0.535677,-2.3182364,-0.27691558
body_system,0.39811528,0.26829833,-2.2825859,0.009308044
food,3.78259,0.05579055,0.7721065,-1.6767203
bacterium,3.269991,2.1902728,0.85413355,-0.13924026
fungus,3.3918386,2.2511208,0.97160137,-0.17313755
research_device,2.5588894,1.2092551,0.08348111,-1.5245408
governmental_or_regulatory_activity,2.0448573,-0.7998651,-2.3692162,-1.5523605
idea_or_concept,0.68889993,0.66863424,-2.024473,-0.15120074
occupational_activity,2.3328683,-1.1228212,-3.0565014,-1.1921852
physical_object,0.05935272,0.24382947,-1.5708727,-0.6526548
vertebrate,3.004645,2.1270716,0.713982,0.41914064
substance,2.4970503,-0.47029904,-0.28526303,-2.0082567
medical_device,3.5754507,1.5593436,0.4292448,-2.0860584
manufactured_object,3.7600043,1.6088382,0.06221033,-1.998752
classification,2.5748696,1.8477179,-1.6473153,-1.3373475
daily_or_recreational_activity,1.729441,-0.39572045,-2.9904132,-1.1692495
conceptual_entity,2.14006,1.4667054,-3.2466493,-0.07469589
occupation_or_discipline,-0.09757791,0.84581476,-2.1587727,-0.47171393
amino_acid_sequence,1.418311,0.42258283,-2.3872688,0.18483046
clinical_drug,2.5747998,1.49187,0.08146158,-2.1748514
activity,2.28194,-1.1760544,-3.3892555,-1.2712567
event,4.185251,-2.02625,-2.6041105,-0.49835056
temporal_concept,0.63972074,0.4336229,-1.651299,0.3062622
archaeon,3.6368911,1.939362,0.78945965,0.09433189
language,3.4884217,0.92883766,-2.0605881,-1.04256
biomedical_occupation_or_discipline,-0.13434078,0.6277103,-2.2015471,-0.3745952
functional_concept,0.8204076,0.606308,-2.3588638,-0.27601618
machine_activity,1.6846138,-0.49845535,-2.6735415,-1.0365218
entity,0.11011937,0.44031468,-2.1455348,-0.63191384
carbohydrate_sequence,2.985757,0.55127263,-2.51316,-0.6894596
organism,2.6021833,2.063936,0.66252065,0.39645246
