,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
location_of,0.1412443,0.67502785,-0.67193544,-0.063206695,0.92524195,1.1418056,-0.011964202,-2.4845798,0.78622484,0.53189206,-0.10259808,-1.1502819,-0.4573095,0.9752503,-1.2632464,1.2410636
manifestation_of,-0.055044293,1.7494545,-0.50455683,-0.25292948,0.88890797,0.4949934,-0.38807333,-1.0797209,0.00092319254,0.8651993,-0.08171935,1.449998,-0.40502012,-1.2576537,-3.1079664,-0.5301563
isa,0.19923566,0.31352252,0.026843313,-0.12492469,0.5727988,-0.7675936,0.70191,-0.6210569,-0.61684847,0.49133298,0.16531311,0.7359863,-1.1014216,0.8386738,-0.7491866,0.3584731
affects,-1.2161814,1.4300601,-0.4787716,-0.054088157,0.72957927,-0.071329735,-0.5452672,0.32588637,-0.5629342,-0.23576592,1.1522123,-0.22463846,1.1572673,0.033662573,-0.41064772,1.8794175
associated_with,0.09527715,0.15535942,-0.18167329,1.2112193,0.7334534,-0.42658648,1.3278781,-1.643078,0.015142884,-0.646517,1.8907303,-0.6739706,-0.9432876,-0.5224805,1.0297124,0.25375527
interacts_with,0.58669275,0.4971471,-0.74677086,-0.5151417,1.5668193,0.9603308,-2.237389,-0.6294353,0.10143259,1.5250331,-0.8825253,-0.2298001,-0.38925323,-0.16437541,1.1592411,-1.9419092
result_of,1.0508009,0.72165906,-1.6358932,-0.5668354,1.7278421,0.7203505,-0.6561628,-0.031125616,-0.9209011,0.59750164,0.26718527,0.8451695,-0.5003395,-1.2145275,-1.1199248,2.4828238
complicates,0.70762527,-0.6407971,0.0150323035,-0.27246752,1.3122854,-1.8156947,0.33651498,-0.96708643,-0.79826903,-0.6928055,1.9402207,1.1272494,1.4993497,-2.1323202,1.3279955,0.41170996
occurs_in,0.021642553,-0.4259813,-0.87741053,1.2272108,0.9173909,-1.0949296,0.5975959,0.45133603,0.976343,-0.26096043,0.35506743,1.7591301,-1.0759772,0.24860458,-0.7315147,2.4477694
uses,-0.041885484,-0.8436138,0.16993314,0.28243148,0.6367254,-0.8569586,-1.2389641,1.2553816,-0.22303247,1.3845608,-1.206967,0.00052861683,1.129503,-0.04603222,-0.5015448,-0.8594223
produces,-0.38832158,-0.25198823,-0.5535466,0.69360733,-1.1260313,0.08203982,-0.052414853,0.9116256,-0.56580955,-0.78951937,1.1520098,1.7319447,-0.83983135,-1.117697,0.21771488,0.14712477
degree_of,0.81037766,0.53595954,-1.5180277,1.1794189,0.45117742,-0.15694368,-0.8078334,0.7757228,-1.4685239,0.7585816,0.84267277,0.6334309,-0.61141986,0.3512213,-1.8743436,-0.42376933
connected_to,0.84636635,-0.080241956,1.0980345,0.5454241,-0.39860398,0.4331121,-1.6470406,-0.83873284,1.8848741,-0.88264745,-0.7886952,1.7321147,0.42890322,-0.34505194,-1.0214012,0.014055893
process_of,-0.30962923,0.6914377,-0.28142253,-0.38436145,0.9250858,1.3900263,-0.877475,-1.6106038,0.7753921,-0.17679593,-0.27468532,1.0194824,1.5652385,-0.8012757,0.08667873,1.8116041
co-occurs_with,1.2529196,-0.62609684,-0.25062233,0.4220947,0.21830074,-0.48924375,0.735899,-1.9747621,0.6821642,0.30710194,-0.39884335,2.2473278,-0.77012783,-0.5920536,-1.1951293,0.09688687
disrupts,0.24470866,0.59963375,0.25865495,-2.5046802,0.5294446,0.6241232,0.03343235,-1.889486,-1.5609366,1.1040354,-0.06814252,1.9454935,2.290893,-1.0825436,-1.1974312,-1.1433005
issue_in,0.03950216,-0.17439389,0.17618117,0.28142473,-0.9780904,1.3774301,0.063922375,-1.3245422,0.04416028,0.62202615,-0.9138096,1.9347076,-0.4333814,-0.17686066,-0.5890359,0.19353965
part_of,-0.14330515,-0.042836133,0.6268771,-0.044516873,0.30608377,0.8981627,-0.22377211,-0.22850807,0.55268383,-1.1711127,1.0504094,-0.57763433,0.28885767,-0.42796922,-0.319861,0.30831516
measures,-0.8264335,-0.10998567,0.60154724,0.76788735,-0.5314991,0.26325542,-0.14924182,-1.0722625,-0.41138828,1.33679,0.791866,-0.9209486,-0.68150204,0.95686954,0.3446696,-1.1504655
prevents,-0.63292855,-0.6165416,-0.19948225,0.5792109,-0.016261235,0.06446823,-0.9935285,-0.27592278,-1.8900243,1.6090896,0.52819306,-0.3389077,-0.5887678,0.2445712,0.2737221,1.1960078
causes,-0.69765174,0.6064572,-1.4464879,1.2385263,-0.6102515,-0.6891975,-0.11760747,0.17659858,0.03010428,-0.36595494,1.7627807,0.11724369,-0.051020674,0.18244968,-1.7678491,0.72361356
