,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
location_of,0.7262908,2.1084816,-1.6702209,-1.3854764,-0.12028811,-0.7905229,-0.35555795,-1.6808841,1.2265582,-0.4525561,-2.0770597,1.5159907,-0.07044305,-0.022370182,-0.9819921,-0.8134776
manifestation_of,1.0656778,-1.0437406,-2.058305,-0.17849943,-1.2205428,-1.0430406,-0.260513,-1.0767641,2.6019285,0.9601809,-0.71621597,0.3588423,-1.278743,1.6759855,0.19001614,-0.3425351
isa,0.26185444,1.2961997,-1.054361,-0.010248051,-2.2756994,0.4480086,-0.7062794,1.1451584,0.84093416,1.1038858,-0.844185,-0.11734996,1.2392932,0.5705929,0.6528025,1.1229218
affects,-0.9999109,1.0868762,-1.2274281,0.40526384,-0.3716289,-0.2119654,-0.37357837,-0.45777187,-0.6812865,0.38904944,-0.034303397,-0.23905292,-0.15760179,2.2400258,0.5251002,-0.10285197
associated_with,-0.2856471,1.0951297,-2.3215823,0.5337504,0.61158895,-0.15796539,0.756985,0.26736203,2.0635917,-0.45116216,-0.39582342,-1.6318988,-1.6514547,0.22381507,-0.6524812,0.7738399
interacts_with,1.4041014,1.2380619,-1.5583514,-0.10466134,-0.06760124,0.42272818,-0.5549753,0.059376676,0.8561947,-0.17968698,-0.37580118,-0.22246435,0.065219715,1.4235228,1.2996368,0.45806146
result_of,-0.6969557,0.13861485,-1.161313,-0.29811126,-1.700299,-0.42571482,0.080440514,0.82487243,1.9329399,0.9403858,0.15252261,-0.019066323,-1.4346222,0.87364906,0.8228292,1.0153239
complicates,-2.0621977,-0.21679191,-2.4574282,0.5959824,-0.13839461,-0.671588,1.1942459,0.6820327,-0.110706836,-1.4110172,-0.40735352,2.1999707,0.94283086,1.0186615,0.4078431,0.047255386
occurs_in,0.07837608,-0.5657619,-2.672134,0.8723417,-0.08236388,0.3766568,1.2253239,1.5986129,0.7353478,-0.70895207,0.10757963,-0.5707763,2.106572,-1.0482055,2.3217292,1.4471087
uses,0.08184922,-0.10796402,-2.2379696,0.803217,-0.18398148,-1.8466225,-0.35566923,0.47559068,-0.9190669,2.3007922,-0.24490634,0.90557116,-0.30781117,0.7186626,0.12790303,-0.5783388
produces,0.7707019,-0.16323036,-2.1534824,-0.33909464,-0.2244152,-2.1142635,-1.8117759,0.90210813,-1.1220376,0.26025152,-0.4489399,1.1650081,0.3448863,0.43611702,2.2260756,0.53316945
degree_of,0.16056673,1.9650855,-3.9469695,1.9270135,0.18915725,0.30293986,-0.054774374,2.1920142,0.4727766,1.3202454,0.36256,0.38828227,0.53230995,0.70964986,0.38991684,-0.17977817
connected_to,0.83066493,0.07361201,-1.8818371,0.608843,-1.5346459,-0.67129314,-0.5490459,0.43300828,-0.52972287,0.010813624,-0.2919046,2.2392461,-0.6648617,1.9236505,-0.41704595,1.6462214
process_of,0.11525323,1.0548716,-2.2971137,0.2541294,-0.08308221,1.3824872,0.14896163,-0.3974306,-0.9416261,0.4466304,-0.38296118,-0.37238926,0.31726247,1.9200994,-0.7626239,0.5314226
