,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
location_of,0.3575566,0.051702153,1.093007,0.12651634,-0.42479026,-0.082542814,-1.1647295,-1.6064422,-0.02608429,0.47435832,-0.20719074,-0.23911735,-0.14119306,0.6373661,-0.07379558,-0.6866673
manifestation_of,-0.25472847,1.089587,-0.514703,0.4470582,0.6100904,-0.34678686,-0.229039,-0.50668216,0.005819985,0.22795117,-0.9917101,1.4694451,-0.8357866,0.21188487,-1.0714014,-0.4532256
isa,-0.23304678,-0.25379473,0.52315706,0.029331213,0.45564488,-0.2883784,-0.20186439,-0.31274852,0.31297404,0.25567302,1.0306484,-0.038913753,-0.4898252,1.0131416,-0.2512632,-0.00877541
affects,-0.7309325,0.7939942,0.17780174,0.32160842,-0.059415568,-0.048911978,-0.38781193,-0.1694842,0.39989623,-0.5805976,0.40705967,-0.09306469,0.075780824,-0.25994495,-0.14406596,-0.3059258
associated_with,0.12665653,0.1571486,-0.034588046,0.706451,1.1128749,-0.98221993,0.5910517,-0.996198,0.0074519087,0.7337329,0.78880703,-0.39855585,-0.98519576,0.7860687,-0.4285957,-0.6853842
interacts_with,0.1485712,-0.1447231,0.35618064,0.68688214,0.29258436,-0.20092805,-0.6169601,0.21550623,0.026731474,0.47782993,0.16222733,0.49794716,-0.23760045,0.47480622,0.27827334,-0.7131126
result_of,-0.73612684,0.54594433,0.25937366,-0.22057167,0.41578144,-0.6091142,-0.11147426,-0.5335768,-0.33362314,0.658306,-0.0023925845,0.042986657,-0.23308572,0.6100556,-0.7162046,0.2181569
complicates,-0.56107944,0.3259983,0.043412413,-0.24587728,0.3738015,-0.5786,-0.64108104,-0.6967896,0.5057113,-0.5392861,1.4147868,0.5671837,0.600524,-0.4696601,0.91652167,-0.8377055
occurs_in,-0.27317244,-0.38812378,0.15615393,1.3010124,-0.08680427,-1.4180362,-0.112353556,-0.53504115,1.0581683,1.1191093,-0.10058197,1.3718783,-0.46554106,0.7064175,-0.45439515,-0.48874632
uses,-0.38207948,-0.62445104,0.8757743,0.14088632,-0.98830926,0.024772067,-0.9033494,0.09782839,-0.34359643,0.3918713,-0.2162929,1.2941929,0.6089158,-0.79110533,-0.11062074,-0.620912
produces,-0.9887886,0.14683115,0.61878306,0.5065431,-1.5991031,-0.048288602,-0.50079423,0.020620497,-0.44411168,0.016885906,0.3182705,1.323193,0.17793368,-0.3755296,0.32506204,-0.4412329
degree_of,-0.7422712,0.10981163,0.6906478,2.0509887,1.8413157,-0.53626287,-0.7380445,-0.3243325,-0.20879097,-0.11040262,1.2865493,1.3132567,-1.2812483,0.9381498,-0.090357006,-0.017390136
connected_to,0.21324892,0.763482,0.7199967,1.1411735,0.17610744,-0.62138444,-0.92086947,-0.7243686,0.014597623,-1.2852066,0.3081452,0.9639865,-0.22264178,0.5383659,-0.52033246,-0.77773416
process_of,-0.29376164,0.5546881,0.6938925,0.38183704,0.009632675,0.40735325,-0.16769332,-0.4006087,0.8364413,-0.3508431,0.4666205,0.31725335,0.15597694,-0.112555474,-0.32416376,-0.20413494
co-occurs_with,-0.5667042,-0.76015776,1.2667359,0.2529694,0.76409775,-0.3632304,-1.0296538,-1.5971241,1.0226319,0.8518374,0.2826888,0.6180075,-1.2955722,0.40134674,0.3714547,-0.46590304
disrupts,-0.29242587,-0.166779,0.8737867,-0.18507813,-0.58415455,-1.0216575,-0.81172097,-0.75686556,0.55516696,0.05621932,0.38477615,0.54597384,1.3643938,-0.19759364,0.4509246,-0.4043723
issue_in,-0.034258123,-0.16325334,0.25600797,0.014436981,0.2790259,-0.1938931,-0.0971494,-0.22753675,-0.4470209,0.08696141,0.20603374,0.6319768,0.16957289,0.12509713,-0.5165249,-0.14489518
part_of,-0.30832747,0.105533086,0.33938682,0.49510562,0.2985081,-0.4003037,-0.45234206,-0.4129215,0.4348249,0.019581908,0.18087742,0.06594355,-0.74313664,-0.22153282,-0.6559347,-0.32790062
measures,0.45946807,0.23903851,-0.04763692,0.16932054,0.34039053,-0.19352512,0.6998583,-0.6129312,-0.88658553,0.3554506,1.1094522,-0.09834704,0.57598233,-0.47907358,-0.6588766,-0.6743667
prevents,-0.23454666,0.65461206,-0.68263376,0.5506721,-0.5221059,-0.15712863,-0.8496225,-1.0634801,-0.75697505,0.24759991,1.3859762,0.18794537,0.20198597,1.0174351,-0.47888842,-1.8651576
causes,0.27145755,0.95583516,-0.16217406,0.3707539,0.29167005,-0.23768206,-0.5330246,0.51609766,-0.7143254,-0.5639799,0.9799267,0.37707627,0.20972209,0.018584456,-0.15035017,-0.9057604
indicates,0.4021659,0.45370883,-0.44041455,-0.28115037,1.34384,-1.1522962,-0.3176302,-0.09687832,-0.3118031,0.18216154,0.77995455,1.0803454,-0.46454102,-0.5609331,-0.33239728,-2.3951118
treats,-0.29426366,0.37348378,0.048472486,0.78476006,-0.8385522,-0.4374462,0.22446789,-0.7900379,-0.0683632,-0.008669903,2.1671462,-0.08174668,0.49267706,0.76298606,0.5610636,-1.4928199
evaluation_of,0.42318976,-0.19761723,0.3364469,0.5361501,0.93311924,-0.16630876,0.20915906,0.045606486,0.3007167,-0.4113751,-0.43962842,1.2145505,-0.9320147,0.10411824,-1.3854681,-0.4157769
diagnoses,0.2600272,0.9217786,-0.70337576,2.2000751,-0.38496113,-1.353991,-0.83763725,-0.7852815,0.7579552,0.6762185,0.002000759,-0.008972122,0.32390878,1.6291679,-1.3324864,-0.8156877
exhibits,-0.416442,1.0475162,0.081976585,0.76564646,-0.91615677,-0.59629035,-0.5051187,-0.798582,-0.22101496,0.23095526,-0.07005472,-0.96093583,0.85326016,0.12426449,0.29402003,-1.068219
ingredient_of,0.32590333,0.26489133,-0.36829725,-0.12428514,1.1030695,-0.72436565,0.68766844,-1.003164,-1.3950107,0.43509018,1.1055532,0.27470532,-0.1031207,-0.08173545,-0.11559779,-0.1597382
property_of,-0.9382451,0.14610638,-0.6149278,0.30693978,0.053554595,-0.6452037,-0.99053293,0.5128644,0.6269239,0.18321405,0.60991395,-0.6707098,0.5406786,0.008043328,-0.5779508,-0.9639268
manages,1.2331326,0.3073804,0.4883968,0.036200237,0.58243155,0.5698145,-0.31661066,-0.086417146,-1.1654122,0.15428543,0.17720087,1.0285407,1.400127,-0.23594908,-1.2919927,0.011873619
assesses_effect_of,0.34260327,-0.19146137,0.05510566,0.8171659,-0.3752722,0.2911704,0.37089422,-0.71168965,-0.80090904,0.33037627,1.1405549,-0.075545564,0.99077296,-0.55268985,-1.2562518,-0.4751907
method_of,-0.07525537,-0.22813414,1.7268434,1.3865553,-0.44245675,-0.047922812,-0.75511956,-0.098299496,0.57455635,0.44137287,1.022837,0.71340305,-1.249195,-1.3623451,-0.5650573,0.5807296
measurement_of,-0.9154104,0.7022731,0.17182074,1.1426495,0.2791459,-0.8995639,0.42305702,0.28460598,-0.539927,-0.04298224,-0.17822488,0.13380033,0.16303268,0.49218786,-0.80366826,-0.7691443
precedes,-0.8412635,0.028581718,0.89703,1.5106095,1.0195004,-0.64189464,-1.6512915,-0.17915407,0.40429476,0.5124632,1.1200416,0.78874695,-1.2605131,0.81799525,-0.28680554,0.38588652
consists_of,0.08065801,-0.956671,1.2174132,0.764686,0.41634533,-1.4350145,-0.3001231,0.12477511,0.19519348,-1.1526272,0.7758688,0.16042374,-0.008520462,-0.17573917,-1.0448949,-0.11675266
performs,-0.8337549,0.8590079,0.40979975,0.57903165,-0.18101582,-0.5402372,0.06372364,-0.35642013,-0.27168536,0.25117955,-0.3493601,0.15607747,0.18662655,-0.7398749,0.062946156,-0.3693837
conceptual_part_of,-0.5872667,-0.098069206,0.39484277,0.66213447,-0.17667733,-1.3693774,-0.17060849,-0.11621208,-1.2289426,1.3902669,0.109351866,1.208936,-0.4200246,0.5895534,0.54044116,0.055398628
analyzes,0.78259313,-0.2271787,0.7178199,0.42222562,0.036058985,-0.005476244,0.17250971,-0.3792236,-1.0473627,0.52184236,1.2034991,0.24215099,0.76875037,-0.5163466,-0.8920451,-0.6547075
carries_out,-0.1457934,0.58535177,0.6342189,0.3912342,-0.25419718,-0.29762572,-0.49348015,-0.5499122,-0.30356243,0.5251825,-0.27803975,-0.17414017,0.33180755,0.7722007,-0.5590519,-0.9580601
developmental_form_of,0.09505267,0.12622936,1.2969021,1.5154951,0.76910406,-1.1500871,0.48267332,-1.8735288,0.1328056,-1.034435,0.5737456,0.49978176,-0.27760527,-0.12910134,-0.44463515,-0.042990636
contains,-0.033134222,-0.08832413,1.1048183,1.5078832,-0.5184563,-0.7347034,-0.73889947,-1.1445997,0.04684982,-1.112519,0.026992911,1.1671447,-1.2626641,0.8086726,-0.34966984,-0.11533944
adjacent_to,0.9948089,0.458678,0.3375312,1.5500331,0.6217866,-0.8402043,-0.93332475,-1.058744,-0.33624378,0.057478942,0.02109271,0.8788631,0.016570667,1.0093719,-0.53503495,-0.9042593
interconnects,-0.38442817,0.72934085,0.9855942,0.8467709,0.11212452,-0.49349052,-0.41480502,-0.71958196,-0.326219,0.6099201,0.27516425,0.5443021,-0.6719592,0.30701676,0.59876925,-1.271117
conceptually_related_to,-0.28382322,-0.17429401,0.76682043,-0.6231121,-0.14338714,-1.0649858,0.47569162,-0.8232137,-0.23632318,0.13469969,0.9106596,1.4644989,0.6364265,-0.17205822,0.064728916,0.3112166
surrounds,-0.5491883,1.3264276,0.91705376,1.1181129,-0.20770164,-0.34185556,-0.90613145,-0.80702573,-0.7481869,-0.85724247,0.37314287,0.8412617,-1.1873866,0.3744205,-0.310206,-0.20007761
derivative_of,-1.5550959,0.70215476,1.4880215,0.91643745,-0.42440972,-0.60584426,-1.2048965,0.2445716,-1.1806258,-0.23764795,0.98109937,0.71788347,-1.2808713,-0.13371396,-1.3473555,-0.47784403
practices,0.5626418,1.163615,1.6012685,0.33036673,0.24502964,-0.10796423,-0.31422576,0.47562757,0.5399313,-0.31354856,0.9500486,-0.067541175,-2.490673,-1.6678423,-0.6731169,-1.20817
