,0,1
location_of,-1.5677166,0.41714585
manifestation_of,0.4699556,0.5866414
isa,-0.16917282,0.21889038
affects,0.052661467,-0.32011598
associated_with,0.037569024,0.37637067
interacts_with,-0.42896107,0.051605955
result_of,0.06095016,-0.9255526
complicates,-0.5856085,0.5184058
occurs_in,0.5670893,0.49434978
uses,-0.64334714,0.049506813
produces,-0.13674745,0.82963955
degree_of,-2.3899236,-1.895347
connected_to,-2.2273195,-0.90139514
process_of,-1.2055906,-0.8290678
co-occurs_with,1.0790664,2.4717712
disrupts,0.4215116,0.590944
issue_in,1.2637202,1.0994409
part_of,-0.5991081,-0.91496015
measures,0.21691298,-0.8820085
prevents,1.3181568,0.4985671
causes,0.05211743,0.21224059
indicates,1.7124506,0.7834137
treats,-0.65865636,1.3260272
evaluation_of,-1.228227,0.2375464
diagnoses,2.6153612,0.9505287
exhibits,-1.8983905,-0.026459811
ingredient_of,-0.014804808,1.7610152
property_of,-0.42801964,-1.7250617
manages,1.4034275,1.627269
assesses_effect_of,-1.9113072,-1.1523323
method_of,-2.437977,0.06745422
measurement_of,-0.12829274,2.2227612
precedes,0.13649288,0.6126246
consists_of,-1.0168831,1.4567844
performs,0.83799803,-0.15498734
conceptual_part_of,2.3787155,0.2925506
analyzes,-1.8865775,-0.02343276
carries_out,0.64493906,-1.4985951
developmental_form_of,-1.0323361,3.4899635
contains,1.8992085,1.6690722
adjacent_to,2.3685594,-0.6664778
interconnects,2.4748256,-2.1616294
conceptually_related_to,-1.8633488,2.246053
surrounds,1.0567218,2.6456177
derivative_of,1.1514946,1.5827211
practices,2.3731084,1.3810573
