,0,1,2,3
acquired_abnormality,0.16625468,-0.28149045,-0.15901336,0.8843924
anatomical_abnormality,0.25201592,-0.2897019,-0.2921803,0.8933984
alga,2.1550834,-0.360689,0.7977494,-1.6747816
mental_or_behavioral_dysfunction,0.3039333,-0.3439029,-0.18520482,0.98132324
health_care_activity,-0.6822329,-0.6275334,0.4220328,-0.039188575
population_group,0.9534222,-0.45057556,-0.06446905,-2.0780835
clinical_attribute,-0.75459707,-0.41589114,0.14834613,0.15595235
body_part_organ_or_organ_component,0.020415045,-1.242167,-0.94315296,-0.63742584
biologically_active_substance,-0.15169752,-1.1446257,2.6674473,-1.0874689
disease_or_syndrome,0.25705203,-0.44442374,-0.21883138,0.8975523
carbohydrate,0.18022224,-0.5570379,2.8907928,-1.4873679
molecular_sequence,-0.9185876,-0.10147183,-0.21977462,-1.2944474
steroid,0.24954192,-0.6028592,2.8417394,-1.4641352
experimental_model_of_disease,0.2777982,-0.4223416,-0.112823635,0.97808635
patient_or_disabled_group,1.6118478,-0.23424292,0.15827417,-2.6997268
professional_or_occupational_group,1.0946887,-0.61616576,-0.20751151,-2.9495275
nucleic_acid_nucleoside_or_nucleotide,0.23306333,-0.5785875,2.7240832,-1.547583
organism_function,0.19309495,-0.32271132,-0.15725157,0.8502084
mental_process,0.36175156,-0.19909045,-0.1983988,0.6575663
therapeutic_or_preventive_procedure,-0.54493636,-0.5186864,0.47112584,0.3505467
cell_function,0.23086268,-0.36562324,-0.22443163,0.9046929
pathologic_function,0.24486059,-0.43740442,-0.20130056,1.0159743
organ_or_tissue_function,0.07801965,-0.23024815,-0.21412376,0.7515666
enzyme,0.053240206,-1.2542396,2.610962,-0.82231444
cell,0.14417021,-1.5835801,-0.9381366,-0.89498997
cell_component,0.68560225,-1.1578213,-0.5664133,-0.2780079
cell_or_molecular_dysfunction,0.19033325,-0.36249834,-0.11928852,1.0151576
hormone,0.034961518,-1.1202372,2.6220968,-0.8851338
organic_chemical,-0.007442368,-0.70488167,2.8073795,-1.4840283
behavior,-0.6150792,-0.0798041,0.34650806,-0.36793238
neuroreactive_substance_or_biogenic_amine,-0.06533245,-1.2947626,2.676724,-0.90822506
embryonic_structure,0.16593732,-1.6178384,-0.968876,-1.3793536
neoplastic_process,0.31128213,-0.46128464,-0.15366742,0.9920177
laboratory_procedure,-1.066535,-0.9735345,0.44997197,0.11944431
natural_phenomenon_or_process,0.19817486,-0.2529572,-0.24694392,0.6631916
immunologic_factor,0.0034866133,-1.2555447,2.6501658,-0.7933653
receptor,0.14742951,-1.2080553,2.5149436,-0.95505875
self_help_or_relief_organization,1.2779458,-0.3610849,0.27884328,-2.7585447
pharmacologic_substance,0.05284511,-1.3559499,2.718969,-1.1728415
molecular_function,0.13594678,-0.38885042,-0.17133948,0.8391155
regulation_or_law,-0.37325597,0.36502483,1.577797,-2.811805
human,2.2596352,-0.4916302,1.0311915,-1.6118838
eicosanoid,0.08760395,-0.50689733,2.7814639,-1.629775
amino_acid_peptide_or_protein,0.26148582,-0.42859808,2.7957575,-1.556364
group_attribute,-0.16751982,-0.13181384,1.5614961,-2.9343607
organism_attribute,-0.54605967,-0.38295758,-0.013863207,-0.10958293
finding,-0.7844874,-1.1373038,-0.9016546,-0.22211392
congenital_abnormality,0.027338153,-0.25676164,-0.047159962,0.8107031
anatomical_structure,-0.26249945,-1.7158101,-0.38990182,-1.2863888
molecular_biology_research_technique,-1.3925595,-1.2628199,1.214473,-1.2494999
diagnostic_procedure,-0.9493248,-0.8828323,0.35816875,0.23290734
biologic_function,0.13793266,-0.29669183,-0.18224633,0.8049545
tissue,0.41498223,-1.5502832,-0.8788848,-0.6388941
hazardous_or_poisonous_substance,0.31676644,-1.1332376,2.8811023,-1.3773621
chemical_viewed_functionally,0.31165022,-0.60536784,2.9127142,-1.6704413
reptile,2.2884681,-0.48497638,0.87792325,-1.7460283
family_group,1.2945646,-0.11130914,0.12834282,-2.6656523
virus,1.7539896,-0.40839124,0.08272776,-0.7623971
indicator_reagent_or_diagnostic_aid,0.29675543,-0.6505847,2.5972629,-1.5820162
sign_or_symptom,-0.8891633,-1.4467909,-0.86046803,-0.14671451
