,0,1,2,3
acquired_abnormality,1.4960012,-0.93947953,-0.057208203,0.46199006
anatomical_abnormality,1.5799723,-1.0738645,-0.5322714,0.5444341
alga,2.053617,-0.17091396,-5.950752,2.7523763
mental_or_behavioral_dysfunction,1.4653891,-0.7537996,-0.039166905,0.44445744
health_care_activity,0.3140185,-3.174062,0.03562828,2.7203414
population_group,0.32187358,-1.7757498,-1.0435905,0.08108987
clinical_attribute,1.6457783,-1.172129,-0.945848,0.23368798
body_part_organ_or_organ_component,1.2513251,-3.9537714,-2.4515855,1.6810725
biologically_active_substance,-1.1198655,0.16580741,1.602454,0.18412606
disease_or_syndrome,1.4939457,-1.1589054,-0.18331493,0.8923609
carbohydrate,-1.275186,0.85144216,-0.24329852,1.8203616
molecular_sequence,0.44415224,-1.1295089,-4.931213,1.1899142
steroid,-1.7465141,0.5842231,-0.17498855,1.314135
experimental_model_of_disease,1.3070397,-0.9352623,-0.09000716,0.6775118
patient_or_disabled_group,0.3526863,1.1050296,-3.523291,0.069312245
professional_or_occupational_group,-0.071315706,0.13142624,-1.3702626,-0.85571283
nucleic_acid_nucleoside_or_nucleotide,-1.697025,0.73000485,-0.05142937,1.6651938
organism_function,1.2993788,0.74886644,-1.4914141,0.83651245
mental_process,0.82638425,0.5306709,-0.9705931,0.89738536
therapeutic_or_preventive_procedure,0.016034745,-1.7816149,1.469622,0.85972977
cell_function,1.5942136,0.40570948,-2.1851835,1.3760967
pathologic_function,1.3391687,-1.1042303,0.052295823,0.5244836
organ_or_tissue_function,1.392792,0.7260641,-2.050101,1.1247978
enzyme,-1.00768,0.5086018,1.5128272,0.07334882
cell,2.2988024,-5.097779,-3.5080488,3.010758
cell_component,2.001651,-5.0225644,-1.4868302,4.936166
cell_or_molecular_dysfunction,1.193961,-0.9900258,0.05077799,0.8235832
hormone,-0.81384975,0.496129,1.4763778,0.27434552
organic_chemical,-1.6356778,0.43280837,-0.30421123,1.5905808
behavior,0.050871544,-0.68778133,-0.8367143,-0.03161656
neuroreactive_substance_or_biogenic_amine,-1.0533725,0.54100794,1.5981882,0.08327553
embryonic_structure,1.8546506,-4.354499,-3.734078,3.6973112
neoplastic_process,1.5728483,-1.0217988,0.18266708,0.5441534
laboratory_procedure,-0.8113823,-0.45658734,1.2891487,0.034519125
natural_phenomenon_or_process,1.4741045,1.474465,-2.8082728,1.2401544
immunologic_factor,-0.6264925,-0.07347027,1.6102272,0.49335247
receptor,-0.9000184,0.51277566,1.5238321,0.34962747
self_help_or_relief_organization,-0.27288884,0.33120757,-3.5418832,0.20995355
pharmacologic_substance,-1.3943282,-0.15938008,2.1600566,0.5816201
molecular_function,1.3403561,0.17003511,-2.2659428,1.6129024
regulation_or_law,0.027033996,-1.6832453,-2.5463016,1.7168041
