,EpochLoss
0,44.836599349975586
1,30.52295684814453
2,7.070305824279785
3,1.9541184902191162
4,1.4760984778404236
5,1.6019831895828247
6,1.4789640307426453
7,1.2538289427757263
8,1.012243539094925
9,0.7921073734760284
10,0.6097564399242401
11,0.4998367130756378
12,0.45139551162719727
13,0.4376555383205414
14,0.4324096143245697
15,0.4135226458311081
16,0.39715249836444855
17,0.37031179666519165
18,0.3535429686307907
19,0.32559505105018616
20,0.30404995381832123
21,0.29275335371494293
22,0.2791649103164673
23,0.2715071141719818
24,0.26074017584323883
25,0.25196972489356995
26,0.23964858055114746
27,0.23099703341722488
28,0.21944118291139603
29,0.21505271643400192
30,0.20934902876615524
31,0.20219699293375015
32,0.19724304974079132
33,0.1921810731291771
34,0.18760081380605698
35,0.18252530694007874
36,0.17661603540182114
37,0.1772710084915161
38,0.17182548344135284
39,0.16774356365203857
40,0.16959697008132935
41,0.16284261643886566
42,0.16215107589960098
43,0.1595301702618599
44,0.1568778082728386
45,0.15512830764055252
46,0.15332549065351486
47,0.15024571865797043
48,0.14920464158058167
49,0.1460527703166008
50,0.14381025731563568
51,0.14113344997167587
52,0.14114642888307571
53,0.1384601816534996
54,0.13794589042663574
55,0.13597922772169113
56,0.13484524935483932
57,0.13436724990606308
58,0.13240230828523636
59,0.13171052187681198
60,0.1302979364991188
61,0.12749585509300232
62,0.1259557418525219
63,0.1269095204770565
64,0.12446855753660202
65,0.12316976487636566
66,0.12212695553898811
67,0.1206195130944252
68,0.11908332258462906
69,0.1188194639980793
70,0.1161402277648449
71,0.11473306268453598
72,0.11311907321214676
73,0.11269593611359596
74,0.11320860683917999
75,0.11061370745301247
76,0.10997458547353745
77,0.10952721163630486
78,0.10726038366556168
79,0.10655007138848305
80,0.10569516569375992
81,0.10414959862828255
82,0.10196931287646294
83,0.10098418965935707
84,0.10159831121563911
85,0.09962490200996399
86,0.09667293727397919
87,0.09693356603384018
88,0.09487443417310715
89,0.09437030926346779
90,0.09445194527506828
91,0.09248797595500946
92,0.0915730707347393
93,0.09045242890715599
94,0.08913971856236458
95,0.08816276118159294
96,0.08856848999857903
97,0.08637119829654694
98,0.08657180517911911
99,0.08526836335659027
100,0.08498312905430794
101,0.08276993781328201
102,0.08286028355360031
103,0.08146268129348755
104,0.0806703269481659
105,0.08071443066000938
106,0.08046195656061172
107,0.0794617123901844
108,0.07971810549497604
109,0.07769734412431717
110,0.07693680375814438
111,0.07760999351739883
112,0.07642467319965363
113,0.07532434910535812
114,0.07520538941025734
115,0.07509250566363335
116,0.07445717975497246
117,0.07340984791517258
118,0.07308671623468399
119,0.07271203398704529
120,0.07296236231923103
121,0.07232244312763214
122,0.07125328853726387
123,0.07074085250496864
124,0.0703783631324768
125,0.06971681490540504
126,0.06995715945959091
127,0.06979072093963623
128,0.0694807730615139
129,0.06874468922615051
130,0.06866233423352242
131,0.06775530055165291
132,0.06697193905711174
133,0.06624617800116539
134,0.06646539270877838
135,0.0670371875166893
136,0.06562880426645279
137,0.0658557079732418
138,0.0652896985411644
139,0.06473913416266441
140,0.06443081423640251
141,0.0639728344976902
142,0.0640554167330265
143,0.06401892006397247
144,0.06225656718015671
145,0.062358325347304344
146,0.06230093166232109
147,0.061859967187047005
148,0.06092735379934311
149,0.06135141849517822
150,0.06063954345881939
151,0.061239562928676605
152,0.060346126556396484
153,0.06047334335744381
154,0.06081831082701683
155,0.059588052332401276
156,0.06031528487801552
157,0.05937729775905609
158,0.058518387377262115
159,0.05755261145532131
160,0.05868143029510975
161,0.05803431384265423
162,0.057146480306982994
163,0.05768975056707859
164,0.05705568939447403
165,0.0559694766998291
166,0.056441279128193855
167,0.05733058974146843
168,0.0564423855394125
169,0.05583043582737446
170,0.05541041120886803
171,0.055119721218943596
172,0.05365350283682346
173,0.054251356050372124
174,0.05525304563343525
