,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
location_of,0.48697668,-0.303351,0.04732573,-0.03977556,0.2663329,0.23862346,-0.17921254,-0.34117958,-0.12572555,0.20299636,-0.372639,-0.58251584,0.18072273,0.38377646,0.020586833,-0.049586132,-0.3771863,-0.33003375,0.031721614,-0.15851007,-0.014406427,-0.10572017,0.60186386,0.62995404,-0.98813653,0.2620743,-0.12598048,0.03707467,0.6471674,0.34512752,-0.0500559,0.35975105
manifestation_of,-0.58370745,0.8815947,0.15586843,1.0107571,-0.07425333,-0.19219439,-0.0030825897,-0.027457887,-0.1035356,-0.25622857,-0.19717784,-0.47260156,0.061098117,-0.15720177,-0.14237377,0.25924525,0.2220956,-0.16247487,-0.71076703,0.06180537,-0.879502,0.24421217,0.7174334,0.053602412,-0.01857768,-0.033449627,-0.0002400009,0.4830242,0.52934825,0.41556105,-0.23172529,0.47050703
isa,0.13394168,0.24458188,-0.003918081,0.54488003,0.09106852,0.50430924,-0.15559329,-0.14661221,-0.032376766,-0.117993504,-0.01590073,-0.02020015,-0.085160226,-0.06845765,-0.81555057,-0.077396765,0.17240909,0.20724866,0.33672526,-0.14669266,-0.048853576,-0.080937244,0.033907153,0.47014487,-0.19028002,-0.38991567,0.8854495,-0.14900787,-0.025246399,-0.1270226,0.43354982,-0.17145912
affects,0.055136565,0.49065572,-0.10105764,0.2187511,-0.07086303,0.43032473,-0.027138572,-0.055265322,-0.38104582,-0.6192539,-0.14251904,-0.38924947,0.40956736,-0.33815074,0.080832675,0.21362287,0.08036264,-0.11807221,0.0099545615,0.33046395,-0.11773203,-0.049848557,0.015638983,0.054136258,0.24241175,0.068275414,0.1543607,-0.6635409,0.058773715,-0.1873474,0.11553668,0.21169935
associated_with,-0.14826252,0.51536447,0.1978099,-0.6216565,0.43299294,0.069791935,0.49925023,-0.042977657,-0.21979308,-0.51392776,0.053161025,-0.23033565,-0.65569115,-0.48623836,-0.2213113,0.9648614,0.0489624,-0.77410764,-0.21919237,-0.18114312,0.035190765,0.764945,0.46113953,-0.09477448,0.19900759,-0.3527607,0.19349538,0.031377003,0.02543293,0.7858771,-0.4889224,0.56128347
interacts_with,0.33461356,0.25819954,0.42011052,0.36174765,-0.19858193,0.16835885,-0.37688696,-0.09489271,0.13152899,0.14959921,-0.18531555,-0.021102432,-0.1965012,-0.5047255,-0.37784642,-0.031200197,0.25531903,-0.3199367,0.3301541,0.11279337,-0.025392037,0.42820355,0.024383215,0.31557435,-0.45170742,0.021084137,0.13084821,-0.15502433,-0.16315931,0.19058748,0.20454723,-0.31145164
result_of,-0.19770418,0.11053036,0.10338367,0.01183793,0.17215991,0.4718134,-0.15536654,-0.037794422,-0.5169329,0.28183714,-0.337037,0.3578484,-0.08187137,-0.71205443,-0.1921673,0.2909948,-0.049616184,0.11696794,-0.07068876,-0.17301874,-0.4676932,-0.16826111,0.36571747,-0.08638897,0.50638515,-0.79300535,0.46211177,0.004928326,0.33342978,0.6769682,-0.1590598,0.3504504
complicates,0.7304045,0.92651975,0.22136913,-0.15432653,0.19000566,0.7482236,-0.43949556,-0.23594618,-0.2729671,-0.21053998,0.010515689,0.05345032,-0.6569219,0.5033333,-0.34210324,-0.15605384,-0.19590694,-0.26658213,-0.00012150021,0.74063027,-0.0036061578,-0.7814611,0.76649237,-0.53257364,0.5424526,-0.18401577,0.51967406,0.27505925,0.08945098,-0.07613682,-0.19195437,0.4647907
occurs_in,0.5246632,0.3497201,-0.15088359,-0.10550156,0.493762,0.2796544,0.27798402,-0.091619164,0.22402807,-0.6826056,-0.22699991,-0.4025775,-1.5587362,0.45655876,-0.44940534,-0.042336028,-0.27106187,0.3692928,0.26658827,-0.33217558,-0.35784146,0.5186909,0.74300694,0.27663073,-0.4755957,-0.7781777,0.9474831,-0.18904063,-0.5322267,-0.03991704,-0.22946374,0.58988017
uses,0.47708765,0.62617767,-0.011080836,0.55368894,0.11091211,-0.35478097,-0.3314884,0.0015438402,-0.5080507,-0.10551512,0.8470246,-0.3813496,-0.34838232,-0.10790714,-0.16339359,-0.05770858,-0.022562366,0.32878405,-0.017270707,0.3503332,-0.31281984,-0.0735662,0.021322329,-0.17061198,-0.83531755,0.85140723,0.1736536,-0.33812314,1.1273546,-0.24732357,0.7588337,-0.33091345
produces,0.52813244,0.17504627,-0.03461608,0.2422075,0.16009623,0.14481312,0.19936332,-0.73375213,-0.70606005,-0.04227886,-0.2971901,0.47966844,-0.5271773,-0.18473615,0.14380047,-0.24103802,-0.5806681,0.16972402,0.18175901,0.73357326,0.08775587,-0.42448217,0.42735374,-0.40902087,-0.26307896,0.31678864,-0.43416926,-0.44600788,0.8177698,-0.20047477,0.27349672,-0.10597432
degree_of,0.2939045,0.20141564,0.6947657,0.22794926,-0.38519737,0.68576384,0.34239873,0.17606018,-1.1141126,0.382254,-0.08748656,-1.7229759,-1.1517605,-0.96997887,-0.13050678,0.057324037,-0.39003775,-0.31489375,-0.6904649,-0.16556166,0.4652464,1.3652362,0.7146671,0.43013835,-0.6381924,-1.1127118,1.0116032,-0.023442946,-1.1886071,0.520217,-0.04681588,1.4068103
